Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.637987,[ 3 29] ; [69 16],[19.69230769 12.30769231] ; [52.30769231 32.69230769],1
v4,1,0.0,27.849206,[13 19] ; [74 10],[24.  8.] ; [63. 21.],1
p2,1,1.1e-05,19.30783,[ 5 27] ; [52 33],[15.58974359 16.41025641] ; [41.41025641 43.58974359],1
r2,1,3.6e-05,17.093962,[17 13] ; [77  8],[24.52173913  5.47826087] ; [69.47826087 15.52173913],1
r1,1,0.000132,14.615186,[10 22] ; [59 25],[19.03448276 12.96551724] ; [49.96551724 34.03448276],1
a1,1,0.00039,12.581838,[ 8 24] ; [ 3 82],[ 3.00854701 28.99145299] ; [ 7.99145299 77.00854701],1
s6,1,0.000399,12.538448,[ 6 26] ; [46 37],[14.46956522 17.53043478] ; [37.53043478 45.46956522],1
v2,1,0.001838,9.704568,[ 4 28] ; [36 47],[11.13043478 20.86956522] ; [28.86956522 54.13043478],0
p4,1,0.002243,9.339083,[ 5 27] ; [39 45],[12.13793103 19.86206897] ; [31.86206897 52.13793103],0
d4,1,0.002866,8.890814,[16 16] ; [65 18],[22.53913043  9.46086957] ; [58.46086957 24.53913043],0
p8,1,0.004875,7.925244,[ 2 29] ; [27 57],[ 7.8173913 23.1826087] ; [21.1826087 62.8173913],0
p3,1,0.006102,7.519791,[ 5 27] ; [36 48],[11.31034483 20.68965517] ; [29.68965517 54.31034483],0
s7,1,0.007043,7.262018,[ 3 26] ; [29 49],[ 8.6728972 20.3271028] ; [23.3271028 54.6728972],0
d3,1,0.009223,6.779221,[12 20] ; [54 30],[18.20689655 13.79310345] ; [47.79310345 36.20689655],0
b5,1,0.010639,6.524576,[14 18] ; [59 26],[19.96581197 12.03418803] ; [53.03418803 31.96581197],0
n5,1,0.011083,6.451943,[24  8] ; [41 43],[17.93103448 14.06896552] ; [47.06896552 36.93103448],0
p7,1,0.017673,5.62829,[ 6 26] ; [36 49],[11.48717949 20.51282051] ; [30.51282051 54.48717949],0
s2,1,0.020298,5.386092,[ 5 27] ; [32 52],[10.20689655 21.79310345] ; [26.79310345 57.20689655],0
s3,1,0.0204,5.377378,[ 8 22] ; [43 41],[13.42105263 16.57894737] ; [37.57894737 46.42105263],0
a7,1,0.0214,5.293943,[14 18] ; [57 28],[19.41880342 12.58119658] ; [51.58119658 33.41880342],0
s5,1,0.03072,4.668565,[ 1 30] ; [16 66],[ 4.66371681 26.33628319] ; [12.33628319 69.66371681],0
v1,1,0.047237,3.936926,[ 6 26] ; [32 52],[10.48275862 21.51724138] ; [27.51724138 56.48275862],0
d5,1,0.049254,3.866667,[18 14] ; [63 21],[22.34482759  9.65517241] ; [58.65517241 25.34482759],0
s8,1,0.05032,3.830751,[ 2 30] ; [18 65],[ 5.56521739 26.43478261] ; [14.43478261 68.56521739],0
n6,1,0.051831,3.781229,[13 19] ; [51 33],[17.65517241 14.34482759] ; [46.34482759 37.65517241],0
b2,1,0.053207,3.737417,[11 11] ; [13 36],[ 7.43661972 14.56338028] ; [16.56338028 32.43661972],0
b3,1,0.053207,3.737417,[11 11] ; [13 36],[ 7.43661972 14.56338028] ; [16.56338028 32.43661972],0
p6,1,0.054085,3.710073,[ 2 29] ; [18 64],[ 5.48672566 25.51327434] ; [14.51327434 67.48672566],0
n2,1,0.067116,3.352172,[ 7 12] ; [22 13],[10.2037037  8.7962963] ; [18.7962963 16.2037037],0
d1,1,0.078021,3.105662,[10 22] ; [42 43],[14.22222222 17.77777778] ; [37.77777778 47.22222222],0
u3,1,0.080746,3.049828,[ 3 11] ; [17 18],[5.71428571 8.28571429] ; [14.28571429 20.71428571],0
n3,1,0.089634,2.880929,[ 7 11] ; [21 12],[9.88235294 8.11764706] ; [18.11764706 14.88235294],0
n4,1,0.093342,2.815772,[23  9] ; [46 38],[19.03448276 12.96551724] ; [49.96551724 34.03448276],0
a2,1,0.120653,2.408824,[ 4 28] ; [22 63],[ 7.11111111 24.88888889] ; [18.88888889 66.11111111],0
d2,1,0.134242,2.242745,[11 20] ; [43 41],[14.55652174 16.44347826] ; [39.44347826 44.55652174],0
b4,1,0.144279,2.131713,[14 18] ; [50 35],[17.5042735 14.4957265] ; [46.4957265 38.5042735],0
a5,1,0.18331,1.770585,[16 16] ; [54 31],[19.14529915 12.85470085] ; [50.85470085 34.14529915],0
u1,1,0.19211,1.701358,[ 2 30] ; [13 72],[ 4.1025641 27.8974359] ; [10.8974359 74.1025641],0
p9,1,0.205651,1.601779,[ 6 25] ; [26 57],[ 8.70175439 22.29824561] ; [23.29824561 59.70175439],0
b1,1,0.312673,1.019353,[21 11] ; [47 38],[18.5982906 13.4017094] ; [49.4017094 35.5982906],0
u2,1,0.371614,0.798262,[ 4 10] ; [14 19],[5.36170213 8.63829787] ; [12.63829787 20.36170213],0
s4,1,0.41482,0.664943,[ 7 25] ; [13 71],[ 5.51724138 26.48275862] ; [14.48275862 69.51724138],0
a8,1,0.442329,0.590234,[ 2 28] ; [ 9 68],[ 3.08411215 26.91588785] ; [ 7.91588785 69.08411215],0
v3,1,0.471218,0.519118,[ 7 25] ; [22 55],[ 8.51376147 23.48623853] ; [20.48623853 56.51376147],0
s1,1,0.481085,0.496403,[ 4 28] ; [ 7 78],[ 3.00854701 28.99145299] ; [ 7.99145299 77.00854701],0
a6,1,0.696781,0.151842,[17 15] ; [48 36],[17.93103448 14.06896552] ; [47.06896552 36.93103448],0
n1,1,0.819646,0.051984,[ 9 10] ; [15 19],[ 8.60377358 10.39622642] ; [15.39622642 18.60377358],0
a4,1,0.822225,0.050483,[12 18] ; [36 49],[12.52173913 17.47826087] ; [35.47826087 49.52173913],0
a3,1,0.963601,0.002083,[18 12] ; [50 34],[17.89473684 12.10526316] ; [50.10526316 33.89473684],0
p1,1,0.995154,3.7e-05,[ 3 29] ; [ 8 77],[ 3.00854701 28.99145299] ; [ 7.99145299 77.00854701],0
