Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,121.874366,[ 5 70] ; [280  98],[47.18543046 27.81456954] ; [237.81456954 140.18543046],1
d5,1,0.0,91.795034,[37 38] ; [349  29],[63.90728477 11.09271523] ; [322.09271523  55.90728477],1
d3,1,0.0,60.316961,[25 50] ; [295  83],[52.98013245 22.01986755] ; [267.01986755 110.98013245],1
a3,1,0.0,42.892181,[34 41] ; [305  71],[56.37472284 18.62527716] ; [282.62527716  93.37472284],1
d2,1,0.0,25.775871,[18 57] ; [212 166],[38.0794702 36.9205298] ; [191.9205298 186.0794702],1
a5,1,1e-06,23.487935,[41 34] ; [305  73],[57.28476821 17.71523179] ; [288.71523179  89.28476821],1
r3,1,0.000691,11.514223,[68  7] ; [367   7],[72.66146993  2.33853007] ; [362.33853007  11.66146993],1
p1,1,0.001024,10.784039,[15 60] ; [ 29 348],[ 7.30088496 67.69911504] ; [ 36.69911504 340.30088496],0
a2,1,0.001621,9.93606,[ 9 66] ; [112 266],[20.03311258 54.96688742] ; [100.96688742 277.03311258],0
u1,1,0.001709,9.838319,[ 5 70] ; [ 85 293],[14.90066225 60.09933775] ; [ 75.09933775 302.90066225],0
r1,1,0.001989,9.559516,[53 21] ; [323  52],[61.9688196 12.0311804] ; [314.0311804  60.9688196],0
p10,1,0.002079,9.47886,[57 17] ; [337  38],[64.93541203  9.06458797] ; [329.06458797  45.93541203],0
s2,1,0.002167,9.402333,[28 47] ; [212 162],[40.08908686 34.91091314] ; [199.91091314 174.08908686],0
p9,1,0.006271,7.470641,[59 15] ; [340  35],[65.75946548  8.24053452] ; [333.24053452  41.75946548],0
a4,1,0.006802,7.324548,[24 50] ; [187 190],[34.62084257 39.37915743] ; [176.37915743 200.62084257],0
r4,1,0.007084,7.251652,[64 11] ; [356  22],[69.53642384  5.46357616] ; [350.46357616  27.53642384],0
b2,1,0.031482,4.62651,[13 38] ; [104 146],[19.82392027 31.17607973] ; [ 97.17607973 152.82392027],0
b3,1,0.031482,4.62651,[13 38] ; [104 146],[19.82392027 31.17607973] ; [ 97.17607973 152.82392027],0
p4,1,0.034671,4.461295,[46 29] ; [276 100],[53.54767184 21.45232816] ; [268.45232816 107.54767184],0
r2,1,0.03576,4.408511,[67  7] ; [356  14],[70.5  3.5] ; [352.5  17.5],0
v1,1,0.036376,4.379405,[35 37] ; [230 142],[42.97297297 29.02702703] ; [222.02702703 149.97297297],0
a8,1,0.047706,3.92033,[ 7 63] ; [ 68 271],[12.83618582 57.16381418] ; [ 62.16381418 276.83618582],0
a7,1,0.057784,3.599876,[47 28] ; [277 100],[53.76106195 21.23893805] ; [270.23893805 106.76106195],0
a1,1,0.063905,3.433024,[ 1 74] ; [ 26 352],[ 4.47019868 70.52980132] ; [ 22.52980132 355.47019868],0
s7,1,0.064761,3.411067,[32 37] ; [212 151],[38.97222222 30.02777778] ; [205.02777778 157.97222222],0
a6,1,0.071501,3.248217,[45 30] ; [266 111],[51.6039823 23.3960177] ; [259.3960177 117.6039823],0
s6,1,0.080771,3.049314,[44 27] ; [266 102],[50.13667426 20.86332574] ; [259.86332574 108.13667426],0
s8,1,0.090331,2.86846,[31 43] ; [198 178],[37.65777778 36.34222222] ; [191.34222222 184.65777778],0
v2,1,0.092721,2.826488,[38 34] ; [233 135],[44.34545455 27.65454545] ; [226.65454545 141.34545455],0
p11,1,0.107434,2.591573,[59 16] ; [325  53],[63.57615894 11.42384106] ; [320.42384106  57.57615894],0
p2,1,0.113811,2.500484,[65 10] ; [347  29],[68.51441242  6.48558758] ; [343.48558758  32.51441242],0
u3,1,0.123282,2.375118,[18 23] ; [43 30],[21.93859649 19.06140351] ; [39.06140351 33.93859649],0
s5,1,0.134634,2.238245,[23 50] ; [150 217],[28.70227273 44.29772727] ; [144.29772727 222.70227273],0
u2,1,0.134974,2.234343,[18 23] ; [41 29],[21.79279279 19.20720721] ; [37.20720721 32.79279279],0
n6,1,0.140017,2.177778,[64 11] ; [341  34],[67.5  7.5] ; [337.5  37.5],0
n1,1,0.180564,1.792972,[9 8] ; [21 39],[ 6.62337662 10.37662338] ; [23.37662338 36.62337662],0
s4,1,0.211268,1.562716,[15 59] ; [ 54 318],[11.44843049 62.55156951] ; [ 57.55156951 314.44843049],0
p6,1,0.272221,1.205519,[34 41] ; [195 178],[38.33705357 36.66294643] ; [190.66294643 182.33705357],0
v3,1,0.316225,1.004496,[30 45] ; [170 197],[33.93665158 41.06334842] ; [166.06334842 200.93665158],0
v4,1,0.352143,0.865721,[70  4] ; [362  12],[71.35714286  2.64285714] ; [360.64285714  13.35714286],0
b1,1,0.386008,0.751479,[34 41] ; [151 227],[30.62913907 44.37086093] ; [154.37086093 223.62913907],0
b5,1,0.450232,0.570068,[46 29] ; [214 164],[43.04635762 31.95364238] ; [216.95364238 161.04635762],0
n3,1,0.465984,0.531484,[14  3] ; [45 16],[12.85897436  4.14102564] ; [46.14102564 14.85897436],0
p8,1,0.552874,0.352194,[49 25] ; [260 113],[51.15436242 22.84563758] ; [257.84563758 115.15436242],0
s3,1,0.561943,0.336351,[42 32] ; [224 147],[44.23370787 29.76629213] ; [221.76629213 149.23370787],0
p5,1,0.617045,0.250043,[11 64] ; [ 64 312],[12.47228381 62.52771619] ; [ 62.52771619 313.47228381],0
b4,1,0.72371,0.124966,[40 35] ; [210 168],[41.39072848 33.60927152] ; [208.60927152 169.39072848],0
p12,1,0.766987,0.087805,[ 6 69] ; [ 34 341],[ 6.66666667 68.33333333] ; [ 33.33333333 341.66666667],0
p3,1,0.768721,0.086464,[46 29] ; [238 139],[47.12389381 27.87610619] ; [236.87610619 140.12389381],0
s1,1,0.836176,0.042761,[ 2 71] ; [ 12 363],[ 2.28125 70.71875] ; [ 11.71875 363.28125],0
n2,1,0.844702,0.03837,[13  4] ; [48 13],[13.29487179  3.70512821] ; [47.70512821 13.29487179],0
n5,1,0.855365,0.033225,[66  9] ; [328  48],[65.5210643  9.4789357] ; [328.4789357  47.5210643],0
