Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,25.432307,[13 29] ; [69 21],[26.09090909 15.90909091] ; [55.90909091 34.09090909],1
a6,1,5.7e-05,16.209941,[16 26] ; [67 23],[26.40909091 15.59090909] ; [56.59090909 33.40909091],1
a2,1,0.004945,7.899335,[ 3 39] ; [26 64],[ 9.22727273 32.77272727] ; [19.77272727 70.22727273],0
d3,1,0.006025,7.542857,[24 18] ; [72 18],[30.54545455 11.45454545] ; [65.45454545 24.54545455],0
v2,1,0.008306,6.966372,[12 28] ; [48 39],[18.8976378 21.1023622] ; [41.1023622 45.8976378],0
u1,1,0.013231,6.137922,[ 3 39] ; [23 67],[ 8.27272727 33.72727273] ; [17.72727273 72.27272727],0
n1,1,0.021447,5.290081,[8 9] ; [ 3 19],[ 4.79487179 12.20512821] ; [ 6.20512821 15.79487179],0
b1,1,0.049858,3.846244,[21 21] ; [29 61],[15.90909091 26.09090909] ; [34.09090909 55.90909091],0
u2,1,0.051612,3.788308,[9 4] ; [ 9 16],[6.15789474 6.84210526] ; [11.84210526 13.15789474],0
r2,1,0.054563,3.695392,[37  5] ; [87  3],[39.45454545  2.54545455] ; [84.54545455  5.45454545],0
p4,1,0.088119,2.908399,[22 20] ; [61 29],[26.40909091 15.59090909] ; [56.59090909 33.40909091],0
p2,1,0.088613,2.899383,[29 13] ; [74 16],[32.77272727  9.22727273] ; [70.22727273 19.77272727],0
s5,1,0.109114,2.567006,[27 13] ; [45 41],[22.85714286 17.14285714] ; [49.14285714 36.85714286],0
p1,1,0.122392,2.386441,[ 7 35] ; [ 7 83],[ 4.45454545 37.54545455] ; [ 9.54545455 80.45454545],0
s1,1,0.13393,2.246354,[ 4 37] ; [ 3 86],[ 2.20769231 38.79230769] ; [ 4.79230769 84.20769231],0
d4,1,0.146373,2.10965,[31 11] ; [76 14],[34.04545455  7.95454545] ; [72.95454545 17.04545455],0
r3,1,0.148603,2.086532,[38  4] ; [85  3],[39.73846154  2.26153846] ; [83.26153846  4.73846154],0
p9,1,0.187003,1.741071,[33  9] ; [77 11],[35.53846154  6.46153846] ; [74.46153846 13.53846154],0
r4,1,0.189708,1.719886,[35  7] ; [82  8],[37.22727273  4.77272727] ; [79.77272727 10.22727273],0
r1,1,0.21078,1.566062,[30 12] ; [73 17],[32.77272727  9.22727273] ; [70.22727273 19.77272727],0
s7,1,0.221279,1.496059,[29 11] ; [54 34],[25.9375 14.0625] ; [57.0625 30.9375],0
n3,1,0.224898,1.472838,[11  6] ; [18  4],[12.64102564  4.35897436] ; [16.35897436  5.64102564],0
b4,1,0.233764,1.417812,[23 19] ; [59 31],[26.09090909 15.90909091] ; [55.90909091 34.09090909],0
d5,1,0.25213,1.311464,[32 10] ; [76 14],[34.36363636  7.63636364] ; [73.63636364 16.36363636],0
v1,1,0.272553,1.203855,[16 26] ; [43 46],[18.91603053 23.08396947] ; [40.08396947 48.91603053],0
s2,1,0.324794,0.969546,[29 12] ; [70 19],[31.22307692  9.77692308] ; [67.77692308 21.22307692],0
v4,1,0.327736,0.957823,[39  3] ; [87  3],[40.09090909  1.90909091] ; [85.90909091  4.09090909],0
p8,1,0.335538,0.927404,[24 17] ; [43 44],[21.4609375 19.5390625] ; [45.5390625 41.4609375],0
p11,1,0.365773,0.817976,[33  9] ; [64 26],[30.86363636 11.13636364] ; [66.13636364 23.86363636],0
p12,1,0.399521,0.709769,[ 4 38] ; [ 5 85],[ 2.86363636 39.13636364] ; [ 6.13636364 83.86363636],0
s3,1,0.400623,0.706455,[30 11] ; [71 18],[31.85384615  9.14615385] ; [69.14615385 19.85384615],0
n6,1,0.408564,0.682976,[34  8] ; [77 12],[35.58778626  6.41221374] ; [75.41221374 13.58778626],0
b3,1,0.417657,0.656899,[ 5 21] ; [12 31],[ 6.4057971 19.5942029] ; [10.5942029 32.4057971],0
b2,1,0.417657,0.656899,[ 5 21] ; [12 31],[ 6.4057971 19.5942029] ; [10.5942029 32.4057971],0
d1,1,0.420539,0.648808,[24 18] ; [58 32],[26.09090909 15.90909091] ; [55.90909091 34.09090909],0
a1,1,0.42788,0.628571,[ 2 40] ; [ 2 88],[ 1.27272727 40.72727273] ; [ 2.72727273 87.27272727],0
n4,1,0.445591,0.581842,[29 13] ; [56 34],[27.04545455 14.95454545] ; [57.95454545 32.04545455],0
a5,1,0.514654,0.424593,[28 14] ; [65 25],[29.59090909 12.40909091] ; [63.40909091 26.59090909],0
p3,1,0.517799,0.418275,[24 18] ; [46 44],[22.27272727 19.72727273] ; [47.72727273 42.27272727],0
p10,1,0.527579,0.399052,[33  9] ; [74 15],[34.30534351  7.69465649] ; [72.69465649 16.30534351],0
p7,1,0.557699,0.343704,[29 12] ; [57 30],[27.546875 13.453125] ; [58.453125 28.546875],0
p6,1,0.609925,0.260284,[19 22] ; [37 52],[17.66153846 23.33846154] ; [38.33846154 50.66153846],0
u3,1,0.690397,0.158656,[8 5] ; [17  8],[8.55263158 4.44736842] ; [16.44736842  8.55263158],0
n2,1,0.696829,0.151792,[14  3] ; [17  5],[13.51282051  3.48717949] ; [17.48717949  4.51282051],0
a3,1,0.707509,0.140777,[29 13] ; [65 25],[29.90909091 12.09090909] ; [64.09090909 25.90909091],0
a4,1,0.73297,0.116402,[20 22] ; [40 50],[19.09090909 22.90909091] ; [40.90909091 49.09090909],0
p5,1,0.735317,0.114286,[ 3 39] ; [ 8 82],[ 3.5 38.5] ; [ 7.5 82.5],0
d2,1,0.798837,0.06495,[22 20] ; [45 45],[21.31818182 20.68181818] ; [45.68181818 44.31818182],0
n5,1,0.866932,0.028075,[30 12] ; [63 27],[29.59090909 12.40909091] ; [63.40909091 26.59090909],0
s8,1,0.878134,0.023512,[23 19] ; [48 42],[22.59090909 19.40909091] ; [48.40909091 41.59090909],0
v3,1,0.958391,0.002722,[12 28] ; [26 62],[11.875 28.125] ; [26.125 61.875],0
