Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,32.938889,[97 50] ; [28 70],[75. 72.] ; [50. 48.],1
n5,1,0.00105,10.737325,[118  29] ; [60 38],[106.8  40.2] ; [71.2 26.8],0
v1,1,0.004313,8.147035,[86 59] ; [38 56],[75.23012552 69.76987448] ; [48.76987448 45.23012552],0
u2,1,0.006628,7.371083,[33 15] ; [15 23],[26.79069767 21.20930233] ; [21.20930233 16.79069767],0
p7,1,0.011749,6.348319,[115  33] ; [59 35],[106.41322314  41.58677686] ; [67.58677686 26.41322314],0
u3,1,0.013298,6.129076,[30 17] ; [14 24],[24.32941176 22.67058824] ; [19.67058824 18.32941176],0
v2,1,0.025779,4.970765,[89 52] ; [45 48],[80.74358974 60.25641026] ; [53.25641026 39.74358974],0
v3,1,0.02886,4.775975,[65 77] ; [30 65],[56.91983122 85.08016878] ; [38.08016878 56.91983122],0
p2,1,0.029009,4.767059,[137  10] ; [82 15],[131.93852459  15.06147541] ; [87.06147541  9.93852459],0
d4,1,0.031797,4.609419,[124  24] ; [71 27],[117.31707317  30.68292683] ; [77.68292683 20.31707317],0
n4,1,0.048665,3.886859,[115  33] ; [65 33],[108.29268293  39.70731707] ; [71.70731707 26.29268293],0
d1,1,0.084642,2.973427,[89 59] ; [48 50],[82.42276423 65.57723577] ; [54.57723577 43.42276423],0
p10,1,0.090336,2.868383,[131  16] ; [79 18],[126.51639344  20.48360656] ; [83.48360656 13.51639344],0
a5,1,0.093678,2.810005,[118  30] ; [69 29],[112.50406504  35.49593496] ; [74.49593496 23.50406504],0
p11,1,0.102936,2.659459,[128  20] ; [77 21],[123.33333333  24.66666667] ; [81.66666667 16.33333333],0
p12,1,0.137352,2.207373,[  9 139] ; [ 2 95],[  6.64489796 141.35510204] ; [ 4.35510204 92.64489796],0
d3,1,0.140636,2.170987,[104  44] ; [60 38],[98.66666667 49.33333333] ; [65.33333333 32.66666667],0
r1,1,0.152282,2.049243,[123  24] ; [74 23],[118.68442623  28.31557377] ; [78.31557377 18.68442623],0
p5,1,0.164144,1.935625,[ 17 131] ; [ 6 91],[ 13.89387755 134.10612245] ; [ 9.10612245 87.89387755],0
s3,1,0.178038,1.81393,[79 64] ; [45 52],[73.88333333 69.11666667] ; [50.11666667 46.88333333],0
s7,1,0.199796,1.643868,[67 73] ; [37 57],[62.22222222 77.77777778] ; [41.77777778 52.22222222],0
d2,1,0.22427,1.476839,[69 79] ; [38 60],[64.37398374 83.62601626] ; [42.62601626 55.37398374],0
a8,1,0.230561,1.437399,[ 14 120] ; [14 74],[ 16.9009009 117.0990991] ; [11.0990991 76.9009009],0
d5,1,0.236739,1.399906,[121  27] ; [74 24],[117.31707317  30.68292683] ; [77.68292683 20.31707317],0
b2,1,0.249545,1.325851,[30 59] ; [13 40],[26.95070423 62.04929577] ; [16.04929577 36.95070423],0
b3,1,0.249545,1.325851,[30 59] ; [13 40],[26.95070423 62.04929577] ; [16.04929577 36.95070423],0
s4,1,0.30848,1.037173,[ 15 133] ; [14 83],[ 17.51836735 130.48163265] ; [11.48163265 85.51836735],0
