Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.008736,6.876061,[ 5 20] ; [14 11],[ 9.5 15.5] ; [ 9.5 15.5],0
s6,1,0.008774,6.868167,[ 3 22] ; [11 13],[ 7.14285714 17.85714286] ; [ 6.85714286 17.14285714],0
p8,1,0.011072,6.453782,[ 3 21] ; [11 13],[ 7. 17.] ; [ 7. 17.],0
p3,1,0.016859,5.710956,[ 2 23] ; [ 9 16],[ 5.5 19.5] ; [ 5.5 19.5],0
s2,1,0.016859,5.710956,[ 2 23] ; [ 9 16],[ 5.5 19.5] ; [ 5.5 19.5],0
r1,1,0.018422,5.555556,[ 5 20] ; [13 12],[ 9. 16.] ; [ 9. 16.],0
v4,1,0.020921,5.333333,[11 14] ; [19  6],[15. 10.] ; [15. 10.],0
p4,1,0.030754,4.666667,[ 4 21] ; [11 14],[ 7.5 17.5] ; [ 7.5 17.5],0
b5,1,0.047715,3.92,[ 9 16] ; [16  9],[12.5 12.5] ; [12.5 12.5],0
a5,1,0.087375,2.922078,[ 8 17] ; [14 11],[11. 14.] ; [11. 14.],0
s7,1,0.10053,2.697116,[ 3 20] ; [ 8 16],[ 5.38297872 17.61702128] ; [ 5.61702128 18.38297872],0
a4,1,0.101968,2.674486,[ 8 17] ; [ 3 21],[ 5.6122449 19.3877551] ; [ 5.3877551 18.6122449],0
p10,1,0.104023,2.642761,[ 7 17] ; [13 12],[ 9.79591837 14.20408163] ; [10.20408163 14.79591837],0
s8,1,0.107511,2.590427,[ 2 23] ; [ 6 18],[ 4.08163265 20.91836735] ; [ 3.91836735 20.08163265],0
s5,1,0.122823,2.380952,[ 2 23] ; [ 6 19],[ 4. 21.] ; [ 4. 21.],0
n4,1,0.151952,2.052545,[12 13] ; [17  8],[14.5 10.5] ; [14.5 10.5],0
b3,1,0.178022,1.814059,[8 6] ; [ 6 12],[6.125 7.875] ; [ 7.875 10.125],0
b2,1,0.178022,1.814059,[8 6] ; [ 6 12],[6.125 7.875] ; [ 7.875 10.125],0
n5,1,0.207712,1.587302,[16  9] ; [20  5],[18.  7.] ; [18.  7.],0
a1,1,0.22144,1.495017,[ 5 20] ; [ 2 23],[ 3.5 21.5] ; [ 3.5 21.5],0
r2,1,0.238593,1.388889,[14 11] ; [18  7],[16.  9.] ; [16.  9.],0
b4,1,0.254451,1.298701,[12 13] ; [16  9],[14. 11.] ; [14. 11.],0
p2,1,0.257518,1.282051,[11 14] ; [15 10],[13. 12.] ; [13. 12.],0
d3,1,0.333425,0.935551,[ 5 20] ; [ 8 17],[ 6.5 18.5] ; [ 6.5 18.5],0
n2,1,0.381133,0.767045,[6 6] ; [10  5],[7.11111111 4.88888889] ; [8.88888889 6.11111111],0
p1,1,0.384088,0.757576,[ 2 23] ; [ 4 21],[ 3. 22.] ; [ 3. 22.],0
b1,1,0.390008,0.738916,[16  9] ; [13 12],[14.5 10.5] ; [14.5 10.5],0
s4,1,0.440401,0.595238,[ 3 22] ; [ 5 20],[ 4. 21.] ; [ 4. 21.],0
a7,1,0.55569,0.347222,[10 15] ; [ 8 17],[ 9. 16.] ; [ 9. 16.],0
a3,1,0.562343,0.335664,[12 12] ; [14 10],[13. 11.] ; [13. 11.],0
p5,1,0.575811,0.313056,[ 1 23] ; [ 2 23],[ 1.46938776 22.53061224] ; [ 1.53061224 23.46938776],0
s3,1,0.607936,0.263191,[ 6 18] ; [ 7 15],[ 6.7826087 17.2173913] ; [ 6.2173913 15.7826087],0
u2,1,0.627867,0.234965,[6 7] ; [4 7],[5.41666667 7.58333333] ; [4.58333333 6.41666667],0
p7,1,0.628449,0.23417,[ 8 16] ; [10 15],[ 8.81632653 15.18367347] ; [ 9.18367347 15.81632653],0
s1,1,0.637352,0.222222,[ 2 23] ; [ 3 22],[ 2.5 22.5] ; [ 2.5 22.5],0
p6,1,0.640738,0.217778,[ 3 22] ; [ 4 20],[ 3.57142857 21.42857143] ; [ 3.42857143 20.57142857],0
v3,1,0.674975,0.175837,[ 5 20] ; [ 6 18],[ 5.6122449 19.3877551] ; [ 5.3877551 18.6122449],0
d2,1,0.74714,0.10395,[ 6 19] ; [ 7 18],[ 6.5 18.5] ; [ 6.5 18.5],0
d5,1,0.765291,0.089127,[ 9 16] ; [ 8 17],[ 8.5 16.5] ; [ 8.5 16.5],0
u3,1,0.851054,0.035259,[4 9] ; [3 8],[3.79166667 9.20833333] ; [3.20833333 7.79166667],0
n1,1,0.86324,0.02967,[6 6] ; [8 7],[6.22222222 5.77777778] ; [7.77777778 7.22222222],0
p9,1,0.891138,0.018732,[11 13] ; [11 12],[11.23404255 12.76595745] ; [10.76595745 12.23404255],0
a6,1,1.0,0.0,[11 14] ; [11 14],[11. 14.] ; [11. 14.],0
n3,1,1.0,0.0,[6 6] ; [7 7],[6. 6.] ; [7. 7.],0
v1,1,1.0,0.0,[ 8 17] ; [ 8 17],[ 8. 17.] ; [ 8. 17.],0
v2,1,1.0,0.0,[ 3 21] ; [ 3 21],[ 3. 21.] ; [ 3. 21.],0
d4,1,1.0,0.0,[ 9 16] ; [ 9 16],[ 9. 16.] ; [ 9. 16.],0
