Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.967786,[60 19] ; [14 29],[47.91803279 31.08196721] ; [26.08196721 16.91803279],1
b3,1,0.176226,1.829163,[12 31] ; [11 14],[14.54411765 28.45588235] ; [ 8.45588235 16.54411765],0
b2,1,0.176226,1.829163,[12 31] ; [11 14],[14.54411765 28.45588235] ; [ 8.45588235 16.54411765],0
v1,1,0.228523,1.450028,[33 47] ; [13 30],[29.91869919 50.08130081] ; [16.08130081 26.91869919],0
v2,1,0.241886,1.369567,[35 44] ; [14 28],[31.99173554 47.00826446] ; [17.00826446 24.99173554],0
a5,1,0.317417,0.999561,[52 28] ; [24 19],[49.43089431 30.56910569] ; [26.56910569 16.43089431],0
p10,1,0.32073,0.985969,[38 38] ; [17 25],[35.42372881 40.57627119] ; [19.57627119 22.42372881],0
p2,1,0.326485,0.962789,[45 34] ; [20 22],[42.43801653 36.56198347] ; [22.56198347 19.43801653],0
n5,1,0.3801,0.77038,[45 34] ; [28 15],[47.2704918 31.7295082] ; [25.7295082 17.2704918],0
d2,1,0.387933,0.745413,[37 43] ; [16 26],[34.75409836 45.24590164] ; [18.24590164 23.75409836],0
n2,1,0.411548,0.674326,[16 12] ; [10 12],[14.56 13.44] ; [11.44 10.56],0
s6,1,0.434649,0.61037,[34 45] ; [15 27],[31.99173554 47.00826446] ; [17.00826446 24.99173554],0
v3,1,0.438158,0.601103,[29 49] ; [12 28],[27.10169492 50.89830508] ; [13.89830508 26.10169492],0
s5,1,0.444859,0.583718,[18 60] ; [ 7 34],[16.38655462 61.61344538] ; [ 8.61344538 32.38655462],0
p1,1,0.473867,0.512944,[ 4 76] ; [ 1 42],[ 3.25203252 76.74796748] ; [ 1.74796748 41.25203252],0
n4,1,0.490077,0.476357,[47 33] ; [28 15],[48.7804878 31.2195122] ; [26.2195122 16.7804878],0
p4,1,0.495147,0.465322,[29 49] ; [13 29],[27.3 50.7] ; [14.7 27.3],0
b4,1,0.589037,0.29185,[45 35] ; [22 21],[43.57723577 36.42276423] ; [23.42276423 19.57723577],0
p9,1,0.608489,0.262381,[38 38] ; [18 22],[36.68965517 39.31034483] ; [19.31034483 20.68965517],0
a8,1,0.635663,0.224459,[ 5 65] ; [ 2 39],[ 4.41441441 65.58558559] ; [ 2.58558559 38.41441441],0
p7,1,0.643077,0.21474,[30 48] ; [14 27],[28.84033613 49.15966387] ; [15.15966387 25.84033613],0
s2,1,0.665095,0.187393,[14 65] ; [ 9 34],[14.89344262 64.10655738] ; [ 8.10655738 34.89344262],0
p12,1,0.666531,0.185687,[ 1 77] ; [ 1 42],[ 1.2892562 76.7107438] ; [ 0.7107438 42.2892562],0
n6,1,0.742368,0.108056,[49 31] ; [27 15],[49.83606557 30.16393443] ; [26.16393443 15.83606557],0
p8,1,0.756434,0.096204,[22 56] ; [11 32],[21.27272727 56.72727273] ; [11.72727273 31.27272727],0
p6,1,0.808412,0.058794,[18 59] ; [ 9 33],[17.47058824 59.52941176] ; [ 9.52941176 32.47058824],0
n1,1,0.8377,0.041958,[ 9 17] ; [ 7 15],[ 8.66666667 17.33333333] ; [ 7.33333333 14.66666667],0
s4,1,0.854043,0.033842,[12 67] ; [ 6 37],[11.6557377 67.3442623] ; [ 6.3442623 36.6557377],0
s8,1,0.879168,0.023111,[16 63] ; [ 9 33],[16.32231405 62.67768595] ; [ 8.67768595 33.32231405],0
s7,1,0.904822,0.014298,[19 54] ; [10 30],[18.73451327 54.26548673] ; [10.26548673 29.73451327],0
