Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3.3e-05,17.263639,[73 26] ; [13 24],[62.60294118 36.39705882] ; [23.39705882 13.60294118],1
d3,1,0.001001,10.824996,[79 20] ; [19 18],[71.33823529 27.66176471] ; [26.66176471 10.33823529],0
r4,1,0.004426,8.100042,[90 10] ; [26 11],[84.67153285 15.32846715] ; [31.32846715  5.67153285],0
a2,1,0.007107,7.245605,[34 66] ; [ 4 33],[27.73722628 72.26277372] ; [10.26277372 26.73722628],0
v4,1,0.009355,6.753742,[94  5] ; [29  7],[90.2  8.8] ; [32.8  3.2],0
v2,1,0.012559,6.23018,[58 40] ; [13 24],[51.54074074 46.45925926] ; [19.45925926 17.54074074],0
r2,1,0.021775,5.263695,[95  3] ; [32  5],[92.19259259  5.80740741] ; [34.80740741  2.19259259],0
v3,1,0.027004,4.890549,[40 58] ; [ 7 28],[34.63157895 63.36842105] ; [12.36842105 22.63157895],0
r1,1,0.034198,4.484783,[84 16] ; [25 12],[79.5620438 20.4379562] ; [29.4379562  7.5620438],0
p7,1,0.061182,3.50506,[66 30] ; [19 18],[61.35338346 34.64661654] ; [23.64661654 13.35338346],0
s4,1,0.089017,2.892052,[21 79] ; [13 24],[24.81751825 75.18248175] ; [ 9.18248175 27.81751825],0
n6,1,0.094898,2.789256,[84 15] ; [26 10],[80.66666667 18.33333333] ; [29.33333333  6.66666667],0
s6,1,0.098754,2.725556,[74 25] ; [21 14],[70.18656716 28.81343284] ; [24.81343284 10.18656716],0
p10,1,0.101419,2.683085,[80 19] ; [25 12],[76.43382353 22.56617647] ; [28.56617647  8.43382353],0
u1,1,0.11129,2.535803,[23 77] ; [ 4 33],[19.7080292 80.2919708] ; [ 7.2919708 29.7080292],0
p8,1,0.126935,2.329594,[51 46] ; [14 23],[47.05223881 49.94776119] ; [17.94776119 19.05223881],0
s2,1,0.129239,2.301626,[63 37] ; [18 19],[59.12408759 40.87591241] ; [21.87591241 15.12408759],0
s5,1,0.130573,2.285677,[32 65] ; [17 19],[35.73684211 61.26315789] ; [13.26315789 22.73684211],0
r3,1,0.139662,2.181684,[94  4] ; [33  4],[92.19259259  5.80740741] ; [34.80740741  2.19259259],0
b4,1,0.260296,1.26718,[62 38] ; [19 18],[59.12408759 40.87591241] ; [21.87591241 15.12408759],0
d4,1,0.274095,1.196138,[83 16] ; [28  9],[80.80147059 18.19852941] ; [30.19852941  6.80147059],0
n1,1,0.278092,1.176389,[ 7 13] ; [8 7],[ 8.57142857 11.42857143] ; [6.42857143 8.57142857],0
a8,1,0.331197,0.944211,[16 72] ; [ 4 32],[14.19354839 73.80645161] ; [ 5.80645161 30.19354839],0
u3,1,0.356957,0.848571,[17  8] ; [4 4],[15.90909091  9.09090909] ; [5.09090909 2.90909091],0
p6,1,0.371929,0.797208,[40 58] ; [12 25],[37.74814815 60.25185185] ; [14.25185185 22.74814815],0
p4,1,0.375517,0.785326,[65 35] ; [21 16],[62.77372263 37.22627737] ; [23.22627737 13.77372263],0
a5,1,0.384331,0.756802,[75 25] ; [25 12],[72.99270073 27.00729927] ; [27.00729927  9.99270073],0
p1,1,0.398322,0.713387,[10 90] ; [ 2 35],[ 8.75912409 91.24087591] ; [ 3.24087591 33.75912409],0
b1,1,0.399564,0.709638,[38 62] ; [17 20],[40.1459854 59.8540146] ; [14.8540146 22.1459854],0
p12,1,0.430287,0.622049,[ 6 93] ; [ 1 36],[ 5.09558824 93.90441176] ; [ 1.90441176 35.09558824],0
n3,1,0.440068,0.596104,[14  6] ; [8 6],[12.94117647  7.05882353] ; [9.05882353 4.94117647],0
b3,1,0.469342,0.523524,[21 43] ; [11 16],[22.50549451 41.49450549] ; [ 9.49450549 17.50549451],0
b2,1,0.469342,0.523524,[21 43] ; [11 16],[22.50549451 41.49450549] ; [ 9.49450549 17.50549451],0
p9,1,0.473883,0.512908,[78 18] ; [28  9],[76.5112782 19.4887218] ; [29.4887218  7.5112782],0
p11,1,0.494765,0.466146,[76 24] ; [26 11],[74.45255474 25.54744526] ; [27.54744526  9.45255474],0
d1,1,0.554752,0.348874,[57 43] ; [19 18],[55.47445255 44.52554745] ; [20.52554745 16.47445255],0
a4,1,0.65086,0.204818,[47 53] ; [19 18],[48.17518248 51.82481752] ; [17.82481752 19.17518248],0
u2,1,0.680724,0.169312,[13 11] ; [5 3],[13.5 10.5] ; [4.5 3.5],0
s1,1,0.718112,0.130309,[ 7 91] ; [ 2 35],[ 6.53333333 91.46666667] ; [ 2.46666667 34.53333333],0
a3,1,0.748476,0.102816,[75 24] ; [29  8],[75.70588235 23.29411765] ; [28.29411765  8.70588235],0
d5,1,0.768503,0.086632,[78 21] ; [30  7],[78.61764706 20.38235294] ; [29.38235294  7.61764706],0
d2,1,0.791947,0.069582,[51 48] ; [20 17],[51.68382353 47.31617647] ; [19.31617647 17.68382353],0
p3,1,0.820359,0.051567,[53 46] ; [19 18],[52.41176471 46.58823529] ; [19.58823529 17.41176471],0
v1,1,0.825569,0.048571,[44 53] ; [16 21],[43.43283582 53.56716418] ; [16.56716418 20.43283582],0
n5,1,0.858741,0.031676,[70 28] ; [27 10],[70.41481481 27.58518519] ; [26.58518519 10.41481481],0
p2,1,0.860732,0.03078,[85 15] ; [31  6],[84.67153285 15.32846715] ; [31.32846715  5.67153285],0
n4,1,0.887685,0.019947,[80 20] ; [30  7],[80.2919708 19.7080292] ; [29.7080292  7.2919708],0
p5,1,0.889362,0.019352,[10 90] ; [ 4 33],[10.2189781 89.7810219] ; [ 3.7810219 33.2189781],0
s3,1,0.905758,0.014016,[62 36] ; [23 14],[61.7037037 36.2962963] ; [23.2962963 13.7037037],0
b5,1,0.921325,0.009754,[55 45] ; [20 17],[54.74452555 45.25547445] ; [20.25547445 16.74452555],0
a1,1,0.923773,0.009155,[ 5 95] ; [ 2 35],[ 5.10948905 94.89051095] ; [ 1.89051095 35.10948905],0
n2,1,1.0,0.0,[16  4] ; [12  3],[16.  4.] ; [12.  3.],0
