Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,38.631024,[42 48] ; [201  47],[64.70414201 25.29585799] ; [178.29585799  69.70414201],1
a6,1,0.0,36.203851,[39 51] ; [192  55],[61.69139466 28.30860534] ; [169.30860534  77.69139466],1
a2,1,0.0,27.691996,[ 5 85] ; [ 85 164],[23.89380531 66.10619469] ; [ 66.10619469 182.89380531],1
b5,1,5.7e-05,16.203952,[37 53] ; [163  86],[53.09734513 36.90265487] ; [146.90265487 102.09734513],1
u1,1,0.000432,12.388802,[ 7 83] ; [ 63 186],[18.5840708 71.4159292] ; [ 51.4159292 197.5840708],1
d1,1,0.002597,9.070664,[45 45] ; [169  80],[56.81415929 33.18584071] ; [157.18584071  91.81415929],0
p12,1,0.003925,8.318266,[ 3 85] ; [ 37 209],[10.53892216 77.46107784] ; [ 29.46107784 216.53892216],0
u3,1,0.007812,7.076146,[ 5 13] ; [38 22],[9.92307692 8.07692308] ; [33.07692308 26.92307692],0
s8,1,0.022437,5.211546,[56 34] ; [117 126],[46.75675676 43.24324324] ; [126.24324324 116.75675676],0
r3,1,0.023557,5.126939,[83  7] ; [242   6],[86.53846154  3.46153846] ; [238.46153846   9.53846154],0
v2,1,0.033715,4.509113,[62 26] ; [200  46],[69.02994012 18.97005988] ; [192.97005988  53.02994012],0
p1,1,0.04506,4.016378,[ 5 85] ; [ 33 214],[10.14836795 79.85163205] ; [ 27.85163205 219.14836795],0
s7,1,0.064195,3.425537,[57 29] ; [127 105],[49.76100629 36.23899371] ; [134.23899371  97.76100629],0
b1,1,0.064216,3.424999,[41 49] ; [ 86 163],[33.71681416 56.28318584] ; [ 93.28318584 155.71681416],0
b4,1,0.087176,2.925772,[49 41] ; [161  88],[55.75221239 34.24778761] ; [154.24778761  94.75221239],0
a4,1,0.103619,2.648933,[36 54] ; [124 124],[42.6035503 47.3964497] ; [117.3964497 130.6035503],0
n5,1,0.109949,2.55495,[78 12] ; [195  52],[72.90801187 17.09198813] ; [200.09198813  46.90801187],0
a1,1,0.111053,2.539171,[11 79] ; [ 17 232],[ 7.43362832 82.56637168] ; [ 20.56637168 228.43362832],0
r4,1,0.114716,2.488026,[81  9] ; [236  13],[84.15929204  5.84070796] ; [232.84070796  16.15929204],0
b2,1,0.137376,2.207102,[28 29] ; [59 97],[23.28169014 33.71830986] ; [63.71830986 92.28169014],0
b3,1,0.137376,2.207102,[28 29] ; [59 97],[23.28169014 33.71830986] ; [63.71830986 92.28169014],0
n4,1,0.141379,2.162887,[80 10] ; [204  44],[75.62130178 14.37869822] ; [208.37869822  39.62130178],0
s3,1,0.242576,1.365559,[57 32] ; [136 103],[52.36890244 36.63109756] ; [140.63109756  98.36890244],0
p10,1,0.246112,1.345239,[70 18] ; [208  37],[73.46546547 14.53453453] ; [204.53453453  40.46546547],0
d4,1,0.286516,1.135922,[71 18] ; [210  38],[74.21068249 14.78931751] ; [206.78931751  41.21068249],0
d2,1,0.292418,1.108457,[43 47] ; [134 113],[47.27002967 42.72997033] ; [129.72997033 117.27002967],0
s4,1,0.299186,1.07782,[15 75] ; [ 30 214],[12.1257485 77.8742515] ; [ 32.8742515 211.1257485],0
r1,1,0.328451,0.954996,[73 17] ; [212  36],[75.88757396 14.11242604] ; [209.11242604  38.88757396],0
v4,1,0.334743,0.930462,[86  4] ; [241   6],[87.32937685  2.67062315] ; [239.67062315   7.32937685],0
s2,1,0.335382,0.928003,[54 36] ; [132 112],[50.11976048 39.88023952] ; [135.88023952 108.11976048],0
u2,1,0.377465,0.77894,[9 9] ; [37 23],[10.61538462  7.38461538] ; [35.38461538 24.61538462],0
p4,1,0.393175,0.729101,[51 37] ; [154  90],[54.3373494 33.6626506] ; [150.6626506  93.3373494],0
p8,1,0.409347,0.680696,[46 40] ; [143 101],[49.25454545 36.74545455] ; [139.74545455 104.25454545],0
a8,1,0.449177,0.572729,[10 77] ; [ 32 184],[12.05940594 74.94059406] ; [ 29.94059406 186.05940594],0
a3,1,0.452146,0.565267,[72 18] ; [188  59],[69.43620178 20.56379822] ; [190.56379822  56.43620178],0
s1,1,0.482507,0.493192,[ 4 86] ; [  7 235],[ 2.98192771 87.01807229] ; [  8.01807229 233.98192771],0
p7,1,0.500997,0.452824,[62 26] ; [159  80],[59.47400612 28.52599388] ; [161.52599388  77.47400612],0
n3,1,0.501116,0.452571,[17  4] ; [33 12],[15.90909091  5.09090909] ; [34.09090909 10.90909091],0
p9,1,0.514863,0.424171,[74 15] ; [209  34],[75.86445783 13.13554217] ; [207.13554217  35.86445783],0
v1,1,0.53942,0.376615,[61 26] ; [165  83],[58.69253731 28.30746269] ; [167.30746269  80.69253731],0
p2,1,0.56269,0.335068,[71 17] ; [206  41],[72.7641791 15.2358209] ; [204.2358209  42.7641791],0
p6,1,0.581104,0.304454,[36 51] ; [ 92 150],[33.84802432 53.15197568] ; [ 94.15197568 147.84802432],0
n6,1,0.624778,0.239209,[78 12] ; [218  28],[79.28571429 10.71428571] ; [216.71428571  29.28571429],0
u4,1,0.640381,0.218244,[ 3 87] ; [  6 243],[ 2.38938053 87.61061947] ; [  6.61061947 242.38938053],0
p11,1,0.667032,0.185093,[70 20] ; [199  50],[71.4159292 18.5840708] ; [197.5840708  51.4159292],0
n1,1,0.70859,0.13969,[ 8 13] ; [14 28],[ 7.33333333 13.66666667] ; [14.66666667 27.33333333],0
d5,1,0.72172,0.126851,[74 15] ; [202  46],[72.89020772 16.10979228] ; [203.10979228  44.89020772],0
s5,1,0.746916,0.10414,[35 53] ; [ 90 148],[33.74233129 54.25766871] ; [ 91.25766871 146.74233129],0
p3,1,0.813591,0.0556,[51 37] ; [139 107],[50.05988024 37.94011976] ; [139.94011976 106.05988024],0
n2,1,0.886035,0.020542,[16  5] ; [35 10],[16.22727273  4.77272727] ; [34.77272727 10.22727273],0
a5,1,0.896654,0.016871,[70 20] ; [192  57],[69.55752212 20.44247788] ; [192.44247788  56.55752212],0
p5,1,0.918607,0.010443,[14 75] ; [ 40 207],[14.30357143 74.69642857] ; [ 39.69642857 207.30357143],0
s6,1,0.961164,0.002371,[61 27] ; [165  74],[60.81957187 27.18042813] ; [165.18042813  73.81957187],0
