Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,23.732855,[ 6 37] ; [162 140],[20.93913043 22.06086957] ; [147.06086957 154.93913043],1
s7,1,3e-06,22.086169,[20 24] ; [235  64],[32.71137026 11.28862974] ; [222.28862974  76.71137026],1
s3,1,0.000157,14.289195,[32 13] ; [280  29],[39.66101695  5.33898305] ; [272.33898305  36.66101695],1
s8,1,0.000547,11.948639,[19 26] ; [213  98],[29.3258427 15.6741573] ; [202.6741573 108.3258427],1
p4,1,0.000765,11.3237,[21 24] ; [222  88],[30.8028169 14.1971831] ; [212.1971831  97.8028169],1
p6,1,0.027241,4.875479,[14 31] ; [149 157],[20.8974359 24.1025641] ; [142.1025641 163.8974359],0
d5,1,0.03077,4.66574,[32 13] ; [261  49],[37.14084507  7.85915493] ; [255.85915493  54.14084507],0
r4,1,0.038777,4.270614,[38  7] ; [292  21],[41.48044693  3.51955307] ; [288.51955307  24.48044693],0
a2,1,0.047799,3.917029,[ 7 38] ; [ 93 220],[12.5698324 32.4301676] ; [ 87.4301676 225.5698324],0
n6,1,0.057389,3.611291,[37  7] ; [288  23],[40.28169014  3.71830986] ; [284.71830986  26.28169014],0
b5,1,0.058001,3.593638,[22 23] ; [199 114],[27.77932961 17.22067039] ; [193.22067039 119.77932961],0
s4,1,0.080592,3.052914,[ 5 40] ; [ 69 238],[ 9.46022727 35.53977273] ; [ 64.53977273 242.46022727],0
p3,1,0.086458,2.939109,[19 25] ; [177 134],[24.29295775 19.70704225] ; [171.70704225 139.29295775],0
p8,1,0.087376,2.92206,[20 25] ; [178 129],[25.3125 19.6875] ; [172.6875 134.3125],0
a4,1,0.0903,2.86901,[17 28] ; [160 152],[22.31092437 22.68907563] ; [154.68907563 157.31092437],0
r3,1,0.094858,2.789941,[41  4] ; [300  11],[43.10393258  1.89606742] ; [297.89606742  13.10393258],0
b2,1,0.139496,2.183509,[15 12] ; [ 82 120],[11.43668122 15.56331878] ; [ 85.56331878 116.43668122],0
