Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000117,14.832621,[130 230] ; [40 25],[144. 216.] ; [26. 39.],1
s2,1,0.000501,12.110212,[194 174] ; [52 17],[207.15789474 160.84210526] ; [38.84210526 30.15789474],1
v3,1,0.001987,9.561217,[194 162] ; [24 46],[182.17840376 173.82159624] ; [35.82159624 34.17840376],0
s6,1,0.002034,9.51856,[254 112] ; [58  8],[264.33333333 101.66666667] ; [47.66666667 18.33333333],0
s3,1,0.006506,7.404445,[202 163] ; [51 19],[212.28735632 152.71264368] ; [40.71264368 29.28735632],0
v2,1,0.010012,6.632672,[256 103] ; [39 31],[246.86480186 112.13519814] ; [48.13519814 21.86480186],0
u2,1,0.013991,6.039286,[59 37] ; [ 5 12],[54.37168142 41.62831858] ; [9.62831858 7.37168142],0
a8,1,0.033015,4.54498,[ 61 269] ; [ 5 60],[ 55.13924051 274.86075949] ; [10.86075949 54.13924051],0
n4,1,0.040702,4.18837,[308  61] ; [52 19],[301.90909091  67.09090909] ; [58.09090909 12.90909091],0
a6,1,0.049495,3.858474,[257 112] ; [41 30],[249.91363636 119.08636364] ; [48.08636364 22.91363636],0
p2,1,0.077001,3.127097,[324  44] ; [57 14],[319.38041002  48.61958998] ; [61.61958998  9.38041002],0
p11,1,0.083188,3.001484,[309  62] ; [53 18],[303.85067873  67.14932127] ; [58.14932127 12.85067873],0
s7,1,0.087318,2.923135,[185 167] ; [44 25],[191.46793349 160.53206651] ; [37.53206651 31.46793349],0
n1,1,0.105556,2.61952,[29 29] ; [ 4 11],[26.21917808 31.78082192] ; [6.78082192 8.21917808],0
s8,1,0.11693,2.457962,[185 182] ; [43 28],[191.04109589 175.95890411] ; [36.95890411 34.04109589],0
b2,1,0.132347,2.264755,[108 136] ; [13 28],[103.59298246 140.40701754] ; [17.40701754 23.59298246],0
b3,1,0.132347,2.264755,[108 136] ; [13 28],[103.59298246 140.40701754] ; [17.40701754 23.59298246],0
n3,1,0.166472,1.914428,[45 13] ; [9 6],[42.90410959 15.09589041] ; [11.09589041  3.90410959],0
r1,1,0.169845,1.88431,[328  41] ; [59 12],[324.55227273  44.44772727] ; [62.44772727  8.55227273],0
d5,1,0.204988,1.606474,[305  64] ; [63  8],[308.61818182  60.38181818] ; [59.38181818 11.61818182],0
p12,1,0.225182,1.471039,[ 38 328] ; [ 4 66],[ 35.25688073 330.74311927] ; [ 6.74311927 63.25688073],0
u1,1,0.231557,1.431274,[ 71 300] ; [18 53],[ 74.70361991 296.29638009] ; [14.29638009 56.70361991],0
p10,1,0.311815,1.022972,[312  54] ; [62  7],[314.67586207  51.32413793] ; [59.32413793  9.67586207],0
v4,1,0.354042,0.858917,[366   5] ; [68  2],[365.11111111   5.88888889] ; [68.88888889  1.11111111],0
u4,1,0.404093,0.696113,[ 12 359] ; [ 1 70],[ 10.91176471 360.08823529] ; [ 2.08823529 68.91176471],0
d3,1,0.40511,0.693106,[258 112] ; [53 18],[260.92970522 109.07029478] ; [50.07029478 20.92970522],0
n5,1,0.453148,0.562767,[304  64] ; [56 15],[301.77676538  66.22323462] ; [58.22323462 12.77676538],0
s1,1,0.456512,0.554432,[ 11 353] ; [ 1 69],[ 10.06451613 353.93548387] ; [ 1.93548387 68.06451613],0
a2,1,0.493577,0.46872,[ 98 273] ; [16 55],[ 95.68778281 275.31221719] ; [18.31221719 52.68778281],0
b4,1,0.497226,0.460853,[225 146] ; [40 31],[222.4321267 148.5678733] ; [42.5678733 28.4321267],0
d4,1,0.506056,0.442213,[313  56] ; [58 13],[311.13409091  57.86590909] ; [59.86590909 11.13409091],0
a5,1,0.694864,0.15387,[290  81] ; [54 17],[288.74208145  82.25791855] ; [55.25791855 15.74208145],0
p4,1,0.713837,0.134474,[246 121] ; [46 25],[244.66666667 122.33333333] ; [47.33333333 23.66666667],0
a7,1,0.732816,0.116542,[273  97] ; [51 20],[271.83673469  98.16326531] ; [52.16326531 18.83673469],0
p8,1,0.740488,0.109698,[216 147] ; [39 29],[214.76798144 148.23201856] ; [40.23201856 27.76798144],0
p9,1,0.748478,0.102814,[324  42] ; [62  7],[324.77241379  41.22758621] ; [61.22758621  7.77241379],0
a3,1,0.776441,0.080633,[274  94] ; [54 17],[274.95216401  93.04783599] ; [53.04783599 17.95216401],0
a1,1,0.820179,0.051672,[ 18 353] ; [ 3 68],[ 17.62669683 353.37330317] ; [ 3.37330317 67.62669683],0
p6,1,0.858789,0.031654,[158 203] ; [31 38],[158.67209302 202.32790698] ; [30.32790698 38.67209302],0
d2,1,0.896888,0.016795,[185 184] ; [35 36],[184.5 184.5] ; [35.5 35.5],0
b1,1,0.901343,0.015367,[133 238] ; [26 45],[133.45927602 237.54072398] ; [25.54072398 45.45927602],0
p1,1,0.910995,0.012496,[ 38 331] ; [ 7 64],[ 37.73863636 331.26136364] ; [ 7.26136364 63.73863636],0
