Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,9e-06,19.764323,[ 61 109] ; [38 16],[75.13392857 94.86607143] ; [23.86607143 30.13392857],1
n2,1,0.339698,0.911571,[44 21] ; [18  5],[45.79545455 19.20454545] ; [16.20454545  6.79545455],0
b1,1,0.344829,0.892395,[ 66 105] ; [17 37],[ 63.08 107.92] ; [19.92 34.08],0
a1,1,0.355468,0.853842,[  8 163] ; [ 1 53],[  6.84 164.16] ; [ 2.16 51.84],0
v2,1,0.371745,0.797823,[81 80] ; [22 29],[78.22169811 82.77830189] ; [24.77830189 26.22169811],0
r1,1,0.375766,0.784508,[121  49] ; [35 19],[118.39285714  51.60714286] ; [37.60714286 16.39285714],0
p7,1,0.384254,0.757048,[88 78] ; [30 20],[90.68518519 75.31481481] ; [27.31481481 22.68518519],0
d5,1,0.390196,0.738332,[122  49] ; [41 12],[124.43303571  46.56696429] ; [38.56696429 14.43303571],0
p12,1,0.44578,0.581358,[  7 163] ; [ 1 52],[  6.09865471 163.90134529] ; [ 1.90134529 51.09865471],0
r3,1,0.466577,0.530072,[156  15] ; [50  3],[157.25892857  13.74107143] ; [48.74107143  4.25892857],0
b4,1,0.472351,0.516471,[95 76] ; [33 21],[97.28 73.72] ; [30.72 23.28],0
a6,1,0.501003,0.452812,[110  61] ; [32 22],[107.92  63.08] ; [34.08 19.92],0
u3,1,0.501647,0.45145,[43 25] ; [17  7],[44.34782609 23.65217391] ; [15.65217391  8.34782609],0
a7,1,0.50506,0.444289,[121  50] ; [40 13],[122.90625  48.09375] ; [38.09375 14.90625],0
n5,1,0.541095,0.373514,[ 58 111] ; [21 33],[ 59.86995516 109.13004484] ; [19.13004484 34.86995516],0
b5,1,0.546767,0.363141,[103  68] ; [35 19],[104.88  66.12] ; [33.12 20.88],0
s1,1,0.553207,0.351603,[  6 165] ; [ 1 52],[  5.34375 165.65625] ; [ 1.65625 51.34375],0
u2,1,0.600183,0.27472,[41 27] ; [13 11],[39.91304348 28.08695652] ; [14.08695652  9.91304348],0
a3,1,0.616378,0.250991,[101  69] ; [30 24],[99.41964286 70.58035714] ; [31.58035714 22.41964286],0
r4,1,0.640756,0.217755,[141  30] ; [46  8],[142.12  28.88] ; [44.88  9.12],0
b2,1,0.644471,0.212942,[26 56] ; [ 7 19],[25.05555556 56.94444444] ; [ 7.94444444 18.05555556],0
b3,1,0.644471,0.212942,[26 56] ; [ 7 19],[25.05555556 56.94444444] ; [ 7.94444444 18.05555556],0
d2,1,0.674603,0.176265,[ 58 113] ; [20 34],[ 59.28 111.72] ; [18.72 35.28],0
d1,1,0.744717,0.106024,[78 93] ; [26 28],[79.04 91.96] ; [24.96 29.04],0
a4,1,0.753482,0.098628,[ 50 121] ; [17 37],[ 50.92 120.08] ; [16.08 37.92],0
p8,1,0.795394,0.067243,[74 96] ; [22 31],[73.1838565 96.8161435] ; [22.8161435 30.1838565],0
u1,1,0.804898,0.061016,[ 14 157] ; [ 5 49],[ 14.44 156.56] ; [ 4.56 49.44],0
p3,1,0.831872,0.045072,[ 59 110] ; [18 36],[ 58.35426009 110.64573991] ; [18.64573991 35.35426009],0
v3,1,0.890896,0.018816,[ 41 120] ; [14 39],[ 41.37850467 119.62149533] ; [13.62149533 39.37850467],0
p2,1,0.91899,0.010344,[124  45] ; [40 14],[124.28699552  44.71300448] ; [39.71300448 14.28699552],0
a5,1,0.939839,0.005696,[96 75] ; [30 24],[95.76 75.24] ; [30.24 23.76],0
p9,1,0.95057,0.003843,[127  40] ; [39 12],[127.16513761  39.83486239] ; [38.83486239 12.16513761],0
p4,1,0.993246,7.2e-05,[75 94] ; [24 30],[75.02690583 93.97309417] ; [23.97309417 30.02690583],0
n3,1,0.995444,3.3e-05,[43 23] ; [15  8],[43.01123596 22.98876404] ; [14.98876404  8.01123596],0
