Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,9e-06,19.764323,[ 61 109] ; [38 16],[75.13392857 94.86607143] ; [23.86607143 30.13392857],1
s6,1,5.5e-05,16.278706,[84 85] ; [43 10],[96.68018018 72.31981982] ; [30.31981982 22.68018018],1
s5,1,0.000293,13.11685,[ 38 129] ; [25 26],[ 48.26146789 118.73853211] ; [14.73853211 36.26146789],1
s3,1,0.000342,12.824886,[ 69 101] ; [37 17],[80.44642857 89.55357143] ; [25.55357143 28.44642857],1
s7,1,0.001619,9.938327,[ 42 122] ; [25 26],[ 51.10697674 112.89302326] ; [15.89302326 35.10697674],0
p6,1,0.002605,9.065302,[ 32 134] ; [21 32],[ 40.17351598 125.82648402] ; [12.82648402 40.17351598],0
p1,1,0.032071,4.594718,[  6 163] ; [ 6 48],[  9.0941704 159.9058296] ; [ 2.9058296 51.0941704],0
d3,1,0.052414,3.76249,[107  63] ; [41 12],[112.82511211  57.17488789] ; [35.17488789 17.82511211],0
r2,1,0.084739,2.971575,[151  20] ; [52  2],[154.28  16.72] ; [48.72  5.28],0
d4,1,0.113917,2.499021,[128  43] ; [46  8],[132.24  38.76] ; [41.76 12.24],0
s8,1,0.120443,2.411548,[ 50 120] ; [22 32],[ 54.64285714 115.35714286] ; [17.35714286 36.64285714],0
n6,1,0.177496,1.818467,[108  62] ; [39 14],[112.06278027  57.93721973] ; [34.93721973 18.06278027],0
p5,1,0.186738,1.743165,[ 11 158] ; [ 1 53],[  9.0941704 159.9058296] ; [ 2.9058296 51.0941704],0
p11,1,0.21528,1.53556,[114  57] ; [31 23],[110.2  60.8] ; [34.8 19.2],0
p10,1,0.242024,1.368764,[115  53] ; [40 12],[118.36363636  49.63636364] ; [36.63636364 15.36363636],0
a2,1,0.269132,1.221164,[ 26 145] ; [ 5 49],[ 23.56 147.44] ; [ 7.44 46.56],0
n1,1,0.272165,1.205803,[15 50] ; [ 8 15],[16.98863636 48.01136364] ; [ 6.01136364 16.98863636],0
v1,1,0.296664,1.089132,[73 93] ; [19 34],[69.73515982 96.26484018] ; [22.26484018 30.73515982],0
