Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.064969,3.405752,[53 60] ; [18  9],[57.30714286 55.69285714] ; [13.69285714 13.30714286],0
p4,1,0.133397,2.252522,[76 37] ; [14 13],[72.64285714 40.35714286] ; [17.35714286  9.64285714],0
p2,1,0.613658,0.254882,[87 26] ; [22  5],[87.97857143 25.02142857] ; [21.02142857  5.97857143],0
p11,1,0.892233,0.018355,[81 32] ; [19  8],[80.71428571 32.28571429] ; [19.28571429  7.71428571],0
