Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,161.140827,[316  65] ; [137 228],[231.35790885 149.64209115] ; [221.64209115 143.35790885],1
p8,1,0.0,57.648083,[252 126] ; [140 221],[200.50879567 177.49120433] ; [191.49120433 169.50879567],1
p7,1,0.0,54.471208,[292  85] ; [183 173],[244.3042292 132.6957708] ; [230.6957708 125.3042292],1
p6,1,0.0,47.73176,[188 187] ; [ 93 272],[142.39864865 232.60135135] ; [138.60135135 226.39864865],1
p5,1,0.0,33.410247,[ 72 306] ; [ 19 348],[ 46.17181208 331.82818792] ; [ 44.82818792 322.17181208],1
s7,1,0.0,25.755402,[216 144] ; [147 211],[182.00557103 177.99442897] ; [180.99442897 177.00557103],1
n5,1,5e-06,20.679791,[325  55] ; [264 103],[299.62516734  80.37483266] ; [289.37483266  77.62516734],1
n4,1,1.1e-05,19.312257,[330  51] ; [271  96],[306.12433155  74.87566845] ; [294.87566845  72.12433155],1
s8,1,1.7e-05,18.48143,[203 176] ; [139 228],[173.75067024 205.24932976] ; [168.24932976 198.75067024],1
v1,1,3.5e-05,17.108323,[230 139] ; [170 191],[202.19178082 166.80821918] ; [197.80821918 163.19178082],1
p10,1,4.1e-05,16.802077,[335  42] ; [281  81],[314.25169147  62.74830853] ; [301.74830853  60.25169147],1
p9,1,0.000319,12.953411,[344  35] ; [294  66],[327.20162382  51.79837618] ; [310.79837618  49.20162382],1
v3,1,0.000328,12.904631,[176 194] ; [123 234],[152.17331499 217.82668501] ; [146.82668501 210.17331499],1
u1,1,0.000643,11.648334,[ 91 290] ; [ 52 317],[ 72.644 308.356] ; [ 70.356 298.644],1
p12,1,0.000876,11.072653,[ 44 334] ; [ 18 349],[ 31.45771812 346.54228188] ; [ 30.54228188 336.45771812],1
s5,1,0.0009,11.0225,[149 215] ; [104 253],[127.72815534 236.27184466] ; [125.27184466 231.72815534],1
a5,1,0.001207,10.479774,[299  82] ; [251 118],[279.4 101.6] ; [270.6  98.4],0
p1,1,0.001329,10.302253,[ 43 336] ; [ 18 349],[ 30.99061662 348.00938338] ; [ 30.00938338 336.99061662],0
d5,1,0.002389,9.223403,[326  54] ; [284  84],[309.89304813  70.10695187] ; [300.10695187  67.89304813],0
p2,1,0.003014,8.799097,[333  46] ; [294  74],[318.11646586  60.88353414] ; [308.88353414  59.11646586],0
b1,1,0.003962,8.301208,[154 227] ; [112 257],[135.128 245.872] ; [130.872 238.128],0
s6,1,0.004705,7.989338,[274  98] ; [231 130],[256.28922237 115.71077763] ; [248.71077763 112.28922237],0
a3,1,0.00933,6.758631,[286  93] ; [246 122],[269.91700134 109.08299866] ; [262.08299866 105.91700134],0
v2,1,0.010679,6.517909,[231 141] ; [185 166],[214.04149378 157.95850622] ; [201.95850622 149.04149378],0
d1,1,0.011766,6.345828,[244 137] ; [203 166],[227.076 153.924] ; [219.924 149.076],0
p11,1,0.017266,5.669134,[324  57] ; [289  80],[311.404  69.596] ; [301.596  67.404],0
a1,1,0.01817,5.579721,[ 24 357] ; [ 10 359],[ 17.272 363.728] ; [ 16.728 352.272],0
s2,1,0.028524,4.796106,[209 169] ; [172 192],[194.09433962 183.90566038] ; [186.90566038 177.09433962],0
b5,1,0.035745,4.409252,[214 167] ; [235 134],[228.092 152.908] ; [220.908 148.092],0
v4,1,0.049014,3.874887,[371  10] ; [347  20],[365.71925134  15.28074866] ; [352.28074866  14.71925134],0
a2,1,0.049205,3.868346,[104 277] ; [ 78 291],[ 92.456 288.544] ; [ 89.544 279.456],0
a4,1,0.051234,3.800622,[186 194] ; [154 214],[172.72727273 207.27272727] ; [167.27272727 200.72727273],0
s3,1,0.063566,3.441799,[224 154] ; [190 172],[211.47567568 166.52432432] ; [202.52432432 159.47567568],0
r2,1,0.063959,3.43162,[365  12] ; [343  22],[359.72506739  17.27493261] ; [348.27493261  16.72506739],0
u3,1,0.066852,3.358666,[58 36] ; [60 62],[51.35185185 42.64814815] ; [66.64814815 55.35185185],0
d2,1,0.078395,3.097859,[200 180] ; [170 198],[187.96791444 192.03208556] ; [182.03208556 185.96791444],0
r4,1,0.091333,2.850716,[360  21] ; [337  32],[354.076  26.924] ; [342.924  26.076],0
b3,1,0.163847,1.93836,[103 142] ; [ 73 132],[ 95.82222222 149.17777778] ; [ 80.17777778 124.82222222],0
b2,1,0.163847,1.93836,[103 142] ; [ 73 132],[ 95.82222222 149.17777778] ; [ 80.17777778 124.82222222],0
n3,1,0.173737,1.850399,[44 10] ; [73 29],[40.5 13.5] ; [76.5 25.5],0
s1,1,0.236738,1.399911,[ 14 365] ; [  8 353],[ 11.26756757 367.73243243] ; [ 10.73243243 350.26756757],0
u4,1,0.275103,1.191126,[ 12 369] ; [  7 362],[  9.652 371.348] ; [  9.348 359.652],0
r1,1,0.288397,1.127092,[310  70] ; [288  79],[304.20348059  75.79651941] ; [293.79651941  73.20348059],0
d4,1,0.339014,0.914155,[319  61] ; [300  69],[314.04539386  65.95460614] ; [304.95460614  64.04539386],0
n1,1,0.382148,0.763779,[22 32] ; [34 67],[19.50967742 34.49032258] ; [36.49032258 64.50967742],0
u2,1,0.423965,0.639298,[51 43] ; [59 62],[48.09302326 45.90697674] ; [61.90697674 59.09302326],0
a6,1,0.454475,0.559466,[260 120] ; [243 126],[255.19359146 124.80640854] ; [247.80640854 121.19359146],0
a8,1,0.608512,0.262347,[ 48 296] ; [ 52 287],[ 50.36603221 293.63396779] ; [ 49.63396779 289.36603221],0
a7,1,0.666005,0.186311,[280 100] ; [266 102],[277.37967914 102.62032086] ; [268.62032086  99.37967914],0
n2,1,0.744332,0.106356,[41 13] ; [75 27],[40.15384615 13.84615385] ; [75.84615385 26.15384615],0
b4,1,0.821628,0.050828,[222 159] ; [218 151],[223.52 157.48] ; [216.48 152.52],0
s4,1,0.857891,0.032062,[ 64 312] ; [ 60 303],[ 63.09066306 312.90933694] ; [ 60.90933694 302.09066306],0
d3,1,0.87274,0.025657,[264 117] ; [253 115],[262.98664887 118.01335113] ; [254.01335113 113.98664887],0
