Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,29.180438,[17 26] ; [184  48],[31.42909091 11.57090909] ; [169.57090909  62.42909091],1
s2,1,0.0,28.937095,[15 28] ; [177  56],[29.91304348 13.08695652] ; [162.08695652  70.91304348],1
s5,1,0.002534,9.115676,[ 9 31] ; [109 117],[17.7443609 22.2556391] ; [100.2556391 125.7443609],0
s7,1,0.003362,8.599747,[24 18] ; [175  48],[31.53962264 10.46037736] ; [167.46037736  55.53962264],0
v3,1,0.006506,7.404388,[27 15] ; [ 93 131],[18.94736842 23.05263158] ; [101.05263158 122.94736842],0
r3,1,0.035894,4.402136,[41  4] ; [229   6],[43.39285714  1.60714286] ; [226.60714286   8.39285714],0
r4,1,0.040056,4.215503,[40  5] ; [226   9],[42.75  2.25] ; [223.25  11.75],0
d5,1,0.040493,4.1971,[35 10] ; [209  26],[39.21428571  5.78571429] ; [204.78571429  30.21428571],0
r1,1,0.054522,3.696641,[35 10] ; [206  27],[39.01079137  5.98920863] ; [201.98920863  31.01079137],0
p10,1,0.058096,3.590935,[35  9] ; [208  24],[38.73913043  5.26086957] ; [204.26086957  27.73913043],0
b2,1,0.105283,2.623631,[18 17] ; [56 97],[13.77659574 21.22340426] ; [60.22340426 92.77659574],0
b3,1,0.105283,2.623631,[18 17] ; [56 97],[13.77659574 21.22340426] ; [60.22340426 92.77659574],0
s4,1,0.140908,2.168013,[ 5 40] ; [ 48 186],[ 8.5483871 36.4516129] ; [ 44.4516129 189.5483871],0
u3,1,0.166949,1.910127,[5 4] ; [41 12],[6.67741935 2.32258065] ; [39.32258065 13.67741935],0
n5,1,0.179188,1.80435,[31 13] ; [187  48],[34.37992832  9.62007168] ; [183.62007168  51.37992832],0
v2,1,0.184437,1.761504,[32 12] ; [140  85],[28.133829 15.866171] ; [143.866171  81.133829],0
b5,1,0.217986,1.517581,[27 18] ; [163  72],[30.53571429 14.46428571] ; [159.46428571  75.53571429],0
p4,1,0.225086,1.471648,[27 18] ; [162  72],[30.48387097 14.51612903] ; [158.51612903  75.48387097],0
u1,1,0.23412,1.415652,[10 35] ; [ 73 162],[13.33928571 31.66071429] ; [ 69.66071429 165.33928571],0
p7,1,0.238583,1.388946,[27 17] ; [159  67],[30.31111111 13.68888889] ; [155.68888889  70.31111111],0
n6,1,0.247173,1.33921,[37  8] ; [207  27],[39.35483871  5.64516129] ; [204.64516129  29.35483871],0
n1,1,0.26393,1.248026,[4 3] ; [18 33],[2.65517241 4.34482759] ; [19.34482759 31.65517241],0
n3,1,0.273159,1.200812,[7 1] ; [35 16],[5.69491525 2.30508475] ; [36.30508475 14.69491525],0
n2,1,0.366563,0.815281,[7 1] ; [37 14],[5.96610169 2.03389831] ; [38.03389831 12.96610169],0
p5,1,0.371052,0.80014,[ 5 39] ; [ 39 194],[ 6.98916968 37.01083032] ; [ 37.01083032 195.98916968],0
p1,1,0.411464,0.674567,[ 3 42] ; [ 25 209],[ 4.51612903 40.48387097] ; [ 23.48387097 210.51612903],0
d3,1,0.415876,0.661939,[38  7] ; [186  49],[36.  9.] ; [188.  47.],0
a2,1,0.435739,0.607477,[13 32] ; [ 82 153],[15.26785714 29.73214286] ; [ 79.73214286 155.26785714],0
p11,1,0.451264,0.567475,[38  7] ; [187  48],[36.16071429  8.83928571] ; [188.83928571  46.16071429],0
p9,1,0.482099,0.494111,[39  5] ; [215  19],[40.20143885  3.79856115] ; [213.79856115  20.20143885],0
a5,1,0.500325,0.454247,[34 11] ; [188  47],[35.67857143  9.32142857] ; [186.32142857  48.67857143],0
u4,1,0.520134,0.413628,[ 1 44] ; [ 10 225],[ 1.76785714 43.23214286] ; [  9.23214286 225.76785714],0
a6,1,0.554189,0.349866,[34 11] ; [186  48],[35.48387097  9.51612903] ; [184.51612903  49.48387097],0
d2,1,0.572975,0.31773,[24 21] ; [136  99],[25.71428571 19.28571429] ; [134.28571429 100.71428571],0
a1,1,0.57551,0.31355,[ 3 42] ; [ 11 224],[ 2.25 42.75] ; [ 11.75 223.25],0
p12,1,0.610528,0.259407,[ 4 41] ; [ 27 208],[ 4.98214286 40.01785714] ; [ 26.01785714 208.98214286],0
s1,1,0.614076,0.254282,[ 1 42] ; [  9 222],[ 1.56934307 41.43065693] ; [  8.43065693 222.56934307],0
a4,1,0.671199,0.180203,[23 22] ; [112 123],[21.69642857 23.30357143] ; [113.30357143 121.69642857],0
n4,1,0.674849,0.175982,[37  8] ; [186  48],[35.96774194  9.03225806] ; [187.03225806  46.96774194],0
b4,1,0.688675,0.160523,[29 16] ; [144  91],[27.80357143 17.19642857] ; [145.19642857  89.80357143],0
p2,1,0.702493,0.145892,[40  5] ; [204  31],[39.21428571  5.78571429] ; [204.78571429  30.21428571],0
r2,1,0.721034,0.127504,[42  2] ; [224   8],[42.4057971  1.5942029] ; [223.5942029   8.4057971],0
