Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.011607,6.37,[ 6 34] ; [6 6],[ 9.23076923 30.76923077] ; [2.76923077 9.23076923],0
p7,1,0.013026,6.165531,[17 23] ; [10  2],[20.76923077 19.23076923] ; [6.23076923 5.76923077],0
s8,1,0.021731,5.267182,[ 5 36] ; [5 7],[ 7.73584906 33.26415094] ; [2.26415094 9.73584906],0
p8,1,0.022587,5.2,[ 7 33] ; [6 6],[10. 30.] ; [3. 9.],0
p4,1,0.064424,3.419677,[15 26] ; [8 4],[17.79245283 23.20754717] ; [5.20754717 6.79245283],0
v1,1,0.089193,2.888884,[10 31] ; [6 6],[12.37735849 28.62264151] ; [3.62264151 8.37735849],0
s2,1,0.118642,2.435157,[ 9 32] ; [5 6],[11.03846154 29.96153846] ; [2.96153846 8.03846154],0
v3,1,0.128452,2.311111,[ 8 32] ; [5 7],[10. 30.] ; [3. 9.],0
r3,1,0.150322,2.068977,[25 16] ; [10  2],[27.0754717 13.9245283] ; [7.9245283 4.0754717],0
b1,1,0.165317,1.924907,[18 23] ; [8 4],[20.11320755 20.88679245] ; [5.88679245 6.11320755],0
p2,1,0.186958,1.741426,[22 19] ; [9 3],[23.98113208 17.01886792] ; [7.01886792 4.98113208],0
n2,1,0.226765,1.461039,[10 10] ; [4 1],[11.2  8.8] ; [2.8 2.2],0
s4,1,0.227695,1.455201,[10 31] ; [ 1 11],[ 8.50943396 32.49056604] ; [2.49056604 9.50943396],0
r4,1,0.239004,1.38646,[23 18] ; [9 3],[24.75471698 16.24528302] ; [7.24528302 4.75471698],0
n5,1,0.245153,1.350714,[28 13] ; [6 6],[26.30188679 14.69811321] ; [7.69811321 4.30188679],0
d2,1,0.246011,1.345817,[14 27] ; [ 2 10],[12.37735849 28.62264151] ; [3.62264151 8.37735849],0
p10,1,0.274786,1.192698,[ 9 31] ; [ 1 11],[ 7.69230769 32.30769231] ; [2.30769231 9.69230769],0
b4,1,0.274981,1.191731,[20 21] ; [8 4],[21.66037736 19.33962264] ; [6.33962264 5.66037736],0
u2,1,0.28263,1.154401,[ 7 17] ; [4 4],[ 8.25 15.75] ; [2.75 5.25],0
u3,1,0.298782,1.079622,[11 13] ; [2 6],[ 9.75 14.25] ; [3.25 4.75],0
a6,1,0.301795,1.066247,[17 24] ; [7 5],[18.56603774 22.43396226] ; [5.43396226 6.56603774],0
d3,1,0.324756,0.969694,[11 30] ; [5 7],[12.37735849 28.62264151] ; [3.62264151 8.37735849],0
a8,1,0.495174,0.465265,[ 4 34] ; [2 9],[ 4.65306122 33.34693878] ; [1.34693878 9.65306122],0
s3,1,0.52952,0.395312,[18 23] ; [6 5],[18.92307692 22.07692308] ; [5.07692308 5.92307692],0
a3,1,0.570306,0.322171,[17 23] ; [4 8],[16.15384615 23.84615385] ; [4.84615385 7.15384615],0
r2,1,0.573922,0.316164,[31 10] ; [10  2],[31.71698113  9.28301887] ; [9.28301887 2.71698113],0
a5,1,0.612546,0.256485,[17 24] ; [4 8],[16.24528302 24.75471698] ; [4.75471698 7.24528302],0
a7,1,0.612546,0.256485,[17 24] ; [4 8],[16.24528302 24.75471698] ; [4.75471698 7.24528302],0
n6,1,0.612546,0.256485,[24 17] ; [8 4],[24.75471698 16.24528302] ; [7.24528302 4.75471698],0
p5,1,0.664032,0.188662,[ 2 38] ; [ 1 11],[ 2.30769231 37.69230769] ; [ 0.69230769 11.30769231],0
s5,1,0.687395,0.16192,[ 5 36] ; [ 2 10],[ 5.41509434 35.58490566] ; [ 1.58490566 10.41509434],0
p1,1,0.710376,0.137901,[ 5 36] ; [ 1 11],[ 4.64150943 36.35849057] ; [ 1.35849057 10.64150943],0
n1,1,0.711138,0.137143,[ 8 12] ; [2 2],[ 8.33333333 11.66666667] ; [1.66666667 2.33333333],0
b2,1,0.747376,0.10375,[ 7 24] ; [1 5],[ 6.7027027 24.2972973] ; [1.2972973 4.7027027],0
b3,1,0.747376,0.10375,[ 7 24] ; [1 5],[ 6.7027027 24.2972973] ; [1.2972973 4.7027027],0
s7,1,0.773522,0.082812,[ 9 30] ; [3 8],[ 9.36 29.64] ; [2.64 8.36],0
p11,1,0.823306,0.049861,[19 22] ; [6 6],[19.33962264 21.66037736] ; [5.66037736 6.33962264],0
d5,1,0.869264,0.027091,[16 25] ; [5 7],[16.24528302 24.75471698] ; [4.75471698 7.24528302],0
s6,1,0.915473,0.011265,[13 28] ; [4 8],[13.1509434 27.8490566] ; [3.8490566 8.1509434],0
n4,1,0.915473,0.011265,[28 13] ; [8 4],[27.8490566 13.1509434] ; [8.1509434 3.8490566],0
b5,1,0.940751,0.005524,[20 21] ; [6 6],[20.11320755 20.88679245] ; [5.88679245 6.11320755],0
r1,1,0.989973,0.000158,[24 17] ; [7 5],[23.98113208 17.01886792] ; [7.01886792 4.98113208],0
p3,1,1.0,0.0,[10 30] ; [3 9],[10. 30.] ; [3. 9.],0
