Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000165,14.194749,[18 69] ; [42 46],[29.82857143 57.17142857] ; [30.17142857 57.82857143],1
a5,1,0.006245,7.478114,[50 39] ; [68 22],[58.67039106 30.32960894] ; [59.32960894 30.67039106],0
s1,1,0.009493,6.727702,[11 77] ; [ 2 86],[ 6.5 81.5] ; [ 6.5 81.5],0
d1,1,0.011398,6.402121,[38 51] ; [56 35],[46.47777778 42.52222222] ; [47.52222222 43.47777778],0
v1,1,0.03406,4.491667,[33 55] ; [47 41],[40. 48.] ; [40. 48.],0
b1,1,0.035461,4.422826,[42 47] ; [29 62],[35.10555556 53.89444444] ; [35.89444444 55.10555556],0
p12,1,0.041537,4.153958,[ 3 86] ; [10 78],[ 6.53672316 82.46327684] ; [ 6.46327684 81.53672316],0
r3,1,0.048636,3.887888,[80  8] ; [87  2],[83.02824859  4.97175141] ; [83.97175141  5.02824859],0
d5,1,0.058808,3.570677,[59 28] ; [73 18],[64.51685393 22.48314607] ; [67.48314607 23.51685393],0
p9,1,0.065906,3.382146,[65 22] ; [73 12],[69.80232558 17.19767442] ; [68.19767442 16.80232558],0
a2,1,0.08022,3.060439,[14 75] ; [24 67],[18.78888889 70.21111111] ; [19.21111111 71.78888889],0
r1,1,0.105957,2.61351,[63 26] ; [73 17],[67.62011173 21.37988827] ; [68.37988827 21.62011173],0
u3,1,0.119565,2.423011,[23 11] ; [14 15],[19.96825397 14.03174603] ; [17.03174603 11.96825397],0
d2,1,0.123089,2.377569,[32 56] ; [43 47],[37.07865169 50.92134831] ; [37.92134831 52.07865169],0
d4,1,0.137022,2.211087,[70 18] ; [79 11],[73.66292135 14.33707865] ; [75.33707865 14.66292135],0
d3,1,0.145511,2.118686,[56 31] ; [67 23],[60.45762712 26.54237288] ; [62.54237288 27.45762712],0
u2,1,0.148605,2.086515,[22 12] ; [13 15],[19.19354839 14.80645161] ; [15.80645161 12.19354839],0
p10,1,0.15359,2.036227,[65 23] ; [72 15],[68.89142857 19.10857143] ; [68.10857143 18.89142857],0
n3,1,0.190998,1.709901,[13 10] ; [13  4],[14.95  8.05] ; [11.05  5.95],0
p11,1,0.201765,1.629555,[62 27] ; [71 20],[65.76111111 23.23888889] ; [67.23888889 23.76111111],0
s4,1,0.210748,1.56628,[26 60] ; [20 71],[22.35028249 63.64971751] ; [23.64971751 67.35028249],0
a3,1,0.249883,1.323957,[54 35] ; [62 28],[57.67597765 31.32402235] ; [58.32402235 31.67597765],0
n5,1,0.271483,1.20924,[59 30] ; [65 23],[62.35028249 26.64971751] ; [61.64971751 26.35028249],0
n1,1,0.27377,1.197761,[ 8 15] ; [ 3 13],[ 6.48717949 16.51282051] ; [ 4.51282051 11.48717949],0
b5,1,0.280187,1.166181,[55 34] ; [49 42],[51.42222222 37.57777778] ; [52.57777778 38.42222222],0
a8,1,0.312145,1.021579,[10 75] ; [14 67],[12.28915663 72.71084337] ; [11.71084337 69.28915663],0
p7,1,0.347558,0.882353,[48 37] ; [54 31],[51. 34.] ; [51. 34.],0
p1,1,0.353398,0.86122,[ 8 79] ; [ 5 85],[ 6.38983051 80.61016949] ; [ 6.61016949 83.38983051],0
u1,1,0.358046,0.844736,[13 76] ; [18 73],[15.32777778 73.67222222] ; [15.67222222 75.32777778],0
r4,1,0.363133,0.827031,[74 15] ; [80 11],[76.14444444 12.85555556] ; [77.85555556 13.14444444],0
p4,1,0.399963,0.708437,[47 42] ; [52 36],[49.77966102 39.22033898] ; [49.22033898 38.77966102],0
p5,1,0.418011,0.655901,[ 9 79] ; [ 6 82],[ 7.5 80.5] ; [ 7.5 80.5],0
s7,1,0.48175,0.4949,[37 48] ; [43 45],[39.30635838 45.69364162] ; [40.69364162 47.30635838],0
p6,1,0.485299,0.486933,[28 61] ; [31 54],[30.17816092 58.82183908] ; [28.82183908 56.17816092],0
a4,1,0.487695,0.481608,[35 54] ; [40 50],[37.29050279 51.70949721] ; [37.70949721 52.29050279],0
s6,1,0.497172,0.460967,[66 22] ; [69 18],[67.88571429 20.11428571] ; [67.11428571 19.88571429],0
b4,1,0.563618,0.333479,[53 36] ; [58 33],[54.88333333 34.11666667] ; [56.11666667 34.88333333],0
p8,1,0.566722,0.328198,[37 52] ; [39 46],[38.87356322 50.12643678] ; [37.12643678 47.87356322],0
a6,1,0.669806,0.181829,[53 35] ; [57 33],[54.38202247 33.61797753] ; [55.61797753 34.38202247],0
s3,1,0.702566,0.145816,[70 18] ; [72 16],[71. 17.] ; [71. 17.],0
n6,1,0.708597,0.139683,[71 17] ; [69 19],[70. 18.] ; [70. 18.],0
r2,1,0.757377,0.095436,[82  7] ; [84  6],[82.53631285  6.46368715] ; [83.46368715  6.53631285],0
p3,1,0.878849,0.023234,[38 50] ; [37 51],[37.5 50.5] ; [37.5 50.5],0
n2,1,0.913396,0.011828,[19  4] ; [13  3],[18.87179487  4.12820513] ; [13.12820513  2.87179487],0
b3,1,0.923592,0.009199,[14 36] ; [13 32],[14.21052632 35.78947368] ; [12.78947368 32.21052632],0
b2,1,0.923592,0.009199,[14 36] ; [13 32],[14.21052632 35.78947368] ; [12.78947368 32.21052632],0
a7,1,0.935671,0.006514,[68 20] ; [70 20],[68.2247191 19.7752809] ; [69.7752809 20.2247191],0
n4,1,0.939188,0.00582,[65 24] ; [66 25],[64.77222222 24.22777778] ; [66.22777778 24.77222222],0
v4,1,0.965063,0.001919,[81  7] ; [83  7],[81.07865169  6.92134831] ; [82.92134831  7.07865169],0
a1,1,0.968218,0.001587,[ 6 83] ; [ 6 85],[ 5.93333333 83.06666667] ; [ 6.06666667 84.93333333],0
s5,1,0.980276,0.000611,[37 51] ; [36 50],[36.91954023 51.08045977] ; [36.08045977 49.91954023],0
p2,1,1.0,0.0,[70 18] ; [70 18],[70. 18.] ; [70. 18.],0
