Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.008375,6.951389,[1 2] ; [77 11],[2.57142857 0.42857143] ; [75.42857143 12.57142857],0
d4,1,0.038158,4.297957,[1 2] ; [72 16],[2.40659341 0.59340659] ; [70.59340659 17.40659341],0
p12,1,0.092767,2.825687,[1 2] ; [ 6 81],[0.23333333 2.76666667] ; [ 6.76666667 80.23333333],0
p11,1,0.294287,1.099903,[2 1] ; [77 11],[2.6043956 0.3956044] ; [76.3956044 11.6043956],0
p4,1,0.307192,1.042708,[1 2] ; [55 33],[1.84615385 1.15384615] ; [54.15384615 33.84615385],0
p2,1,0.337687,0.919192,[2 1] ; [76 12],[2.57142857 0.42857143] ; [75.42857143 12.57142857],0
b5,1,0.351044,0.869678,[1 2] ; [53 35],[1.78021978 1.21978022] ; [52.21978022 35.78021978],0
d2,1,0.351044,0.869678,[1 2] ; [53 35],[1.78021978 1.21978022] ; [52.21978022 35.78021978],0
p9,1,0.380919,0.767734,[2 1] ; [75 13],[2.53846154 0.46153846] ; [74.46153846 13.53846154],0
p8,1,0.38328,0.760156,[1 2] ; [51 36],[1.73333333 1.26666667] ; [50.26666667 36.73333333],0
s3,1,0.417176,0.658257,[1 2] ; [49 37],[1.68539326 1.31460674] ; [48.31460674 37.68539326],0
v1,1,0.438888,0.599187,[1 2] ; [47 37],[1.65517241 1.34482759] ; [46.34482759 37.65517241],0
p10,1,0.466136,0.531121,[2 1] ; [73 15],[2.47252747 0.52747253] ; [72.52747253 15.47252747],0
n2,1,0.553516,0.351056,[1 1] ; [12  5],[1.36842105 0.63157895] ; [11.63157895  5.36842105],0
n1,1,0.595883,0.28125,[1 1] ; [ 5 11],[0.66666667 1.33333333] ; [ 5.33333333 10.66666667],0
s2,1,0.652607,0.20263,[1 2] ; [40 46],[1.38202247 1.61797753] ; [39.61797753 46.38202247],0
v3,1,0.704943,0.143381,[1 1] ; [31 53],[0.74418605 1.25581395] ; [31.25581395 52.74418605],0
p3,1,0.706199,0.142103,[2 1] ; [49 39],[1.68131868 1.31868132] ; [49.31868132 38.68131868],0
b1,1,0.734634,0.114899,[1 2] ; [38 50],[1.28571429 1.71428571] ; [37.71428571 50.28571429],0
a5,1,0.743967,0.106671,[2 1] ; [66 22],[2.24175824 0.75824176] ; [65.75824176 22.24175824],0
b2,1,0.784822,0.074551,[1 1] ; [23 34],[0.81355932 1.18644068] ; [23.18644068 33.81355932],0
b3,1,0.784822,0.074551,[1 1] ; [23 34],[0.81355932 1.18644068] ; [23.18644068 33.81355932],0
s5,1,0.879365,0.023035,[1 2] ; [24 58],[0.88235294 2.11764706] ; [24.11764706 57.88235294],0
a3,1,0.883368,0.021521,[2 1] ; [55 33],[1.87912088 1.12087912] ; [55.12087912 32.87912088],0
s6,1,0.898037,0.01642,[2 1] ; [61 26],[2.1 0.9] ; [60.9 26.1],0
a6,1,0.914504,0.011526,[2 1] ; [56 32],[1.91208791 1.08791209] ; [56.08791209 31.91208791],0
b4,1,0.914504,0.011526,[2 1] ; [56 32],[1.91208791 1.08791209] ; [56.08791209 31.91208791],0
