Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.025511,4.988851,[ 5 12] ; [71 51],[9.29496403 7.70503597] ; [66.70503597 55.29496403],0
n4,1,0.036114,4.391709,[ 7 10] ; [82 40],[10.88489209  6.11510791] ; [78.11510791 43.88489209],0
u3,1,0.09579,2.774282,[5 5] ; [12 38],[2.83333333 7.16666667] ; [14.16666667 35.83333333],0
r2,1,0.104448,2.636279,[9 7] ; [89 29],[11.70149254  4.29850746] ; [86.29850746 31.70149254],0
s6,1,0.130637,2.284917,[8 9] ; [35 86],[ 5.29710145 11.70289855] ; [37.70289855 83.29710145],0
p9,1,0.134952,2.234596,[9 8] ; [83 34],[11.67164179  5.32835821] ; [80.32835821 36.67164179],0
a3,1,0.172876,1.857821,[ 7 10] ; [71 50],[9.60869565 7.39130435] ; [68.39130435 52.60869565],0
p6,1,0.198386,1.65422,[ 2 15] ; [30 85],[ 4.12121212 12.87878788] ; [27.87878788 87.12121212],0
r4,1,0.206667,1.594624,[ 6 11] ; [63 59],[8.43884892 8.56115108] ; [60.56115108 61.43884892],0
p7,1,0.229791,1.442154,[10  7] ; [52 68],[7.69343066 9.30656934] ; [54.30656934 65.69343066],0
v4,1,0.267345,1.230319,[11  6] ; [94 28],[12.84172662  4.15827338] ; [92.15827338 29.84172662],0
n6,1,0.269232,1.220657,[10  7] ; [87 34],[11.94927536  5.05072464] ; [85.05072464 35.94927536],0
d1,1,0.308469,1.037218,[ 4 13] ; [44 78],[ 5.8705036 11.1294964] ; [42.1294964 79.8705036],0
a5,1,0.311739,1.023292,[ 6 11] ; [59 63],[7.94964029 9.05035971] ; [57.05035971 64.94964029],0
b5,1,0.350041,0.873308,[8 9] ; [72 50],[9.78417266 7.21582734] ; [70.21582734 51.78417266],0
p10,1,0.389747,0.739731,[8 9] ; [68 49],[9.64179104 7.35820896] ; [66.35820896 50.64179104],0
a7,1,0.42188,0.645073,[8 9] ; [70 52],[9.53956835 7.46043165] ; [68.46043165 53.53956835],0
p3,1,0.434595,0.610511,[ 7 10] ; [38 82],[ 5.58394161 11.41605839] ; [39.41605839 80.58394161],0
b4,1,0.46044,0.544824,[8 9] ; [69 53],[9.41726619 7.58273381] ; [67.58273381 54.41726619],0
v3,1,0.477192,0.505274,[ 3 13] ; [33 89],[ 4.17391304 11.82608696] ; [31.82608696 90.17391304],0
v1,1,0.482987,0.492112,[ 4 13] ; [38 81],[ 5.25 11.75] ; [36.75 82.25],0
p1,1,0.486233,0.484852,[ 1 16] ; [ 14 108],[ 1.83453237 15.16546763] ; [ 13.16546763 108.83453237],0
s3,1,0.496228,0.462993,[ 3 14] ; [30 89],[ 4.125 12.875] ; [28.875 90.125],0
u2,1,0.558185,0.342857,[5 5] ; [20 30],[4.16666667 5.83333333] ; [20.83333333 29.16666667],0
d2,1,0.579525,0.307003,[8 9] ; [48 72],[ 6.94890511 10.05109489] ; [49.05109489 70.94890511],0
d5,1,0.585222,0.297868,[10  7] ; [80 42],[11.00719424  5.99280576] ; [78.99280576 43.00719424],0
p8,1,0.587432,0.294372,[ 5 12] ; [43 76],[ 6. 11.] ; [42. 77.],0
r3,1,0.625658,0.237995,[12  5] ; [92 29],[12.8115942  4.1884058] ; [91.1884058 29.8115942],0
d3,1,0.652073,0.203297,[9 8] ; [57 64],[8.13043478 8.86956522] ; [57.86956522 63.13043478],0
v2,1,0.697629,0.150951,[ 5 12] ; [41 79],[ 5.7080292 11.2919708] ; [40.2919708 79.7080292],0
p11,1,0.731932,0.117345,[10  7] ; [77 45],[10.64028777  6.35971223] ; [76.35971223 45.64028777],0
s1,1,0.740394,0.10978,[ 1 16] ; [  5 116],[ 0.73913043 16.26086957] ; [  5.26086957 115.73913043],0
b2,1,0.747559,0.103594,[5 8] ; [29 38],[5.525 7.475] ; [28.475 38.525],0
b3,1,0.747559,0.103594,[5 8] ; [29 38],[5.525 7.475] ; [28.475 38.525],0
s5,1,0.749584,0.101881,[ 2 15] ; [ 11 107],[ 1.63703704 15.36296296] ; [ 11.36296296 106.63703704],0
s7,1,0.749792,0.101706,[ 4 13] ; [23 91],[ 3.50381679 13.49618321] ; [23.49618321 90.50381679],0
b1,1,0.761515,0.092107,[ 7 10] ; [55 67],[7.58273381 9.41726619] ; [54.41726619 67.58273381],0
n5,1,0.763959,0.090172,[12  5] ; [81 40],[11.45652174  5.54347826] ; [81.54347826 39.45652174],0
d4,1,0.797244,0.066006,[11  6] ; [75 47],[10.51798561  6.48201439] ; [75.48201439 46.51798561],0
p4,1,0.809035,0.058405,[ 6 11] ; [46 74],[ 6.45255474 10.54744526] ; [45.54744526 74.45255474],0
n3,1,0.812929,0.056003,[8 3] ; [29 13],[7.67924528 3.32075472] ; [29.32075472 12.67924528],0
a4,1,0.815301,0.054566,[ 5 12] ; [39 82],[ 5.42028986 11.57971014] ; [38.57971014 82.42028986],0
p2,1,0.860227,0.031006,[11  6] ; [75 45],[10.67153285  6.32846715] ; [75.32846715 44.67153285],0
n1,1,0.872041,0.025942,[4 7] ; [16 25],[4.23076923 6.76923077] ; [15.76923077 25.23076923],0
n2,1,0.916002,0.011124,[7 4] ; [26 16],[6.8490566 4.1509434] ; [26.1509434 15.8490566],0
s8,1,0.95014,0.00391,[ 2 15] ; [ 15 107],[ 2.07913669 14.92086331] ; [ 14.92086331 107.07913669],0
a1,1,0.98086,0.000576,[ 1 16] ; [  7 115],[ 0.97841727 16.02158273] ; [  7.02158273 114.97841727],0
