Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,22.11356,[1 6] ; [58  8],[5.65753425 1.34246575] ; [53.34246575 12.65753425],1
v4,1,3.9e-05,16.923943,[3 4] ; [62  4],[6.23287671 0.76712329] ; [58.76712329  7.23287671],1
d5,1,0.000868,11.089886,[2 5] ; [55 11],[5.46575342 1.53424658] ; [51.53424658 14.46575342],1
r1,1,0.008733,6.87656,[2 5] ; [50 16],[4.98630137 2.01369863] ; [47.01369863 18.98630137],0
r2,1,0.009773,6.675866,[4 3] ; [60  6],[6.1369863 0.8630137] ; [57.8630137  8.1369863],0
s6,1,0.00989,6.654656,[1 6] ; [42 23],[4.18055556 2.81944444] ; [38.81944444 26.18055556],0
s1,1,0.041452,4.157443,[2 5] ; [ 4 61],[0.58333333 6.41666667] ; [ 5.41666667 59.58333333],0
a3,1,0.042783,4.103955,[6 1] ; [30 36],[3.45205479 3.54794521] ; [32.54794521 33.45205479],0
p2,1,0.048477,3.893389,[3 4] ; [51 15],[5.17808219 1.82191781] ; [48.82191781 17.17808219],0
n1,1,0.075752,3.15377,[3 1] ; [ 5 13],[1.45454545 2.54545455] ; [ 6.54545455 11.45454545],0
p11,1,0.121775,2.394337,[2 5] ; [39 27],[3.93150685 3.06849315] ; [37.06849315 28.93150685],0
d4,1,0.12465,2.357901,[3 4] ; [47 19],[4.79452055 2.20547945] ; [45.20547945 20.79452055],0
p7,1,0.140024,2.177696,[6 1] ; [37 28],[4.18055556 2.81944444] ; [38.81944444 26.18055556],0
n2,1,0.150164,2.070588,[2 2] ; [15  3],[3.09090909 0.90909091] ; [13.90909091  4.09090909],0
a5,1,0.190741,1.711888,[6 1] ; [40 26],[4.4109589 2.5890411] ; [41.5890411 24.4109589],0
d1,1,0.248295,1.332872,[2 5] ; [34 32],[3.45205479 3.54794521] ; [32.54794521 33.45205479],0
d2,1,0.280556,1.164393,[2 5] ; [33 33],[3.35616438 3.64383562] ; [31.64383562 34.35616438],0
v2,1,0.298202,1.082217,[2 5] ; [32 33],[3.30555556 3.69444444] ; [30.69444444 34.30555556],0
b5,1,0.315242,1.008586,[5 2] ; [34 32],[3.73972603 3.26027397] ; [35.26027397 30.73972603],0
p5,1,0.327844,0.957395,[1 5] ; [ 4 62],[0.41666667 5.58333333] ; [ 4.58333333 61.41666667],0
d3,1,0.336435,0.92397,[6 1] ; [45 21],[4.89041096 2.10958904] ; [46.10958904 19.89041096],0
n5,1,0.352383,0.864858,[5 2] ; [35 31],[3.83561644 3.16438356] ; [36.16438356 29.83561644],0
s8,1,0.361954,0.831102,[1 6] ; [20 45],[2.04166667 4.95833333] ; [18.95833333 46.04166667],0
b4,1,0.364128,0.823605,[3 4] ; [40 26],[4.12328767 2.87671233] ; [38.87671233 27.12328767],0
a6,1,0.434123,0.611768,[5 2] ; [37 29],[4.02739726 2.97260274] ; [37.97260274 28.02739726],0
p8,1,0.434192,0.611583,[4 2] ; [33 33],[3.08333333 2.91666667] ; [33.91666667 32.08333333],0
p10,1,0.444466,0.584725,[1 6] ; [18 47],[1.84722222 5.15277778] ; [17.15277778 47.84722222],0
s3,1,0.476713,0.506374,[3 4] ; [37 28],[3.88888889 3.11111111] ; [36.11111111 28.88888889],0
n6,1,0.525648,0.402797,[5 1] ; [47 19],[4.33333333 1.66666667] ; [47.66666667 18.33333333],0
b2,1,0.594507,0.283361,[2 4] ; [11 36],[1.47169811 4.52830189] ; [11.52830189 35.47169811],0
b3,1,0.594507,0.283361,[2 4] ; [11 36],[1.47169811 4.52830189] ; [11.52830189 35.47169811],0
v1,1,0.627671,0.235232,[2 5] ; [25 41],[2.5890411 4.4109589] ; [24.4109589 41.5890411],0
s4,1,0.64049,0.218102,[1 6] ; [14 50],[1.47887324 5.52112676] ; [13.52112676 50.47887324],0
s7,1,0.6776,0.17284,[2 5] ; [23 40],[2.5 4.5] ; [22.5 40.5],0
p3,1,0.69078,0.158242,[4 3] ; [32 33],[3.5 3.5] ; [32.5 32.5],0
v3,1,0.739306,0.110738,[2 5] ; [23 43],[2.39726027 4.60273973] ; [22.60273973 43.39726027],0
n3,1,0.794935,0.067552,[3 1] ; [13  6],[2.7826087 1.2173913] ; [13.2173913  5.7826087],0
n4,1,0.796744,0.066339,[4 3] ; [41 25],[4.31506849 2.68493151] ; [40.68493151 25.31506849],0
u1,1,0.797803,0.065634,[1 6] ; [12 54],[1.24657534 5.75342466] ; [11.75342466 54.24657534],0
a4,1,0.904531,0.014386,[2 5] ; [20 45],[2.13888889 4.86111111] ; [19.86111111 45.13888889],0
b1,1,0.920657,0.009921,[4 3] ; [39 27],[4.12328767 2.87671233] ; [38.87671233 27.12328767],0
a7,1,0.924365,0.009013,[5 2] ; [46 20],[4.89041096 2.10958904] ; [46.10958904 19.89041096],0
p6,1,0.951018,0.003773,[2 5] ; [19 45],[2.07042254 4.92957746] ; [18.92957746 45.07042254],0
a2,1,0.951451,0.003707,[1 6] ; [10 56],[1.05479452 5.94520548] ; [ 9.94520548 56.05479452],0
s2,1,0.972835,0.00116,[3 4] ; [27 37],[2.95774648 4.04225352] ; [27.04225352 36.95774648],0
