Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000915,10.992013,[ 2 22] ; [13 12],[ 7.34693878 16.65306122] ; [ 7.65306122 17.34693878],1
v4,1,0.000967,10.888889,[ 8 16] ; [20  5],[13.71428571 10.28571429] ; [14.28571429 10.71428571],1
s8,1,0.005711,7.639184,[ 1 23] ; [ 9 16],[ 4.89795918 19.10204082] ; [ 5.10204082 19.89795918],0
n5,1,0.006152,7.50524,[14 10] ; [23  2],[18.12244898  5.87755102] ; [18.87755102  6.12244898],0
p4,1,0.011894,6.326671,[ 1 23] ; [ 8 17],[ 4.40816327 19.59183673] ; [ 4.59183673 20.40816327],0
r1,1,0.013328,6.125,[ 6 18] ; [15 10],[10.28571429 13.71428571] ; [10.71428571 14.28571429],0
a1,1,0.017188,5.677078,[ 7 17] ; [ 1 24],[ 3.91836735 20.08163265] ; [ 4.08163265 20.91836735],0
p11,1,0.020325,5.383748,[ 2 22] ; [ 9 16],[ 5.3877551 18.6122449] ; [ 5.6122449 19.3877551],0
p8,1,0.024044,5.091468,[ 1 23] ; [ 7 18],[ 3.91836735 20.08163265] ; [ 4.08163265 20.91836735],0
b2,1,0.027001,4.890769,[9 4] ; [ 6 14],[5.90909091 7.09090909] ; [ 9.09090909 10.90909091],0
b3,1,0.027001,4.890769,[9 4] ; [ 6 14],[5.90909091 7.09090909] ; [ 9.09090909 10.90909091],0
b5,1,0.030067,4.705457,[ 7 17] ; [15 10],[10.7755102 13.2244898] ; [11.2244898 13.7755102],0
s2,1,0.039894,4.222376,[ 2 22] ; [ 8 17],[ 4.89795918 19.10204082] ; [ 5.10204082 19.89795918],0
s7,1,0.054586,3.694682,[ 3 20] ; [ 9 15],[ 5.87234043 17.12765957] ; [ 6.12765957 17.87234043],0
b4,1,0.062465,3.470693,[11 13] ; [18  7],[14.20408163  9.79591837] ; [14.79591837 10.20408163],0
p9,1,0.074334,3.184615,[ 7 16] ; [13 10],[10. 13.] ; [10. 13.],0
p2,1,0.083862,2.988412,[ 5 19] ; [11 14],[ 7.83673469 16.16326531] ; [ 8.16326531 16.83673469],0
s5,1,0.085962,2.948403,[ 3 21] ; [ 8 16],[ 5.5 18.5] ; [ 5.5 18.5],0
n2,1,0.102873,2.660434,[5 8] ; [11  5],[7.17241379 5.82758621] ; [8.82758621 7.17241379],0
p10,1,0.117206,2.454261,[ 6 17] ; [12 13],[ 8.625 14.375] ; [ 9.375 15.625],0
d4,1,0.201224,1.633471,[11 13] ; [16  9],[13.2244898 10.7755102] ; [13.7755102 11.2244898],0
v2,1,0.242663,1.365056,[ 2 21] ; [ 5 19],[ 3.42553191 19.57446809] ; [ 3.57446809 20.42553191],0
a4,1,0.277663,1.178491,[11 13] ; [ 7 16],[ 9.19148936 14.80851064] ; [ 8.80851064 14.19148936],0
v1,1,0.290607,1.116809,[ 8 16] ; [ 5 20],[ 6.36734694 17.63265306] ; [ 6.63265306 18.36734694],0
s4,1,0.298688,1.080042,[ 3 21] ; [ 6 19],[ 4.40816327 19.59183673] ; [ 4.59183673 20.40816327],0
p3,1,0.298688,1.080042,[ 3 21] ; [ 6 19],[ 4.40816327 19.59183673] ; [ 4.59183673 20.40816327],0
v3,1,0.30289,1.061425,[ 7 17] ; [ 4 20],[ 5.5 18.5] ; [ 5.5 18.5],0
n4,1,0.305365,1.050618,[15  9] ; [19  6],[16.65306122  7.34693878] ; [17.34693878  7.65306122],0
a5,1,0.320552,0.986692,[11 13] ; [15 10],[12.73469388 11.26530612] ; [13.26530612 11.73469388],0
s3,1,0.325922,0.965035,[ 5 18] ; [ 8 15],[ 6.5 16.5] ; [ 6.5 16.5],0
n3,1,0.39033,0.737913,[4 9] ; [7 8],[5.10714286 7.89285714] ; [5.89285714 9.10714286],0
s1,1,0.413124,0.669793,[ 2 22] ; [ 4 21],[ 2.93877551 21.06122449] ; [ 3.06122449 21.93877551],0
p1,1,0.524313,0.405402,[ 4 20] ; [ 6 19],[ 4.89795918 19.10204082] ; [ 5.10204082 19.89795918],0
d1,1,0.628449,0.23417,[ 8 16] ; [10 15],[ 8.81632653 15.18367347] ; [ 9.18367347 15.81632653],0
a2,1,0.640738,0.217778,[ 4 20] ; [ 3 22],[ 3.42857143 20.57142857] ; [ 3.57142857 21.42857143],0
b1,1,0.643523,0.214164,[15  9] ; [14 11],[14.20408163  9.79591837] ; [14.79591837 10.20408163],0
u3,1,0.647141,0.209524,[3 8] ; [4 7],[3.5 7.5] ; [3.5 7.5],0
d5,1,0.679988,0.170139,[13 11] ; [15 10],[13.71428571 10.28571429] ; [14.28571429 10.71428571],0
n1,1,0.836687,0.042491,[6 7] ; [8 8],[6.27586207 6.72413793] ; [7.72413793 8.27586207],0
a6,1,0.87925,0.02308,[13 11] ; [13 12],[12.73469388 11.26530612] ; [13.26530612 11.73469388],0
d3,1,0.897374,0.016636,[11 13] ; [11 14],[10.7755102 13.2244898] ; [11.2244898 13.7755102],0
a7,1,0.897374,0.016636,[11 13] ; [11 14],[10.7755102 13.2244898] ; [11.2244898 13.7755102],0
a3,1,0.900073,0.015768,[13 10] ; [14 10],[13.21276596  9.78723404] ; [13.78723404 10.21276596],0
r2,1,0.924292,0.009031,[16  7] ; [17  7],[16.14893617  6.85106383] ; [16.85106383  7.14893617],0
u2,1,1.0,0.0,[3 8] ; [3 8],[3. 8.] ; [3. 8.],0
d2,1,1.0,0.0,[11 13] ; [11 13],[11. 13.] ; [11. 13.],0
