Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.001378,10.235173,[23 14] ; [ 9 27],[16.21917808 20.78082192] ; [15.78082192 20.21917808],0
p7,1,0.013111,6.154123,[25 11] ; [15 22],[19.7260274 16.2739726] ; [20.2739726 16.7260274],0
p6,1,0.019225,5.48093,[14 22] ; [ 5 30],[ 9.63380282 26.36619718] ; [ 9.36619718 25.63380282],0
p3,1,0.032101,4.593103,[19 18] ; [10 27],[14.5 22.5] ; [14.5 22.5],0
s6,1,0.033962,4.496624,[26 11] ; [17 20],[21.5 15.5] ; [21.5 15.5],0
r4,1,0.035883,4.402654,[32  5] ; [25 13],[28.12  8.88] ; [28.88  9.12],0
p2,1,0.050615,3.820965,[30  7] ; [23 15],[26.14666667 10.85333333] ; [26.85333333 11.14666667],0
n1,1,0.054319,3.702857,[6 4] ; [ 3 11],[3.75 6.25] ; [5.25 8.75],0
p10,1,0.073953,3.19302,[27 10] ; [19 17],[23.31506849 13.68493151] ; [22.68493151 13.31506849],0
d5,1,0.113137,2.50984,[34  3] ; [30  8],[31.57333333  5.42666667] ; [32.42666667  5.57333333],0
n3,1,0.147202,2.10101,[10  1] ; [10  5],[8.46153846 2.53846154] ; [11.53846154  3.46153846],0
a5,1,0.147772,2.095101,[29  8] ; [24 14],[26.14666667 10.85333333] ; [26.85333333 11.14666667],0
p5,1,0.15569,2.015596,[ 4 33] ; [ 1 37],[ 2.46666667 34.53333333] ; [ 2.53333333 35.46666667],0
u1,1,0.15569,2.015596,[ 4 33] ; [ 1 37],[ 2.46666667 34.53333333] ; [ 2.53333333 35.46666667],0
u3,1,0.161192,1.96301,[9 3] ; [3 4],[7.57894737 4.42105263] ; [4.42105263 2.57894737],0
a3,1,0.163055,1.945659,[25 12] ; [31  7],[27.62666667  9.37333333] ; [28.37333333  9.62666667],0
p9,1,0.180489,1.793594,[28  9] ; [22 14],[25.34246575 11.65753425] ; [24.65753425 11.34246575],0
r2,1,0.188477,1.729483,[33  3] ; [30  7],[31.06849315  4.93150685] ; [31.93150685  5.06849315],0
r1,1,0.209399,1.57558,[30  6] ; [27 11],[27.72972973  8.27027027] ; [29.27027027  8.72972973],0
d4,1,0.214672,1.539634,[28  9] ; [33  5],[30.09333333  6.90666667] ; [30.90666667  7.09333333],0
a2,1,0.267541,1.229309,[ 6 31] ; [ 3 35],[ 4.44 32.56] ; [ 4.56 33.44],0
r3,1,0.303868,1.057143,[36  1] ; [34  3],[35.  2.] ; [35.  2.],0
v1,1,0.350793,0.870588,[18 19] ; [22 15],[20. 17.] ; [20. 17.],0
s4,1,0.351648,0.867503,[ 4 33] ; [ 7 31],[ 5.42666667 31.57333333] ; [ 5.57333333 32.42666667],0
p1,1,0.375949,0.783907,[ 4 33] ; [ 2 36],[ 2.96 34.04] ; [ 3.04 34.96],0
n2,1,0.389505,0.740488,[9 2] ; [10  5],[8.03846154 2.96153846] ; [10.96153846  4.03846154],0
