Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,26.872963,[21 84] ; [33 21],[35.66037736 69.33962264] ; [18.33962264 35.66037736],1
v3,1,1e-06,24.858992,[15 93] ; [28 28],[28.31707317 79.68292683] ; [14.68292683 41.31707317],1
d1,1,0.000158,14.26954,[26 82] ; [30 26],[36.87804878 71.12195122] ; [19.12195122 36.87804878],1
d3,1,0.004072,8.251279,[43 63] ; [36 20],[51.69135802 54.30864198] ; [27.30864198 28.69135802],0
d5,1,0.009223,6.779082,[60 47] ; [43 13],[67.61349693 39.38650307] ; [35.38650307 20.61349693],0
d4,1,0.010981,6.468321,[59 49] ; [42 14],[66.51219512 41.48780488] ; [34.48780488 21.51219512],0
s6,1,0.012009,6.309581,[35 73] ; [29 26],[42.40490798 65.59509202] ; [21.59509202 33.40490798],0
n4,1,0.019978,5.413786,[61 47] ; [42 14],[67.82926829 40.17073171] ; [35.17073171 20.82926829],0
n3,1,0.036028,4.395764,[20 14] ; [18  3],[23.49090909 10.50909091] ; [14.50909091  6.49090909],0
r3,1,0.043576,4.072917,[79 28] ; [49  7],[84.02453988 22.97546012] ; [43.97546012 12.02453988],0
p11,1,0.043781,4.064991,[66 42] ; [43 13],[71.7804878 36.2195122] ; [37.2195122 18.7804878],0
d2,1,0.049231,3.867445,[33 74] ; [26 30],[38.73006135 68.26993865] ; [20.26993865 35.73006135],0
v4,1,0.076145,3.145311,[79 29] ; [47  8],[83.48466258 24.51533742] ; [42.51533742 12.48466258],0
p6,1,0.093759,2.808622,[20 86] ; [16 36],[24.15189873 81.84810127] ; [11.84810127 40.15189873],0
a8,1,0.106444,2.606237,[12 92] ; [ 2 51],[ 9.27388535 94.72611465] ; [ 4.72611465 48.27388535],0
s8,1,0.140239,2.175338,[20 88] ; [16 40],[23.70731707 84.29268293] ; [12.29268293 43.70731707],0
b4,1,0.154964,2.02269,[51 57] ; [33 23],[55.31707317 52.68292683] ; [28.68292683 27.31707317],0
a2,1,0.159212,1.981696,[  8 100] ; [ 8 48],[10.53658537 97.46341463] ; [ 5.46341463 50.53658537],0
n6,1,0.163352,1.942923,[73 34] ; [44 12],[76.80368098 30.19631902] ; [40.19631902 15.80368098],0
p7,1,0.167169,1.908148,[48 57] ; [32 24],[52.17391304 52.82608696] ; [27.82608696 28.17391304],0
p12,1,0.185263,1.754892,[  3 104] ; [ 4 51],[  4.62345679 102.37654321] ; [ 2.37654321 52.62345679],0
a4,1,0.191559,1.705583,[26 81] ; [19 37],[29.5398773 77.4601227] ; [15.4601227 40.5398773],0
a3,1,0.193215,1.692932,[56 52] ; [35 21],[59.92682927 48.07317073] ; [31.07317073 24.92682927],0
b5,1,0.231048,1.434399,[67 41] ; [40 16],[70.46341463 37.53658537] ; [36.53658537 19.46341463],0
p4,1,0.260291,1.267209,[42 66] ; [26 28],[45.33333333 62.66666667] ; [22.66666667 31.33333333],0
s2,1,0.268766,1.223032,[26 82] ; [18 38],[28.97560976 79.02439024] ; [15.02439024 40.97560976],0
u3,1,0.271315,1.210084,[15 36] ; [ 9 12],[17. 34.] ; [ 7. 14.],0
b1,1,0.35968,0.839011,[44 64] ; [27 29],[46.75609756 61.24390244] ; [24.24390244 31.75609756],0
s7,1,0.367942,0.810604,[25 79] ; [16 36],[27.33333333 76.66666667] ; [13.66666667 38.33333333],0
u2,1,0.373735,0.791209,[20 32] ; [10 10],[21.66666667 30.33333333] ; [ 8.33333333 11.66666667],0
s4,1,0.379371,0.772738,[17 91] ; [ 6 50],[15.14634146 92.85365854] ; [ 7.85365854 48.14634146],0
