Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.634956,[146  10] ; [40 28],[129.53571429  26.46428571] ; [56.46428571 11.53571429],1
v2,1,0.000246,13.44094,[82 62] ; [20 47],[69.61137441 74.38862559] ; [32.38862559 34.61137441],1
r2,1,0.002024,9.527237,[147   9] ; [55 13],[140.67857143  15.32142857] ; [61.32142857  6.67857143],0
d4,1,0.00316,8.712744,[129  27] ; [44 24],[120.48214286  35.51785714] ; [52.51785714 15.48214286],0
a6,1,0.00318,8.701257,[108  48] ; [33 35],[98.19642857 57.80357143] ; [42.80357143 25.19642857],0
a7,1,0.003248,8.662369,[121  35] ; [39 28],[111.92825112  44.07174888] ; [48.07174888 18.92825112],0
v3,1,0.005132,7.832433,[ 46 100] ; [ 9 58],[ 37.69953052 108.30046948] ; [17.30046948 49.69953052],0
d1,1,0.006887,7.30208,[81 75] ; [22 46],[71.73214286 84.26785714] ; [31.26785714 36.73214286],0
a2,1,0.006981,7.277872,[ 28 128] ; [ 3 65],[ 21.58928571 134.41071429] ; [ 9.41071429 58.58928571],0
a3,1,0.007287,7.200819,[100  56] ; [30 37],[90.94170404 65.05829596] ; [39.05829596 27.94170404],0
a5,1,0.020063,5.406414,[95 61] ; [30 38],[87.05357143 68.94642857] ; [37.94642857 30.05357143],0
n3,1,0.028304,4.809443,[41 15] ; [16 16],[36.27272727 19.72727273] ; [20.72727273 11.27272727],0
s6,1,0.033317,4.529424,[95 59] ; [31 36],[87.80090498 66.19909502] ; [38.19909502 28.80090498],0
d3,1,0.037441,4.330237,[110  46] ; [37 29],[103.2972973  52.7027027] ; [43.7027027 22.2972973],0
b1,1,0.040646,4.190706,[ 51 105] ; [32 36],[57.80357143 98.19642857] ; [25.19642857 42.80357143],0
u1,1,0.049397,3.861819,[ 17 139] ; [ 2 66],[ 13.23214286 142.76785714] ; [ 5.76785714 62.23214286],0
r3,1,0.060805,3.515292,[146   9] ; [59  9],[142.48878924  12.51121076] ; [62.51121076  5.48878924],0
v1,1,0.062163,3.478713,[70 81] ; [22 45],[63.72477064 87.27522936] ; [28.27522936 38.72477064],0
d5,1,0.063063,3.454949,[119  37] ; [43 24],[113.32735426  42.67264574] ; [48.67264574 18.32735426],0
a4,1,0.090163,2.871458,[ 52 104] ; [15 53],[ 46.66071429 109.33928571] ; [20.33928571 47.66071429],0
u3,1,0.092638,2.827924,[39 15] ; [21 17],[35.2173913 18.7826087] ; [24.7826087 13.2173913],0
a1,1,0.093318,2.816184,[  4 152] ; [ 5 63],[  6.26785714 149.73214286] ; [ 2.73214286 65.26785714],0
p10,1,0.100676,2.694807,[112  40] ; [42 25],[106.88584475  45.11415525] ; [47.11415525 19.88584475],0
s3,1,0.143668,2.138224,[78 77] ; [27 41],[72.98206278 82.01793722] ; [32.01793722 35.98206278],0
u2,1,0.155321,2.019204,[35 19] ; [19 19],[31.69565217 22.30434783] ; [22.30434783 15.69565217],0
p2,1,0.195435,1.676165,[117  37] ; [46 22],[113.07207207  40.92792793] ; [49.92792793 18.07207207],0
p9,1,0.234532,1.413166,[119  33] ; [46 19],[115.57603687  36.42396313] ; [49.42396313 15.57603687],0
p12,1,0.257175,1.2839,[  7 147] ; [ 1 67],[  5.54954955 148.45045045] ; [ 2.45045045 65.54954955],0
p11,1,0.259983,1.268845,[104  52] ; [40 28],[100.28571429  55.71428571] ; [43.71428571 24.28571429],0
p8,1,0.316906,1.001671,[70 84] ; [26 42],[66.59459459 87.40540541] ; [29.40540541 38.59459459],0
p7,1,0.33818,0.91732,[85 64] ; [33 33],[81.77674419 67.22325581] ; [36.22325581 29.77674419],0
p6,1,0.353561,0.860637,[ 34 117] ; [19 48],[ 36.71100917 114.28899083] ; [16.28899083 50.71100917],0
s8,1,0.357933,0.845134,[ 53 102] ; [19 49],[ 50.04484305 104.95515695] ; [21.95515695 46.04484305],0
s4,1,0.375766,0.784508,[ 35 121] ; [19 49],[ 37.60714286 118.39285714] ; [16.39285714 51.60714286],0
s7,1,0.395256,0.722713,[49 99] ; [18 48],[ 46.3364486 101.6635514] ; [20.6635514 45.3364486],0
b4,1,0.401486,0.703871,[92 64] ; [36 32],[89.14285714 66.85714286] ; [38.85714286 29.14285714],0
a8,1,0.425031,0.636364,[  8 136] ; [ 2 64],[  6.85714286 137.14285714] ; [ 3.14285714 62.85714286],0
b2,1,0.468677,0.525093,[21 53] ; [12 22],[22.61111111 51.38888889] ; [10.38888889 23.61111111],0
b3,1,0.468677,0.525093,[21 53] ; [12 22],[22.61111111 51.38888889] ; [10.38888889 23.61111111],0
u4,1,0.543935,0.368296,[  1 155] ; [ 1 67],[  1.39285714 154.60714286] ; [ 0.60714286 67.39285714],0
p4,1,0.554039,0.350132,[70 84] ; [28 40],[67.98198198 86.01801802] ; [30.01801802 37.98198198],0
s5,1,0.710088,0.138189,[ 44 106] ; [18 49],[ 42.85714286 107.14285714] ; [19.14285714 47.85714286],0
p3,1,0.772808,0.08335,[ 54 101] ; [22 45],[ 53.06306306 101.93693694] ; [22.93693694 44.06306306],0
s2,1,0.795713,0.067029,[69 86] ; [29 39],[68.11659193 86.88340807] ; [29.88340807 38.11659193],0
n2,1,0.831993,0.045006,[39 16] ; [22 10],[38.56321839 16.43678161] ; [22.43678161  9.56321839],0
p1,1,0.834581,0.04361,[  8 146] ; [ 4 64],[  8.32432432 145.67567568] ; [ 3.67567568 64.32432432],0
p5,1,0.834581,0.04361,[  8 146] ; [ 4 64],[  8.32432432 145.67567568] ; [ 3.67567568 64.32432432],0
b5,1,0.860533,0.030869,[96 60] ; [41 27],[95.41071429 60.58928571] ; [41.58928571 26.41071429],0
s1,1,0.910647,0.012594,[  5 150] ; [ 2 66],[  4.86547085 150.13452915] ; [ 2.13452915 65.86547085],0
d2,1,0.921898,0.009612,[ 54 102] ; [24 44],[ 54.32142857 101.67857143] ; [23.67857143 44.32142857],0
n1,1,0.933948,0.006869,[14 42] ; [ 8 23],[14.16091954 41.83908046] ; [ 7.83908046 23.16091954],0
n5,1,0.951937,0.003633,[55 99] ; [24 44],[54.8018018 99.1981982] ; [24.1981982 43.8018018],0
n6,1,0.993362,6.9e-05,[102  52] ; [45 23],[101.97297297  52.02702703] ; [45.02702703 22.97297297],0
