Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,33.271886,[57 29] ; [35 96],[36.46082949 49.53917051] ; [55.53917051 75.46082949],1
p7,1,0.0,25.570239,[62 23] ; [49 81],[43.88372093 41.11627907] ; [67.11627907 62.88372093],1
p6,1,6e-06,20.340733,[35 46] ; [ 20 111],[21.01415094 59.98584906] ; [33.98584906 97.01415094],1
p8,1,6.7e-05,15.89896,[47 39] ; [36 94],[33.0462963 52.9537037] ; [49.9537037 80.0462963],1
a5,1,0.002013,9.538024,[67 19] ; [76 56],[56.41284404 29.58715596] ; [86.58715596 45.41284404],0
p1,1,0.002852,8.899535,[ 9 75] ; [  2 129],[ 4.29767442 79.70232558] ; [  6.70232558 124.29767442],0
s8,1,0.00677,7.332934,[36 50] ; [32 99],[26.94930876 59.05069124] ; [41.05069124 89.94930876],0
p2,1,0.008202,6.988898,[70 15] ; [87 45],[61.49769585 23.50230415] ; [95.50230415 36.49769585],0
s6,1,0.015798,5.825201,[57 29] ; [64 65],[48.4 37.6] ; [72.6 56.4],0
b1,1,0.021034,5.323996,[40 46] ; [41 91],[31.95412844 54.04587156] ; [49.04587156 82.95412844],0
s7,1,0.022833,5.181196,[36 43] ; [38 89],[28.37864078 50.62135922] ; [45.62135922 81.37864078],0
v4,1,0.045892,3.985537,[81  5] ; [112  19],[76.48847926  9.51152074] ; [116.51152074  14.48847926],0
s2,1,0.045994,3.981813,[43 43] ; [48 84],[35.89908257 50.10091743] ; [55.10091743 76.89908257],0
u3,1,0.064884,3.407912,[22  7] ; [24 20],[18.2739726 10.7260274] ; [27.7260274 16.2739726],0
s5,1,0.06492,3.407,[30 50] ; [32 94],[24.0776699 55.9223301] ; [37.9223301 88.0776699],0
s3,1,0.069648,3.291288,[47 38] ; [55 74],[40.51401869 44.48598131] ; [61.48598131 67.51401869],0
p5,1,0.094803,2.790868,[ 7 79] ; [  4 127],[ 4.359447 81.640553] ; [  6.640553 124.359447],0
a8,1,0.097787,2.741267,[ 2 77] ; [ 10 112],[ 4.71641791 74.28358209] ; [  7.28358209 114.71641791],0
b5,1,0.150291,2.069293,[47 39] ; [85 47],[52.0733945 33.9266055] ; [79.9266055 52.0733945],0
v1,1,0.153363,2.03848,[36 45] ; [45 85],[31.09478673 49.90521327] ; [49.90521327 80.09478673],0
a7,1,0.169802,1.884688,[60 26] ; [103  29],[64.30275229 21.69724771] ; [98.69724771 33.30275229],0
r2,1,0.21764,1.519862,[78  6] ; [113  16],[75.32394366  8.67605634] ; [115.67605634  13.32394366],0
a2,1,0.228145,1.452391,[17 69] ; [ 18 114],[13.80733945 72.19266055] ; [ 21.19266055 110.80733945],0
p10,1,0.233824,1.417448,[58 26] ; [80 51],[53.91627907 30.08372093] ; [84.08372093 46.91627907],0
r4,1,0.260296,1.267183,[73 13] ; [104  28],[69.82568807 16.17431193] ; [107.17431193  24.82568807],0
n4,1,0.272761,1.202807,[39 47] ; [50 82],[35.11009174 50.88990826] ; [53.88990826 78.11009174],0
