Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.2e-05,19.124119,[12 39] ; [19  6],[20.80263158 30.19736842] ; [10.19736842 14.80263158],1
s2,1,9.8e-05,15.179798,[15 39] ; [18  6],[22.84615385 31.15384615] ; [10.15384615 13.84615385],1
a8,1,0.000225,13.609398,[ 4 45] ; [ 9 10],[ 9.36764706 39.63235294] ; [ 3.63235294 15.36764706],1
p9,1,0.000762,11.331516,[13 40] ; [16  9],[19.70512821 33.29487179] ; [ 9.29487179 15.70512821],1
s5,1,0.003129,8.730666,[ 7 47] ; [10 13],[11.92207792 42.07792208] ; [ 5.07792208 17.92207792],0
s6,1,0.00759,7.127849,[26 28] ; [20  5],[31.44303797 22.55696203] ; [14.55696203 10.44303797],0
p4,1,0.016328,5.767226,[17 37] ; [15 10],[21.87341772 32.12658228] ; [10.12658228 14.87341772],0
p6,1,0.016858,5.71114,[ 8 44] ; [10 15],[12.15584416 39.84415584] ; [ 5.84415584 19.15584416],0
b4,1,0.017171,5.678813,[28 26] ; [20  5],[32.81012658 21.18987342] ; [15.18987342  9.81012658],0
v2,1,0.023908,5.101263,[27 25] ; [19  5],[31.47368421 20.52631579] ; [14.52631579  9.47368421],0
r4,1,0.033031,4.544192,[38 16] ; [23  2],[41.69620253 12.30379747] ; [19.30379747  5.69620253],0
n4,1,0.035667,4.412972,[34 19] ; [21  3],[37.85714286 15.14285714] ; [17.14285714  6.85714286],0
r1,1,0.038913,4.264673,[37 15] ; [23  2],[40.51948052 11.48051948] ; [19.48051948  5.51948052],0
v3,1,0.051117,3.804448,[18 34] ; [13  9],[21.78378378 30.21621622] ; [ 9.21621622 12.78378378],0
u3,1,0.054181,3.707108,[8 9] ; [7 1],[10.2  6.8] ; [4.8 3.2],0
p5,1,0.055696,3.661114,[ 1 53] ; [ 3 22],[ 2.73417722 51.26582278] ; [ 1.26582278 23.73417722],0
n6,1,0.056603,3.634237,[30 23] ; [19  5],[33.72727273 19.27272727] ; [15.27272727  8.72727273],0
b5,1,0.129954,2.293059,[34 20] ; [20  5],[36.91139241 17.08860759] ; [17.08860759  7.91139241],0
d2,1,0.142992,2.145466,[25 29] ; [16  9],[28.02531646 25.97468354] ; [12.97468354 12.02531646],0
s3,1,0.161616,1.959042,[24 29] ; [15  9],[26.84415584 26.15584416] ; [12.15584416 11.84415584],0
u1,1,0.16461,1.931355,[ 8 46] ; [ 7 18],[10.25316456 43.74683544] ; [ 4.74683544 20.25316456],0
p3,1,0.174439,1.844376,[17 36] ; [12 13],[19.70512821 33.29487179] ; [ 9.29487179 15.70512821],0
a4,1,0.174731,1.841882,[21 32] ; [14 11],[23.78205128 29.21794872] ; [11.21794872 13.78205128],0
p11,1,0.189111,1.724526,[26 28] ; [16  9],[28.70886076 25.29113924] ; [13.29113924 11.70886076],0
r3,1,0.210989,1.564625,[46  7] ; [24  1],[47.56410256  5.43589744] ; [22.43589744  2.56410256],0
u2,1,0.221433,1.495062,[7 9] ; [5 2],[8.34782609 7.65217391] ; [3.65217391 3.34782609],0
d5,1,0.289673,1.121138,[37 17] ; [20  5],[38.96202532 15.03797468] ; [18.03797468  6.96202532],0
p8,1,0.361597,0.832339,[16 38] ; [10 15],[17.7721519 36.2278481] ; [ 8.2278481 16.7721519],0
u4,1,0.417909,0.656188,[ 2 52] ; [ 2 23],[ 2.73417722 51.26582278] ; [ 1.26582278 23.73417722],0
a5,1,0.496007,0.463468,[37 17] ; [19  6],[38.27848101 15.72151899] ; [17.72151899  7.27848101],0
n5,1,0.547183,0.362387,[27 26] ; [14 10],[28.22077922 24.77922078] ; [12.77922078 11.22077922],0
n3,1,0.549185,0.358779,[14  5] ; [3 2],[13.45833333  5.54166667] ; [3.54166667 1.45833333],0
p1,1,0.562926,0.334663,[ 4 50] ; [ 1 24],[ 3.41772152 50.58227848] ; [ 1.58227848 23.41772152],0
a2,1,0.603641,0.26954,[16 38] ; [ 6 19],[15.03797468 38.96202532] ; [ 6.96202532 18.03797468],0
a7,1,0.607782,0.263417,[37 16] ; [16  9],[36.01282051 16.98717949] ; [16.98717949  8.01282051],0
n1,1,0.615228,0.252632,[10  9] ; [2 3],[9.5 9.5] ; [2.5 2.5],0
d1,1,0.636995,0.222693,[25 29] ; [13 12],[25.97468354 28.02531646] ; [12.02531646 12.97468354],0
b1,1,0.636995,0.222693,[25 29] ; [13 12],[25.97468354 28.02531646] ; [12.02531646 12.97468354],0
a6,1,0.663343,0.189489,[34 20] ; [17  8],[34.86075949 19.13924051] ; [16.13924051  8.86075949],0
d4,1,0.688037,0.161219,[41 13] ; [20  5],[41.69620253 12.30379747] ; [19.30379747  5.69620253],0
p7,1,0.722496,0.126114,[22 31] ; [11 13],[22.71428571 30.28571429] ; [10.28571429 13.71428571],0
b3,1,0.728268,0.120707,[11 18] ; [ 8 16],[10.39622642 18.60377358] ; [ 8.60377358 15.39622642],0
b2,1,0.728268,0.120707,[11 18] ; [ 8 16],[10.39622642 18.60377358] ; [ 8.60377358 15.39622642],0
s1,1,0.756368,0.096257,[ 3 50] ; [ 1 24],[ 2.71794872 50.28205128] ; [ 1.28205128 23.71794872],0
n2,1,0.771671,0.084211,[14  5] ; [4 1],[14.25  4.75] ; [3.75 1.25],0
p2,1,0.781313,0.077066,[35 19] ; [17  8],[35.5443038 18.4556962] ; [16.4556962  8.5443038],0
d3,1,0.831277,0.045396,[38 16] ; [17  8],[37.59493671 16.40506329] ; [17.40506329  7.59493671],0
a3,1,0.871502,0.026164,[37 16] ; [17  8],[36.69230769 16.30769231] ; [17.30769231  7.69230769],0
s4,1,0.930173,0.007678,[ 6 47] ; [ 3 22],[ 6.11538462 46.88461538] ; [ 2.88461538 22.11538462],0
a1,1,0.948905,0.004107,[ 2 52] ; [ 1 24],[ 2.05063291 51.94936709] ; [ 0.94936709 24.05063291],0
