Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.010718,6.511544,[ 2 20] ; [2 1],[ 3.52 18.48] ; [0.48 2.52],0
s7,1,0.059168,3.560546,[ 6 31] ; [3 3],[ 7.74418605 29.25581395] ; [1.25581395 4.74418605],0
b5,1,0.061879,3.486301,[17 23] ; [5 1],[19.13043478 20.86956522] ; [2.86956522 3.13043478],0
d4,1,0.061879,3.486301,[23 17] ; [1 5],[20.86956522 19.13043478] ; [3.13043478 2.86956522],0
n6,1,0.089874,2.876634,[18 21] ; [5 1],[19.93333333 19.06666667] ; [3.06666667 2.93333333],0
n4,1,0.105916,2.614131,[27 13] ; [2 4],[25.2173913 14.7826087] ; [3.7826087 2.2173913],0
s1,1,0.113526,2.504444,[ 4 36] ; [2 4],[ 5.2173913 34.7826087] ; [0.7826087 5.2173913],0
a7,1,0.126373,2.336508,[20 20] ; [1 5],[18.26086957 21.73913043] ; [2.73913043 3.26086957],0
p3,1,0.152574,2.046324,[ 9 31] ; [3 3],[10.43478261 29.56521739] ; [1.56521739 4.43478261],0
b4,1,0.176041,1.830734,[25 15] ; [2 4],[23.47826087 16.52173913] ; [3.52173913 2.47826087],0
a6,1,0.188716,1.727615,[18 22] ; [1 5],[16.52173913 23.47826087] ; [2.47826087 3.52173913],0
n2,1,0.312132,1.021635,[7 6] ; [1 3],[6.11764706 6.88235294] ; [1.88235294 2.11764706],0
n1,1,0.312132,1.021635,[7 6] ; [1 3],[6.11764706 6.88235294] ; [1.88235294 2.11764706],0
p4,1,0.329801,0.949677,[12 28] ; [3 3],[13.04347826 26.95652174] ; [1.95652174 4.04347826],0
s6,1,0.329801,0.949677,[12 28] ; [3 3],[13.04347826 26.95652174] ; [1.95652174 4.04347826],0
n5,1,0.371694,0.797993,[26 14] ; [5 1],[26.95652174 13.04347826] ; [4.04347826 1.95652174],0
a5,1,0.38125,0.766667,[21 19] ; [2 4],[20. 20.] ; [3. 3.],0
v1,1,0.401318,0.704375,[13 27] ; [3 3],[13.91304348 26.08695652] ; [2.08695652 3.91304348],0
s3,1,0.411673,0.673963,[13 26] ; [1 5],[12.13333333 26.86666667] ; [1.86666667 4.13333333],0
b1,1,0.445996,0.580808,[20 20] ; [4 2],[20.86956522 19.13043478] ; [3.13043478 2.86956522],0
v2,1,0.551846,0.354021,[11 28] ; [1 5],[10.4 28.6] ; [1.6 4.4],0
p11,1,0.558527,0.342262,[15 25] ; [3 3],[15.65217391 24.34782609] ; [2.34782609 3.65217391],0
p7,1,0.558527,0.342262,[15 25] ; [3 3],[15.65217391 24.34782609] ; [2.34782609 3.65217391],0
d3,1,0.561835,0.336537,[ 9 31] ; [2 4],[ 9.56521739 30.43478261] ; [1.43478261 4.56521739],0
s2,1,0.573074,0.317565,[11 29] ; [1 5],[10.43478261 29.56521739] ; [1.56521739 4.43478261],0
r1,1,0.590879,0.288974,[18 22] ; [2 4],[17.39130435 22.60869565] ; [2.60869565 3.39130435],0
p1,1,0.624676,0.23935,[ 4 36] ; [1 5],[ 4.34782609 35.65217391] ; [0.65217391 5.34782609],0
r4,1,0.655421,0.199134,[10 30] ; [1 5],[ 9.56521739 30.43478261] ; [1.43478261 4.56521739],0
d5,1,0.670659,0.180832,[17 23] ; [2 4],[16.52173913 23.47826087] ; [2.47826087 3.52173913],0
p10,1,0.678627,0.171675,[16 23] ; [3 3],[16.46666667 22.53333333] ; [2.53333333 3.46666667],0
d2,1,0.746668,0.104352,[ 9 31] ; [1 5],[ 8.69565217 31.30434783] ; [1.30434783 4.69565217],0
r3,1,0.768625,0.086538,[22 17] ; [3 3],[21.66666667 17.33333333] ; [3.33333333 2.66666667],0
p8,1,0.796401,0.066568,[11 28] ; [2 4],[11.26666667 27.73333333] ; [1.73333333 4.26666667],0
r2,1,0.818648,0.052571,[18 22] ; [3 3],[18.26086957 21.73913043] ; [2.73913043 3.26086957],0
a4,1,0.847798,0.036837,[ 8 32] ; [1 5],[ 7.82608696 32.17391304] ; [1.17391304 4.82608696],0
s8,1,0.847798,0.036837,[ 8 32] ; [1 5],[ 7.82608696 32.17391304] ; [1.17391304 4.82608696],0
a3,1,0.860449,0.030907,[18 21] ; [3 3],[18.2 20.8] ; [2.8 3.2],0
p9,1,0.860449,0.030907,[21 18] ; [3 3],[20.8 18.2] ; [3.2 2.8],0
n3,1,0.892795,0.018162,[7 6] ; [2 2],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
p2,1,0.908987,0.013068,[19 21] ; [3 3],[19.13043478 20.86956522] ; [2.86956522 3.13043478],0
