Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.940083,[115  13] ; [27 34],[96.16931217 31.83068783] ; [45.83068783 15.16931217],1
v2,1,5.6e-05,16.245095,[64 52] ; [14 46],[51.40909091 64.59090909] ; [26.59090909 33.40909091],1
r2,1,0.000111,14.934397,[118   9] ; [44 17],[109.43617021  17.56382979] ; [52.56382979  8.43617021],1
d4,1,0.001008,10.81275,[105  22] ; [37 24],[95.92553191 31.07446809] ; [46.07446809 14.92553191],0
r3,1,0.001749,9.795539,[119   9] ; [47 14],[112.42328042  15.57671958] ; [53.57671958  7.42328042],0
a7,1,0.005216,7.802817,[97 31] ; [34 27],[88.71957672 39.28042328] ; [42.28042328 18.71957672],0
v4,1,0.009596,6.708423,[117   9] ; [48 12],[111.77419355  14.22580645] ; [53.22580645  6.77419355],0
u2,1,0.010924,6.477694,[29 18] ; [10 21],[23.5 23.5] ; [15.5 15.5],0
d3,1,0.012489,6.240108,[89 39] ; [31 30],[81.26984127 46.73015873] ; [38.73015873 22.26984127],0
u3,1,0.012969,6.173361,[33 14] ; [13 18],[27.71794872 19.28205128] ; [18.28205128 12.71794872],0
d5,1,0.014049,6.031976,[96 32] ; [35 26],[88.71957672 39.28042328] ; [42.28042328 18.71957672],0
d1,1,0.014622,5.961474,[64 64] ; [19 42],[56.21164021 71.78835979] ; [26.78835979 34.21164021],0
b1,1,0.015762,5.829227,[36 92] ; [28 33],[43.34391534 84.65608466] ; [20.65608466 40.34391534],0
p2,1,0.017167,5.679205,[94 33] ; [34 26],[86.93048128 40.06951872] ; [41.06951872 18.93048128],0
v3,1,0.033966,4.496431,[38 81] ; [10 49],[32.08988764 86.91011236] ; [15.91011236 43.08988764],0
s6,1,0.034017,4.493838,[73 54] ; [25 36],[66.20212766 60.79787234] ; [31.79787234 29.20212766],0
a4,1,0.034451,4.472176,[42 86] ; [11 50],[35.89417989 92.10582011] ; [17.10582011 43.89417989],0
a6,1,0.051219,3.80109,[84 44] ; [31 30],[77.88359788 50.11640212] ; [37.11640212 23.88359788],0
a1,1,0.064697,3.412678,[  1 127] ; [ 3 58],[  2.70899471 125.29100529] ; [ 1.29100529 59.70899471],0
a5,1,0.065207,3.399725,[77 51] ; [28 33],[71.11111111 56.88888889] ; [33.88888889 27.11111111],0
s8,1,0.069967,3.283792,[39 89] ; [11 50],[33.86243386 94.13756614] ; [16.13756614 44.86243386],0
p10,1,0.08159,3.03294,[87 39] ; [33 26],[81.72972973 44.27027027] ; [38.27027027 20.72972973],0
n3,1,0.083787,2.989862,[35 13] ; [12 11],[31.77464789 16.22535211] ; [15.22535211  7.77464789],0
v1,1,0.117989,2.443813,[52 72] ; [18 42],[47.17391304 76.82608696] ; [22.82608696 37.17391304],0
p7,1,0.126511,2.334798,[59 65] ; [21 38],[54.20765027 69.79234973] ; [25.79234973 33.20765027],0
b4,1,0.127403,2.323872,[82 46] ; [32 29],[77.20634921 50.79365079] ; [36.79365079 24.20634921],0
a3,1,0.129153,2.302651,[79 49] ; [30 30],[74.21276596 53.78723404] ; [34.78723404 25.21276596],0
u1,1,0.134606,2.238566,[ 12 116] ; [ 2 59],[  9.48148148 118.51851852] ; [ 4.51851852 56.48148148],0
p11,1,0.189477,1.721677,[82 46] ; [33 28],[77.88359788 50.11640212] ; [37.11640212 23.88359788],0
