Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3e-06,21.734457,[23  7] ; [12 39],[12.96296296 17.03703704] ; [22.03703704 28.96296296],1
s2,1,7.1e-05,15.782956,[24  8] ; [17 38],[15.08045977 16.91954023] ; [25.91954023 29.08045977],1
s3,1,0.000358,12.740741,[24  8] ; [19 35],[16. 16.] ; [27. 27.],1
p6,1,0.002473,9.160525,[19 10] ; [16 36],[12.5308642 16.4691358] ; [22.4691358 29.5308642],0
r2,1,0.02461,5.051135,[27  2] ; [39 15],[23.06024096  5.93975904] ; [42.93975904 11.06024096],0
p3,1,0.026678,4.911557,[20 12] ; [20 33],[15.05882353 16.94117647] ; [24.94117647 28.05882353],0
p7,1,0.050594,3.821677,[23  8] ; [29 26],[18.74418605 12.25581395] ; [33.25581395 21.74418605],0
v1,1,0.054697,3.691296,[23  7] ; [30 24],[18.92857143 11.07142857] ; [34.07142857 19.92857143],0
d3,1,0.078173,3.102475,[18 14] ; [41 14],[21.70114943 10.29885057] ; [37.29885057 17.70114943],0
s1,1,0.096571,2.761276,[ 3 28] ; [ 1 54],[ 1.44186047 29.55813953] ; [ 2.55813953 52.44186047],0
p2,1,0.103309,2.653708,[27  5] ; [37 17],[23.81395349  8.18604651] ; [40.18604651 13.81395349],0
r4,1,0.143401,2.141076,[22 10] ; [29 26],[18.75862069 13.24137931] ; [32.24137931 22.75862069],0
s5,1,0.15463,2.025974,[10 16] ; [12 40],[ 7.33333333 18.66666667] ; [14.66666667 37.33333333],0
p11,1,0.15696,2.003273,[27  5] ; [39 16],[24.27586207  7.72413793] ; [41.72413793 13.27586207],0
n5,1,0.158955,1.984138,[25  7] ; [35 20],[22.06896552  9.93103448] ; [37.93103448 17.06896552],0
a8,1,0.217894,1.518185,[ 4 25] ; [ 3 49],[ 2.50617284 26.49382716] ; [ 4.49382716 47.50617284],0
b2,1,0.227847,1.454251,[ 6 17] ; [13 18],[ 8.09259259 14.90740741] ; [10.90740741 20.09259259],0
b3,1,0.227847,1.454251,[ 6 17] ; [13 18],[ 8.09259259 14.90740741] ; [10.90740741 20.09259259],0
p4,1,0.228168,1.452246,[20 12] ; [26 27],[17.31764706 14.68235294] ; [28.68235294 24.31764706],0
p9,1,0.265722,1.238701,[27  5] ; [40 14],[24.93023256  7.06976744] ; [42.06976744 11.93023256],0
s6,1,0.268258,1.225631,[21  9] ; [30 22],[18.65853659 11.34146341] ; [32.34146341 19.65853659],0
p10,1,0.294975,1.096774,[24  7] ; [36 18],[21.88235294  9.11764706] ; [38.11764706 15.88235294],0
p8,1,0.319477,0.991084,[16 15] ; [21 31],[13.81927711 17.18072289] ; [23.18072289 28.81927711],0
u3,1,0.359339,0.840201,[6 4] ; [ 8 11],[4.82758621 5.17241379] ; [9.17241379 9.82758621],0
n6,1,0.373717,0.791267,[27  5] ; [42 13],[25.37931034  6.62068966] ; [43.62068966 11.37931034],0
b1,1,0.444849,0.583742,[13 19] ; [27 28],[14.71264368 17.28735632] ; [25.28735632 29.71264368],0
n4,1,0.461756,0.541634,[25  7] ; [39 16],[23.54022989  8.45977011] ; [40.45977011 14.54022989],0
d2,1,0.469263,0.52371,[12 20] ; [25 30],[13.6091954 18.3908046] ; [23.3908046 31.6091954],0
u1,1,0.486504,0.484249,[ 3 29] ; [ 3 52],[ 2.20689655 29.79310345] ; [ 3.79310345 51.20689655],0
b4,1,0.570672,0.32156,[19 13] ; [36 19],[20.22988506 11.77011494] ; [34.77011494 20.22988506],0
u2,1,0.611179,0.258462,[4 6] ; [9 9],[4.64285714 5.35714286] ; [8.35714286 9.64285714],0
v3,1,0.617586,0.249275,[16 16] ; [24 30],[14.88372093 17.11627907] ; [25.11627907 28.88372093],0
a1,1,0.638524,0.220678,[ 2 30] ; [ 5 50],[ 2.57471264 29.42528736] ; [ 4.42528736 50.57471264],0
d1,1,0.661417,0.191807,[19 13] ; [30 25],[18.02298851 13.97701149] ; [30.97701149 24.02298851],0
v4,1,0.667097,0.185017,[27  4] ; [46  9],[26.31395349  4.68604651] ; [46.68604651  8.31395349],0
b5,1,0.722532,0.126079,[21 11] ; [34 21],[20.22988506 11.77011494] ; [34.77011494 20.22988506],0
a3,1,0.753198,0.098864,[22 10] ; [36 19],[21.33333333 10.66666667] ; [36.66666667 18.33333333],0
n2,1,0.770515,0.08509,[7 2] ; [16  6],[6.67741935 2.32258065] ; [16.32258065  5.67741935],0
s4,1,0.776299,0.080739,[ 6 26] ; [ 9 46],[ 5.51724138 26.48275862] ; [ 9.48275862 45.51724138],0
d5,1,0.776299,0.080739,[26  6] ; [46  9],[26.48275862  5.51724138] ; [45.51724138  9.48275862],0
a5,1,0.784112,0.075056,[19 13] ; [31 24],[18.3908046 13.6091954] ; [31.6091954 23.3908046],0
a7,1,0.821813,0.050721,[19 13] ; [34 21],[19.49425287 12.50574713] ; [33.50574713 21.49425287],0
p5,1,0.822489,0.050331,[ 4 28] ; [ 6 49],[ 3.67816092 28.32183908] ; [ 6.32183908 48.67816092],0
p1,1,0.855949,0.032955,[ 2 30] ; [ 4 51],[ 2.20689655 29.79310345] ; [ 3.79310345 51.20689655],0
a6,1,0.877484,0.023765,[18 14] ; [30 25],[17.65517241 14.34482759] ; [30.34482759 24.65517241],0
