Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,1.7e-05,18.478432,[23 59] ; [38 21],[35.4751773 46.5248227] ; [25.5248227 33.4751773],1
d5,1,0.000158,14.273786,[39 44] ; [47 13],[49.91608392 33.08391608] ; [36.08391608 23.91608392],1
v3,1,0.00111,10.634024,[12 69] ; [23 36],[20.25 60.75] ; [14.75 44.25],0
d1,1,0.001219,10.461439,[21 62] ; [31 29],[30.18181818 52.81818182] ; [21.81818182 38.18181818],0
d4,1,0.001419,10.180844,[45 38] ; [48 12],[53.97902098 29.02097902] ; [39.02097902 20.97902098],0
a3,1,0.005572,7.683665,[34 48] ; [39 21],[42.15492958 39.84507042] ; [30.84507042 29.15492958],0
r3,1,0.006114,7.516381,[59 24] ; [54  6],[65.58741259 17.41258741] ; [47.41258741 12.58741259],0
p4,1,0.007571,7.1322,[24 58] ; [29 27],[31.49275362 50.50724638] ; [21.50724638 34.49275362],0
s2,1,0.008491,6.926864,[11 71] ; [19 41],[17.32394366 64.67605634] ; [12.67605634 47.32394366],0
p10,1,0.020898,5.335255,[42 40] ; [41 17],[48.61428571 33.38571429] ; [34.38571429 23.61428571],0
n2,1,0.021985,5.246956,[17 12] ; [13  1],[20.23255814  8.76744186] ; [9.76744186 4.23255814],0
p8,1,0.033548,4.517593,[26 57] ; [28 29],[32.01428571 50.98571429] ; [21.98571429 35.01428571],0
r1,1,0.04759,3.924416,[43 40] ; [41 19],[48.75524476 34.24475524] ; [35.24475524 24.75524476],0
p9,1,0.048486,3.893075,[48 34] ; [44 15],[53.5035461 28.4964539] ; [38.4964539 20.5035461],0
r4,1,0.05123,3.800743,[54 29] ; [48 12],[59.2027972 23.7972028] ; [42.7972028 17.2027972],0
p7,1,0.059545,3.550014,[38 43] ; [36 21],[43.43478261 37.56521739] ; [30.56521739 26.43478261],0
s5,1,0.074053,3.190822,[17 61] ; [21 38],[21.6350365 56.3649635] ; [16.3649635 42.6350365],0
n6,1,0.080317,3.058481,[55 28] ; [47 12],[59.61971831 23.38028169] ; [42.38028169 16.61971831],0
n1,1,0.097768,2.741581,[ 4 25] ; [5 9],[ 6.06976744 22.93023256] ; [ 2.93023256 11.06976744],0
d3,1,0.112854,2.513797,[24 59] ; [25 35],[28.44055944 54.55944056] ; [20.55944056 39.44055944],0
p11,1,0.118727,2.434038,[52 31] ; [45 15],[56.3006993 26.6993007] ; [40.6993007 19.3006993],0
r2,1,0.180345,1.794781,[65 17] ; [51  7],[67.94285714 14.05714286] ; [48.05714286  9.94285714],0
a5,1,0.189146,1.72426,[42 41] ; [37 23],[45.85314685 37.14685315] ; [33.14685315 26.85314685],0
v4,1,0.201212,1.633556,[65 18] ; [52  8],[67.90909091 15.09090909] ; [49.09090909 10.90909091],0
a1,1,0.215195,1.536126,[ 7 76] ; [ 2 58],[ 5.22377622 77.77622378] ; [ 3.77622378 56.22377622],0
s3,1,0.217292,1.522166,[30 51] ; [16 43],[26.61428571 54.38571429] ; [19.38571429 39.61428571],0
p3,1,0.217459,1.521058,[23 59] ; [22 36],[26.35714286 55.64285714] ; [18.64285714 39.35714286],0
b1,1,0.241206,1.373533,[40 43] ; [23 37],[36.56643357 46.43356643] ; [26.43356643 33.56643357],0
a8,1,0.285152,1.142369,[ 8 69] ; [ 3 54],[ 6.32089552 70.67910448] ; [ 4.67910448 52.32089552],0
b5,1,0.344327,0.894256,[44 39] ; [27 33],[41.20979021 41.79020979] ; [29.79020979 30.20979021],0
n4,1,0.352967,0.86276,[49 34] ; [40 20],[51.65734266 31.34265734] ; [37.34265734 22.65734266],0
s4,1,0.357053,0.848233,[11 72] ; [ 5 55],[ 9.28671329 73.71328671] ; [ 6.71328671 53.28671329],0
n3,1,0.361714,0.831934,[16 11] ; [11  4],[17.35714286  9.64285714] ; [9.64285714 5.35714286],0
p2,1,0.378499,0.77557,[50 31] ; [40 18],[52.44604317 28.55395683] ; [37.55395683 20.44604317],0
d2,1,0.39518,0.722945,[32 49] ; [28 32],[34.46808511 46.53191489] ; [25.53191489 34.46808511],0
a6,1,0.406172,0.689977,[39 44] ; [24 36],[36.56643357 46.43356643] ; [26.43356643 33.56643357],0
p1,1,0.426873,0.631317,[ 7 76] ; [ 3 57],[ 5.8041958 77.1958042] ; [ 4.1958042 55.8041958],0
a2,1,0.46177,0.541601,[ 5 78] ; [ 2 58],[ 4.06293706 78.93706294] ; [ 2.93706294 57.06293706],0
u2,1,0.491428,0.473399,[19 30] ; [ 6 14],[17.75362319 31.24637681] ; [ 7.24637681 12.75362319],0
u3,1,0.517146,0.41958,[17 32] ; [ 9 12],[18.2 30.8] ; [ 7.8 13.2],0
p5,1,0.549317,0.358542,[ 6 76] ; [ 6 53],[ 6.9787234 75.0212766] ; [ 5.0212766 53.9787234],0
s1,1,0.665826,0.186523,[ 4 78] ; [ 2 57],[ 3.4893617 78.5106383] ; [ 2.5106383 56.4893617],0
b4,1,0.707553,0.140733,[51 32] ; [35 25],[49.91608392 33.08391608] ; [36.08391608 23.91608392],0
b2,1,0.711016,0.137264,[17 37] ; [12 22],[17.79545455 36.20454545] ; [11.20454545 22.79545455],0
b3,1,0.711016,0.137264,[17 37] ; [12 22],[17.79545455 36.20454545] ; [11.20454545 22.79545455],0
s8,1,0.740914,0.109325,[12 70] ; [10 50],[12.70422535 69.29577465] ; [ 9.29577465 50.70422535],0
p12,1,0.773545,0.082795,[ 2 80] ; [ 1 57],[ 1.75714286 80.24285714] ; [ 1.24285714 56.75714286],0
p6,1,0.797942,0.065542,[16 64] ; [12 43],[16.59259259 63.40740741] ; [11.40740741 43.59259259],0
s6,1,0.864515,0.029114,[31 48] ; [24 35],[31.48550725 47.51449275] ; [23.51449275 35.48550725],0
a4,1,0.877139,0.0239,[26 55] ; [20 40],[26.42553191 54.57446809] ; [19.57446809 40.42553191],0
n5,1,0.903917,0.014572,[55 27] ; [39 20],[54.66666667 27.33333333] ; [39.33333333 19.66666667],0
