Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000149,14.387392,[ 6 25] ; [11  3],[11.71111111 19.28888889] ; [5.28888889 8.71111111],1
p3,1,0.001236,10.435797,[ 5 26] ; [9 5],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
p4,1,0.003827,8.364055,[ 8 23] ; [10  4],[12.4 18.6] ; [5.6 8.4],0
s3,1,0.005139,7.830031,[10 20] ; [11  3],[14.31818182 15.68181818] ; [6.68181818 7.31818182],0
s6,1,0.008646,6.894451,[12 19] ; [10  2],[15.86046512 15.13953488] ; [6.13953488 5.86046512],0
p2,1,0.010778,6.501614,[14 17] ; [12  2],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
b4,1,0.035751,4.408925,[25  6] ; [7 7],[22.04444444  8.95555556] ; [9.95555556 4.04444444],0
b5,1,0.057712,3.601956,[15 16] ; [11  3],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
s8,1,0.065864,3.383195,[ 7 24] ; [7 7],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
a6,1,0.071852,3.240207,[11 20] ; [9 5],[13.77777778 17.22222222] ; [6.22222222 7.77777778],0
d4,1,0.076557,3.136521,[27  4] ; [9 5],[24.8  6.2] ; [11.2  2.8],0
v1,1,0.076916,3.128889,[ 7 23] ; [7 7],[ 9.54545455 20.45454545] ; [4.45454545 9.54545455],0
s5,1,0.120259,2.413947,[ 5 25] ; [5 8],[ 6.97674419 23.02325581] ; [3.02325581 9.97674419],0
s2,1,0.1283,2.31295,[ 8 22] ; [7 7],[10.22727273 19.77272727] ; [4.77272727 9.22727273],0
p8,1,0.1283,2.31295,[ 8 22] ; [7 7],[10.22727273 19.77272727] ; [4.77272727 9.22727273],0
a2,1,0.138875,2.19038,[ 2 29] ; [ 3 11],[ 3.44444444 27.55555556] ; [ 1.55555556 12.44444444],0
b1,1,0.164973,1.928039,[13 18] ; [9 5],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
p5,1,0.168529,1.895984,[ 1 30] ; [ 2 12],[ 2.06666667 28.93333333] ; [ 0.93333333 13.06666667],0
p9,1,0.198349,1.654486,[17 12] ; [11  3],[18.88372093 10.11627907] ; [9.11627907 4.88372093],0
n5,1,0.212787,1.552361,[16 15] ; [10  4],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
d3,1,0.234782,1.411655,[17 14] ; [5 9],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
d5,1,0.237134,1.397552,[25  6] ; [9 5],[23.42222222  7.57777778] ; [10.57777778  3.42222222],0
p10,1,0.255503,1.292959,[16 14] ; [10  4],[17.72727273 12.27272727] ; [8.27272727 5.72727273],0
v2,1,0.292955,1.105991,[17 14] ; [10  4],[18.6 12.4] ; [8.4 5.6],0
a5,1,0.292955,1.105991,[17 14] ; [10  4],[18.6 12.4] ; [8.4 5.6],0
d2,1,0.32233,0.979468,[15 16] ; [9 5],[16.53333333 14.46666667] ; [7.46666667 6.53333333],0
n1,1,0.382733,0.761905,[6 6] ; [1 3],[5.25 6.75] ; [1.75 2.25],0
v3,1,0.409762,0.679492,[ 6 25] ; [4 9],[ 7.04545455 23.95454545] ; [ 2.95454545 10.04545455],0
u2,1,0.494125,0.467532,[4 8] ; [3 3],[4.66666667 7.33333333] ; [2.33333333 3.66666667],0
n4,1,0.510704,0.432624,[19 12] ; [10  4],[19.97777778 11.02222222] ; [9.02222222 4.97777778],0
n2,1,0.550985,0.355556,[7 5] ; [3 1],[7.5 4.5] ; [2.5 1.5],0
p1,1,0.555,0.348435,[ 1 30] ; [ 1 13],[ 1.37777778 29.62222222] ; [ 0.62222222 13.37777778],0
p11,1,0.63672,0.223057,[20 11] ; [8 6],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
a4,1,0.653977,0.200923,[ 9 22] ; [5 9],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
s7,1,0.691345,0.157633,[ 9 19] ; [5 8],[ 9.56097561 18.43902439] ; [4.43902439 8.56097561],0
n6,1,0.704656,0.143673,[21  9] ; [9 5],[20.45454545  9.54545455] ; [9.54545455 4.45454545],0
u3,1,0.709815,0.138462,[3 9] ; [2 4],[3.33333333 8.66666667] ; [1.66666667 4.33333333],0
r1,1,0.763256,0.090726,[17 14] ; [7 7],[16.53333333 14.46666667] ; [7.46666667 6.53333333],0
n3,1,0.770335,0.085227,[9 2] ; [3 1],[8.8 2.2] ; [3.2 0.8],0
u1,1,0.782097,0.076501,[ 3 28] ; [ 1 13],[ 2.75555556 28.24444444] ; [ 1.24444444 12.75555556],0
b2,1,0.788776,0.07177,[ 7 13] ; [4 6],[ 7.33333333 12.66666667] ; [3.66666667 6.33333333],0
b3,1,0.788776,0.07177,[ 7 13] ; [4 6],[ 7.33333333 12.66666667] ; [3.66666667 6.33333333],0
a3,1,0.792616,0.069124,[19 12] ; [8 6],[18.6 12.4] ; [8.4 5.6],0
a7,1,0.792616,0.069124,[19 12] ; [8 6],[18.6 12.4] ; [8.4 5.6],0
d1,1,0.885497,0.020737,[14 17] ; [6 8],[13.77777778 17.22222222] ; [6.22222222 7.77777778],0
r2,1,0.887933,0.019858,[18 11] ; [9 5],[18.20930233 10.79069767] ; [8.79069767 5.20930233],0
s4,1,0.899494,0.015952,[ 4 27] ; [ 2 12],[ 4.13333333 26.86666667] ; [ 1.86666667 12.13333333],0
r4,1,0.920183,0.010041,[15 16] ; [7 7],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
s1,1,0.931419,0.007406,[ 2 29] ; [ 1 13],[ 2.06666667 28.93333333] ; [ 0.93333333 13.06666667],0
a8,1,0.955491,0.003115,[ 6 23] ; [ 3 11],[ 6.06976744 22.93023256] ; [ 2.93023256 11.06976744],0
