Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,49.614098,[199  63] ; [34 61],[170.99719888  91.00280112] ; [62.00280112 32.99719888],1
d3,1,7e-06,20.07694,[193  69] ; [46 49],[175.40056022  86.59943978] ; [63.59943978 31.40056022],1
u1,1,0.000573,11.861706,[ 58 204] ; [ 6 89],[ 46.96918768 215.03081232] ; [17.03081232 77.96918768],1
d5,1,0.002521,9.125593,[222  40] ; [67 28],[212.0952381  49.9047619] ; [76.9047619 18.0952381],0
r1,1,0.002888,8.877019,[217  42] ; [66 29],[207.05367232  51.94632768] ; [75.94632768 19.05367232],0
r4,1,0.005224,7.80034,[240  22] ; [77 18],[232.6442577  29.3557423] ; [84.3557423 10.6442577],0
p2,1,0.006852,7.311257,[231  31] ; [72 22],[222.99438202  39.00561798] ; [80.00561798 13.99438202],0
d4,1,0.006914,7.295073,[223  39] ; [69 26],[214.29691877  47.70308123] ; [77.70308123 17.29691877],0
a2,1,0.007635,7.117092,[ 68 194] ; [12 83],[ 58.71148459 203.28851541] ; [21.28851541 73.71148459],0
v2,1,0.015222,5.890599,[120 134] ; [30 62],[110.11560694 143.88439306] ; [39.88439306 52.11560694],0
s5,1,0.015773,5.827954,[ 97 157] ; [48 43],[106.75362319 147.24637681] ; [38.24637681 52.75362319],0
a5,1,0.040558,4.194379,[197  65] ; [61 34],[189.34453782  72.65546218] ; [68.65546218 26.34453782],0
n3,1,0.044947,4.020633,[46 13] ; [16 12],[42.04597701 16.95402299] ; [19.95402299  8.04597701],0
v4,1,0.049748,3.849936,[251   9] ; [86  8],[247.51412429  12.48587571] ; [89.48587571  4.51412429],0
b5,1,0.054108,3.709349,[170  92] ; [51 44],[162.19047619  99.80952381] ; [58.80952381 36.19047619],0
d1,1,0.073838,3.195574,[152 110] ; [45 50],[144.57703081 117.42296919] ; [52.42296919 42.57703081],0
a3,1,0.084811,2.970213,[187  74] ; [59 36],[180.35393258  80.64606742] ; [65.64606742 29.35393258],0
r2,1,0.087956,2.911385,[244  12] ; [85  9],[240.64  15.36] ; [88.36  5.64],0
b1,1,0.098012,2.737591,[ 96 166] ; [44 51],[102.74509804 159.25490196] ; [37.25490196 57.74509804],0
r3,1,0.118156,2.441598,[250   9] ; [88  7],[247.29378531  11.70621469] ; [90.70621469  4.29378531],0
p10,1,0.125178,2.351311,[216  42] ; [72 22],[211.09090909  46.90909091] ; [76.90909091 17.09090909],0
u3,1,0.145917,2.114419,[49 24] ; [19 17],[45.5412844 27.4587156] ; [22.4587156 13.5412844],0
p1,1,0.150301,2.069193,[ 16 245] ; [10 84],[ 19.11549296 241.88450704] ; [ 6.88450704 87.11549296],0
p7,1,0.186213,1.747328,[169  84] ; [55 38],[163.79190751  89.20809249] ; [60.20809249 32.79190751],0
s4,1,0.290765,1.116077,[ 62 194] ; [28 66],[ 65.82857143 190.17142857] ; [24.17142857 69.82857143],0
p4,1,0.294161,1.10048,[167  94] ; [55 40],[162.75842697  98.24157303] ; [59.24157303 35.75842697],0
s1,1,0.315684,1.006746,[  8 251] ; [ 5 88],[  9.56534091 249.43465909] ; [ 3.43465909 89.56534091],0
n6,1,0.31775,0.998186,[220  41] ; [75 19],[216.88732394  44.11267606] ; [78.11267606 15.88732394],0
n1,1,0.324418,0.971052,[22 37] ; [14 15],[24.13636364 34.86363636] ; [11.86363636 17.13636364],0
p12,1,0.345973,0.888172,[ 15 247] ; [ 8 86],[ 16.92696629 245.07303371] ; [ 6.07303371 87.92696629],0
p9,1,0.366608,0.815131,[226  34] ; [79 16],[223.38028169  36.61971831] ; [81.61971831 13.38028169],0
u2,1,0.378477,0.775643,[43 30] ; [18 18],[40.85321101 32.14678899] ; [20.14678899 15.85321101],0
v1,1,0.397132,0.716992,[125 129] ; [41 52],[121.51008646 132.48991354] ; [44.48991354 48.51008646],0
n5,1,0.408951,0.681847,[187  72] ; [72 22],[190.03116147  68.96883853] ; [68.96883853 25.03116147],0
n2,1,0.445732,0.581483,[47 12] ; [21  8],[45.59090909 13.40909091] ; [22.40909091  6.59090909],0
u4,1,0.495061,0.465507,[  3 259] ; [ 2 93],[  3.66946779 258.33053221] ; [ 1.33053221 93.66946779],0
s3,1,0.522107,0.409728,[179  81] ; [62 33],[176.50704225  83.49295775] ; [64.49295775 30.50704225],0
s2,1,0.534388,0.38604,[166  95] ; [57 38],[163.49157303  97.50842697] ; [59.50842697 35.49157303],0
p11,1,0.554086,0.350048,[199  63] ; [75 20],[201.08683473  60.91316527] ; [72.91316527 22.08683473],0
p8,1,0.596403,0.280455,[135 124] ; [46 48],[132.80169972 126.19830028] ; [48.19830028 45.80169972],0
a8,1,0.610032,0.260129,[ 37 203] ; [12 79],[ 35.52870091 204.47129909] ; [13.47129909 77.52870091],0
a1,1,0.654427,0.200364,[ 11 251] ; [ 3 92],[ 10.2745098 251.7254902] ; [ 3.7254902 91.2745098],0
a4,1,0.67015,0.181427,[110 151] ; [42 52],[111.75211268 149.24788732] ; [40.24788732 53.75211268],0
s7,1,0.698373,0.150169,[135 117] ; [52 41],[136.59130435 115.40869565] ; [50.40869565 42.59130435],0
n4,1,0.803266,0.062062,[195  66] ; [69 25],[194.09577465  66.90422535] ; [69.90422535 24.09577465],0
b3,1,0.832378,0.044797,[ 53 103] ; [22 40],[ 53.66972477 102.33027523] ; [21.33027523 40.66972477],0
b2,1,0.832378,0.044797,[ 53 103] ; [22 40],[ 53.66972477 102.33027523] ; [21.33027523 40.66972477],0
p3,1,0.855031,0.03338,[124 138] ; [46 49],[124.76190476 137.23809524] ; [45.23809524 49.76190476],0
p5,1,0.8912,0.01871,[ 26 235] ; [ 9 86],[ 25.66011236 235.33988764] ; [ 9.33988764 85.66011236],0
p6,1,0.919236,0.010281,[103 157] ; [37 55],[103.40909091 156.59090909] ; [36.59090909 55.40909091],0
s8,1,0.929961,0.007725,[131 131] ; [47 48],[130.63305322 131.36694678] ; [47.36694678 47.63305322],0
b4,1,0.964794,0.001948,[151 111] ; [55 40],[151.18207283 110.81792717] ; [54.81792717 40.18207283],0
d2,1,0.966737,0.001739,[122 140] ; [44 51],[121.82633053 140.17366947] ; [44.17366947 50.82633053],0
