Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000153,14.33773,[60  9] ; [18 16],[52.25242718 16.74757282] ; [25.74757282  8.25242718],1
d3,1,0.000294,13.106497,[51 17] ; [13 21],[42.66666667 25.33333333] ; [21.33333333 12.66666667],1
a6,1,0.002001,9.548936,[44 24] ; [11 23],[36.66666667 31.33333333] ; [18.33333333 15.66666667],0
d4,1,0.002234,9.346227,[61  7] ; [22 12],[55.33333333 12.66666667] ; [27.66666667  6.33333333],0
p5,1,0.008543,6.915886,[ 2 67] ; [ 6 28],[ 5.3592233 63.6407767] ; [ 2.6407767 31.3592233],0
d5,1,0.009396,6.746032,[59  9] ; [22 12],[54. 14.] ; [27.  7.],0
s5,1,0.01146,6.39257,[16 52] ; [16 17],[21.54455446 46.45544554] ; [10.45544554 22.54455446],0
r4,1,0.019822,5.427471,[60  9] ; [23 11],[55.60194175 13.39805825] ; [27.39805825  6.60194175],0
p2,1,0.026798,4.903797,[48 21] ; [16 18],[42.87378641 26.12621359] ; [21.12621359 12.87378641],0
a2,1,0.051884,3.779494,[20 49] ; [ 4 30],[16.0776699 52.9223301] ; [ 7.9223301 26.0776699],0
p3,1,0.055912,3.65468,[23 46] ; [18 16],[27.46601942 41.53398058] ; [13.53398058 20.46601942],0
r2,1,0.056119,3.648513,[65  4] ; [28  6],[62.30097087  6.69902913] ; [30.69902913  3.30097087],0
s2,1,0.087798,2.914286,[36 32] ; [24 10],[40. 28.] ; [20. 14.],0
v4,1,0.108023,2.582905,[64  5] ; [28  6],[61.63106796  7.36893204] ; [30.36893204  3.63106796],0
b1,1,0.141725,2.159125,[32 37] ; [21 13],[35.50485437 33.49514563] ; [17.49514563 16.50485437],0
s1,1,0.159595,1.978055,[ 3 66] ; [ 4 30],[ 4.68932039 64.31067961] ; [ 2.31067961 31.68932039],0
a3,1,0.200423,1.639286,[43 25] ; [17 17],[40. 28.] ; [20. 14.],0
n6,1,0.219372,1.508477,[52 17] ; [21 12],[49.38235294 19.61764706] ; [23.61764706  9.38235294],0
d1,1,0.235873,1.405094,[39 30] ; [15 19],[36.17475728 32.82524272] ; [17.82524272 16.17475728],0
b5,1,0.269863,1.217442,[50 19] ; [21 13],[47.5631068 21.4368932] ; [23.4368932 10.5631068],0
p6,1,0.31998,0.989028,[16 53] ; [11 23],[18.08737864 50.91262136] ; [ 8.91262136 25.08737864],0
s8,1,0.35836,0.843632,[24 45] ; [15 19],[26.12621359 42.87378641] ; [12.87378641 21.12621359],0
p4,1,0.361533,0.83256,[34 35] ; [20 14],[36.17475728 32.82524272] ; [17.82524272 16.17475728],0
r3,1,0.445096,0.58311,[64  5] ; [30  4],[62.97087379  6.02912621] ; [31.02912621  2.97087379],0
p8,1,0.46903,0.52426,[27 41] ; [11 23],[25.33333333 42.66666667] ; [12.66666667 21.33333333],0
u4,1,0.525945,0.402219,[ 4 65] ; [ 1 33],[ 3.34951456 65.65048544] ; [ 1.65048544 32.34951456],0
v2,1,0.52877,0.396755,[34 33] ; [15 19],[32.5049505 34.4950495] ; [16.4950495 17.5049505],0
s7,1,0.570599,0.321681,[33 35] ; [18 15],[34.33663366 33.66336634] ; [16.66336634 16.33663366],0
d2,1,0.57533,0.313846,[36 32] ; [16 18],[34.66666667 33.33333333] ; [17.33333333 16.66666667],0
p12,1,0.605857,0.266253,[ 1 68] ; [ 1 33],[ 1.33980583 67.66019417] ; [ 0.66019417 33.33980583],0
v3,1,0.617974,0.248726,[24 42] ; [10 22],[22.89795918 43.10204082] ; [11.10204082 20.89795918],0
n3,1,0.623627,0.240803,[16  7] ; [8 5],[15.33333333  7.66666667] ; [8.66666667 4.33333333],0
p11,1,0.625367,0.238396,[33 36] ; [18 16],[34.16504854 34.83495146] ; [16.83495146 17.16504854],0
s4,1,0.648729,0.207506,[15 52] ; [ 9 25],[15.92079208 51.07920792] ; [ 8.07920792 25.92079208],0
n4,1,0.653448,0.201581,[45 24] ; [23 10],[46. 23.] ; [22. 11.],0
u2,1,0.653738,0.20122,[11 13] ; [9 8],[11.70731707 12.29268293] ; [8.29268293 8.70731707],0
a4,1,0.669538,0.182143,[29 39] ; [13 21],[28. 40.] ; [14. 20.],0
u3,1,0.721817,0.126758,[17  9] ; [12  5],[17.53488372  8.46511628] ; [11.46511628  5.53488372],0
n1,1,0.7286,0.120401,[12 11] ; [6 7],[11.5 11.5] ; [6.5 6.5],0
b4,1,0.731258,0.11796,[45 24] ; [21 13],[44.21359223 24.78640777] ; [21.78640777 12.21359223],0
p1,1,0.794539,0.067819,[ 5 63] ; [ 3 31],[ 5.33333333 62.66666667] ; [ 2.66666667 31.33333333],0
a1,1,0.795902,0.066902,[ 5 64] ; [ 2 32],[ 4.68932039 64.31067961] ; [ 2.31067961 31.68932039],0
a8,1,0.817281,0.053381,[ 9 48] ; [ 6 28],[ 9.3956044 47.6043956] ; [ 5.6043956 28.3956044],0
b2,1,0.821074,0.05115,[14 30] ; [ 7 17],[13.58823529 30.41176471] ; [ 7.41176471 16.58823529],0
b3,1,0.821074,0.05115,[14 30] ; [ 7 17],[13.58823529 30.41176471] ; [ 7.41176471 16.58823529],0
p9,1,0.904674,0.014342,[28 38] ; [14 20],[27.72 38.28] ; [14.28 19.72],0
p7,1,0.949832,0.003959,[30 37] ; [15 19],[29.85148515 37.14851485] ; [15.14851485 18.85148515],0
a5,1,0.956519,0.002973,[43 26] ; [21 13],[42.87378641 26.12621359] ; [21.12621359 12.87378641],0
s3,1,0.956692,0.002949,[45 21] ; [23 11],[44.88 21.12] ; [23.12 10.88],0
v1,1,0.96009,0.002504,[31 38] ; [15 18],[31.11764706 37.88235294] ; [14.88235294 18.11764706],0
n2,1,0.983306,0.000438,[16  7] ; [9 4],[15.97222222  7.02777778] ; [9.02777778 3.97222222],0
n5,1,0.98967,0.000168,[44 25] ; [21 12],[43.97058824 25.02941176] ; [21.02941176 11.97058824],0
