Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001763,9.781301,[19  4] ; [52 59],[12.18656716 10.81343284] ; [58.81343284 52.18656716],0
n4,1,0.01386,6.055913,[19  4] ; [61 50],[13.73134328  9.26865672] ; [66.26865672 44.73134328],0
d4,1,0.02058,5.361973,[19  4] ; [63 48],[14.07462687  8.92537313] ; [67.92537313 43.07462687],0
v2,1,0.027544,4.856397,[ 9 13] ; [21 88],[ 5.03816794 16.96183206] ; [24.96183206 84.03816794],0
b3,1,0.031398,4.631068,[8 5] ; [20 46],[4.60759494 8.39240506] ; [23.39240506 42.60759494],0
b2,1,0.031398,4.631068,[8 5] ; [20 46],[4.60759494 8.39240506] ; [23.39240506 42.60759494],0
s8,1,0.03431,4.479183,[ 9 14] ; [21 90],[ 5.14925373 17.85074627] ; [24.85074627 86.14925373],0
n2,1,0.060208,3.531648,[10  1] ; [25 16],[7.40384615 3.59615385] ; [27.59615385 13.40384615],0
r2,1,0.1148,2.486874,[20  3] ; [76 31],[16.98461538  6.01538462] ; [79.01538462 27.98461538],0
s7,1,0.131872,2.270333,[ 9 14] ; [25 80],[ 6.109375 16.890625] ; [27.890625 77.109375],0
d1,1,0.134144,2.243883,[11 12] ; [35 76],[ 7.89552239 15.10447761] ; [38.10447761 72.89552239],0
n1,1,0.172485,1.861213,[5 5] ; [11 29],[3.2 6.8] ; [12.8 27.2],0
r3,1,0.207337,1.589922,[20  3] ; [83 28],[17.67910448  5.32089552] ; [85.32089552 25.67910448],0
n6,1,0.219743,1.50605,[19  4] ; [77 33],[16.60150376  6.39849624] ; [79.39849624 30.60150376],0
b5,1,0.233207,1.421191,[11 12] ; [68 43],[13.55970149  9.44029851] ; [65.44029851 45.55970149],0
p6,1,0.244642,1.353642,[ 8 13] ; [28 81],[ 5.81538462 15.18461538] ; [30.18461538 78.81538462],0
s3,1,0.26533,1.240732,[10 12] ; [36 73],[ 7.72519084 14.27480916] ; [38.27480916 70.72519084],0
d3,1,0.285761,1.139484,[14  9] ; [53 56],[11.67424242 11.32575758] ; [55.32575758 53.67424242],0
b1,1,0.289308,1.122839,[ 7 16] ; [47 64],[ 9.26865672 13.73134328] ; [44.73134328 66.26865672],0
b4,1,0.289611,1.121431,[15  8] ; [59 52],[12.70149254 10.29850746] ; [61.29850746 49.70149254],0
d2,1,0.31922,0.99214,[11 12] ; [40 69],[ 8.88636364 14.11363636] ; [42.11363636 66.88636364],0
a7,1,0.38427,0.756996,[14  9] ; [56 54],[12.10526316 10.89473684] ; [57.89473684 52.10526316],0
d5,1,0.390891,0.73617,[16  7] ; [66 44],[14.18045113  8.81954887] ; [67.81954887 42.18045113],0
u2,1,0.418677,0.654025,[1 3] ; [27 32],[1.77777778 2.22222222] ; [26.22222222 32.77777778],0
p7,1,0.431155,0.619709,[ 9 14] ; [52 56],[10.70992366 12.29007634] ; [50.29007634 57.70992366],0
p4,1,0.443719,0.586647,[ 7 15] ; [45 66],[ 8.60150376 13.39849624] ; [43.39849624 67.60150376],0
a1,1,0.450583,0.569186,[ 3 20] ; [  9 102],[ 2.05970149 20.94029851] ; [  9.94029851 101.05970149],0
v4,1,0.472985,0.514993,[19  4] ; [84 27],[17.67910448  5.32089552] ; [85.32089552 25.67910448],0
p1,1,0.551859,0.353997,[ 3 20] ; [ 10 101],[ 2.23134328 20.76865672] ; [ 10.76865672 100.23134328],0
s4,1,0.586523,0.295808,[ 4 19] ; [25 86],[ 4.97761194 18.02238806] ; [24.02238806 86.97761194],0
r4,1,0.595941,0.281161,[13 10] ; [56 55],[11.84328358 11.15671642] ; [57.15671642 53.84328358],0
s2,1,0.632215,0.229069,[ 8 15] ; [33 78],[ 7.03731343 15.96268657] ; [33.96268657 77.03731343],0
p8,1,0.663403,0.189416,[ 7 15] ; [40 69],[ 7.89312977 14.10687023] ; [39.10687023 69.89312977],0
p3,1,0.664723,0.187837,[ 6 17] ; [34 77],[ 6.86567164 16.13432836] ; [33.13432836 77.86567164],0
n3,1,0.666079,0.186223,[8 3] ; [27 14],[7.40384615 3.59615385] ; [27.59615385 13.40384615],0
s5,1,0.699861,0.148617,[ 3 19] ; [18 88],[ 3.609375 18.390625] ; [17.390625 88.609375],0
a6,1,0.716526,0.131846,[14  9] ; [63 48],[13.21641791  9.78358209] ; [63.78358209 47.21641791],0
u3,1,0.748166,0.103079,[1 3] ; [19 39],[1.29032258 2.70967742] ; [18.70967742 39.29032258],0
n5,1,0.759541,0.093687,[15  8] ; [68 42],[14.35338346  8.64661654] ; [68.64661654 41.35338346],0
p10,1,0.808646,0.058648,[13 10] ; [64 44],[13.51908397  9.48091603] ; [63.48091603 44.51908397],0
a8,1,0.81822,0.052824,[ 2 21] ; [11 96],[ 2.3 20.7] ; [10.7 96.3],0
p5,1,0.828858,0.046728,[ 1 22] ; [  6 104],[ 1.21052632 21.78947368] ; [  5.78947368 104.21052632],0
a2,1,0.857882,0.032066,[ 2 21] ; [ 11 100],[ 2.23134328 20.76865672] ; [ 10.76865672 100.23134328],0
p12,1,0.863912,0.029377,[ 1 22] ; [  4 107],[ 0.85820896 22.14179104] ; [  4.14179104 106.85820896],0
