Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,26.859364,[ 37 180] ; [64 91],[ 58.91666667 158.08333333] ; [ 42.08333333 112.91666667],1
p7,1,3.6e-05,17.065722,[ 98 112] ; [106  49],[117.36986301  92.63013699] ; [86.63013699 68.36986301],1
p8,1,0.000626,11.695605,[ 77 137] ; [83 71],[ 93.04347826 120.95652174] ; [66.95652174 87.04347826],1
s8,1,0.000885,11.053944,[ 63 158] ; [70 85],[ 78.17287234 142.82712766] ; [ 54.82712766 100.17287234],1
n5,1,0.001746,9.798701,[141  78] ; [123  32],[154.58823529  64.41176471] ; [109.41176471  45.58823529],0
v1,1,0.002473,9.160108,[ 87 126] ; [87 66],[101.26229508 111.73770492] ; [72.73770492 80.26229508],0
s7,1,0.002845,8.904396,[ 72 141] ; [75 77],[ 85.78356164 127.21643836] ; [61.21643836 90.78356164],0
s6,1,0.004279,8.161362,[122  96] ; [108  45],[135.14824798  82.85175202] ; [94.85175202 58.14824798],0
d3,1,0.004884,7.922023,[137  82] ; [119  37],[149.504  69.496] ; [106.496  49.504],0
a5,1,0.005485,7.712057,[134  87] ; [116  40],[146.55172414  74.44827586] ; [103.44827586  52.55172414],0
p1,1,0.010931,6.476573,[  4 215] ; [ 11 145],[  8.76 210.24] ; [  6.24 149.76],0
d1,1,0.011108,6.447946,[101 120] ; [92 64],[113.13793103 107.86206897] ; [79.86206897 76.13793103],0
n4,1,0.01158,6.374132,[146  75] ; [121  34],[156.93351064  64.06648936] ; [110.06648936  44.93351064],0
a4,1,0.032178,4.589004,[ 77 144] ; [71 84],[ 86.9893617 134.0106383] ; [61.0106383 93.9893617],0
d2,1,0.034398,4.474815,[ 81 139] ; [74 81],[ 90.93333333 129.06666667] ; [64.06666667 90.93333333],0
a2,1,0.046557,3.961317,[ 32 189] ; [ 35 121],[ 39.27586207 181.72413793] ; [ 27.72413793 128.27586207],0
p5,1,0.046778,3.953348,[  6 214] ; [ 11 145],[  9.94680851 210.05319149] ; [  7.05319149 148.94680851],0
s1,1,0.063305,3.448605,[  3 213] ; [  7 146],[  5.85365854 210.14634146] ; [  4.14634146 148.85365854],0
s2,1,0.110227,2.550967,[ 94 125] ; [79 75],[101.57372654 117.42627346] ; [71.42627346 82.57372654],0
b1,1,0.11274,2.515387,[ 61 160] ; [ 55 101],[ 68. 153.] ; [ 48. 108.],0
v3,1,0.114899,2.485516,[ 59 158] ; [52 97],[ 65.81147541 151.18852459] ; [ 45.18852459 103.81147541],0
u3,1,0.130753,2.283537,[38 45] ; [28 19],[42.13846154 40.86153846] ; [23.86153846 23.13846154],0
d5,1,0.156861,2.004226,[164  56] ; [126  30],[169.68085106  50.31914894] ; [120.31914894  35.68085106],0
u4,1,0.169885,1.88396,[  1 220] ; [  3 153],[  2.34482759 218.65517241] ; [  1.65517241 154.34482759],0
r4,1,0.194643,1.682116,[185  36] ; [138  18],[189.34482759  31.65517241] ; [133.65517241  22.34482759],0
a7,1,0.200928,1.635618,[154  65] ; [119  37],[159.432  59.568] ; [113.568  42.432],0
u1,1,0.21669,1.526159,[ 22 199] ; [ 22 134],[ 25.79310345 195.20689655] ; [ 18.20689655 137.79310345],0
a1,1,0.225605,1.46836,[  4 217] ; [  6 150],[  5.86206897 215.13793103] ; [  4.13793103 151.86206897],0
r1,1,0.226292,1.46402,[167  53] ; [125  29],[171.76470588  48.23529412] ; [120.23529412  33.76470588],0
