Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,99.997552,[190 102] ; [ 50 184],[133.23193916 158.76806084] ; [106.76806084 127.23193916],1
p6,1,0.0,47.697155,[125 166] ; [ 34 195],[ 88.97884615 202.02115385] ; [ 70.02115385 158.97884615],1
p8,1,0.0,40.502026,[178 111] ; [ 77 153],[141.99421965 147.00578035] ; [113.00578035 116.99421965],1
p2,1,0.0,26.893073,[262  29] ; [170  64],[239.45142857  51.54857143] ; [192.54857143  41.45142857],1
p7,1,1e-06,23.345341,[203  87] ; [112 116],[176.35135135 113.64864865] ; [138.64864865  89.35135135],1
s6,1,6e-05,16.090632,[193  99] ; [113 119],[170.51908397 121.48091603] ; [135.48091603  96.51908397],1
p10,1,7.6e-05,15.662618,[243  48] ; [159  72],[224.10344828  66.89655172] ; [177.89655172  53.10344828],1
v1,1,9.3e-05,15.28264,[163 119] ; [ 93 137],[141. 141.] ; [115. 115.],1
n5,1,0.000113,14.900725,[231  61] ; [149  84],[211.35238095  80.64761905] ; [168.64761905  64.35238095],1
p5,1,0.000213,13.711086,[ 25 265] ; [  3 230],[ 15.52581262 274.47418738] ; [ 12.47418738 220.52581262],1
n4,1,0.000302,13.057352,[239  54] ; [159  75],[221.27893738  71.72106262] ; [176.72106262  57.27893738],1
s8,1,0.000496,12.131534,[128 164] ; [ 68 166],[108.80608365 183.19391635] ; [ 87.19391635 146.80608365],1
d2,1,0.000666,11.582474,[153 140] ; [ 87 146],[133.68821293 159.31178707] ; [106.31178707 126.68821293],1
s7,1,0.001161,10.551087,[130 149] ; [ 72 151],[112.26693227 166.73306773] ; [ 89.73306773 133.26693227],0
p12,1,0.001554,10.013726,[ 23 269] ; [  4 228],[ 15.04580153 276.95419847] ; [ 11.95419847 220.04580153],0
d1,1,0.004502,8.069469,[179 114] ; [114 120],[162.90132827 130.09867173] ; [130.09867173 103.90132827],0
a5,1,0.004504,8.068454,[220  73] ; [149  85],[205.15559772  87.84440228] ; [163.84440228  70.15559772],0
p9,1,0.005283,7.780083,[248  44] ; [173  57],[235.50191571  56.49808429] ; [185.49808429  44.50191571],0
p1,1,0.005486,7.711788,[ 26 265] ; [  7 226],[ 18.32633588 272.67366412] ; [ 14.67366412 218.32633588],0
a7,1,0.00732,7.192727,[236  56] ; [165  68],[223.03238095  68.96761905] ; [177.96761905  55.03238095],0
s2,1,0.018607,5.538068,[129 163] ; [ 79 153],[115.90839695 176.09160305] ; [ 92.09160305 139.90839695],0
d5,1,0.019865,5.423697,[245  48] ; [175  57],[234.4  58.6] ; [185.6  46.4],0
v2,1,0.026048,4.952829,[166 114] ; [109 112],[153.69261477 126.30738523] ; [121.30738523  99.69261477],0
n6,1,0.046279,3.971423,[248  44] ; [183  51],[239.26235741  52.73764259] ; [191.73764259  42.26235741],0
p11,1,0.050711,3.81779,[243  50] ; [178  56],[234.06641366  58.93358634] ; [186.93358634  47.06641366],0
u1,1,0.052818,3.749662,[ 53 240] ; [ 28 206],[ 45.0341556 247.9658444] ; [ 35.9658444 198.0341556],0
b2,1,0.06424,3.424381,[ 73 117] ; [36 91],[ 65.33123028 124.66876972] ; [43.66876972 83.33123028],0
b3,1,0.06424,3.424381,[ 73 117] ; [36 91],[ 65.33123028 124.66876972] ; [43.66876972 83.33123028],0
s3,1,0.064752,3.411297,[153 137] ; [104 129],[142.50478011 147.49521989] ; [114.49521989 118.50478011],0
d3,1,0.068353,3.322133,[210  83] ; [149  83],[200.35619048  92.64380952] ; [158.64380952  73.35619048],0
a2,1,0.080772,3.049297,[ 71 222] ; [ 42 192],[ 62.82542694 230.17457306] ; [ 50.17457306 183.82542694],0
d4,1,0.089687,2.879984,[240  53] ; [176  56],[232.16761905  60.83238095] ; [183.83238095  48.16761905],0
a4,1,0.156992,2.002965,[129 162] ; [ 89 144],[121.0648855 169.9351145] ; [ 96.9351145 136.0648855],0
r1,1,0.167271,1.90723,[254  39] ; [191  41],[248.35238095  44.64761905] ; [196.64761905  35.35238095],0
n2,1,0.252533,1.309236,[31 17] ; [47 16],[33.72972973 14.27027027] ; [44.27027027 18.72972973],0
a3,1,0.259575,1.271023,[204  88] ; [152  81],[198.00380952  93.99619048] ; [157.99619048  75.00380952],0
v3,1,0.261064,1.263103,[110 167] ; [ 78 146],[103.94411178 173.05588822] ; [ 84.05588822 139.94411178],0
u3,1,0.268252,1.225665,[54 33] ; [44 38],[50.44970414 36.55029586] ; [47.55029586 34.44970414],0
a1,1,0.282246,1.156244,[ 11 282] ; [  5 229],[  8.89563567 284.10436433] ; [  7.10436433 226.89563567],0
b5,1,0.29991,1.074595,[180 113] ; [154  80],[185.69639469 107.30360531] ; [148.30360531  85.69639469],0
u4,1,0.316467,1.003493,[  9 284] ; [  4 230],[  7.22770398 285.77229602] ; [  5.77229602 228.22770398],0
u2,1,0.354102,0.858701,[54 34] ; [44 37],[51.0295858 36.9704142] ; [46.9704142 34.0295858],0
a6,1,0.356164,0.851373,[212  81] ; [160  73],[207.21673004  85.78326996] ; [164.78326996  68.21673004],0
n3,1,0.374832,0.787584,[38 11] ; [42 18],[35.96330275 13.03669725] ; [44.03669725 15.96330275],0
v4,1,0.469408,0.523368,[286   7] ; [224   8],[284.62857143   8.37142857] ; [225.37142857   6.62857143],0
r3,1,0.490933,0.474481,[290   3] ; [229   4],[289.10076046   3.89923954] ; [229.89923954   3.10076046],0
b1,1,0.582761,0.301793,[112 181] ; [ 84 150],[108.971537 184.028463] ; [ 87.028463 146.971537],0
b4,1,0.724931,0.123817,[171 122] ; [133 101],[169.0170778 123.9829222] ; [134.9829222  99.0170778],0
s4,1,0.734596,0.114934,[ 31 260] ; [ 27 206],[ 32.20992366 258.79007634] ; [ 25.79007634 207.20992366],0
a8,1,0.783055,0.075812,[ 37 219] ; [ 30 191],[ 35.95807128 220.04192872] ; [ 31.04192872 189.95807128],0
r2,1,0.906248,0.01387,[283   7] ; [227   6],[282.791587   7.208413] ; [227.208413   5.791587],0
s1,1,0.921584,0.00969,[  8 283] ; [  6 224],[  7.81957774 283.18042226] ; [  6.18042226 223.81957774],0
n1,1,0.952802,0.003503,[16 32] ; [21 41],[16.14545455 31.85454545] ; [20.85454545 41.14545455],0
