Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.945578,[30 40] ; [68 16],[44.54545455 25.45454545] ; [53.45454545 30.54545455],1
r3,1,0.020173,5.396857,[60 10] ; [58 25],[53.9869281 16.0130719] ; [64.0130719 18.9869281],0
n6,1,0.036204,4.387464,[35 35] ; [56 28],[41.36363636 28.63636364] ; [49.63636364 34.36363636],0
d4,1,0.052578,3.757272,[55 15] ; [52 29],[49.60264901 20.39735099] ; [57.39735099 23.60264901],0
a1,1,0.058287,3.585476,[ 3 67] ; [11 73],[ 6.36363636 63.63636364] ; [ 7.63636364 76.36363636],0
a2,1,0.068987,3.306951,[ 8 62] ; [19 65],[12.27272727 57.72727273] ; [14.72727273 69.27272727],0
s6,1,0.074007,3.191837,[23 46] ; [40 44],[28.41176471 40.58823529] ; [34.58823529 49.41176471],0
a6,1,0.076509,3.137538,[33 37] ; [51 32],[38.43137255 31.56862745] ; [45.56862745 37.43137255],0
d2,1,0.08333,2.998724,[29 41] ; [45 36],[34.30463576 35.69536424] ; [39.69536424 41.30463576],0
n1,1,0.087018,2.928693,[ 7 24] ; [16 22],[10.33333333 20.66666667] ; [12.66666667 25.33333333],0
p3,1,0.100021,2.705211,[22 47] ; [17 67],[17.58823529 51.41176471] ; [21.41176471 62.58823529],0
a4,1,0.179404,1.802556,[27 43] ; [41 42],[31.11111111 38.88888889] ; [36.88888889 46.11111111],0
u1,1,0.194514,1.683093,[ 6 64] ; [13 71],[ 8.63636364 61.36363636] ; [10.36363636 73.63636364],0
v3,1,0.233399,1.420029,[13 51] ; [24 59],[16.10884354 47.89115646] ; [20.89115646 62.10884354],0
n3,1,0.265044,1.242216,[21  9] ; [21 16],[18.80597015 11.19402985] ; [23.19402985 13.80597015],0
v2,1,0.333978,0.933412,[27 41] ; [26 55],[24.18791946 43.81208054] ; [28.81208054 52.18791946],0
a8,1,0.336776,0.922665,[ 6 61] ; [11 67],[ 7.85517241 59.14482759] ; [ 9.14482759 68.85517241],0
u2,1,0.342591,0.900712,[11 17] ; [16 15],[12.81355932 15.18644068] ; [14.18644068 16.81355932],0
d3,1,0.353672,0.860239,[39 31] ; [40 43],[36.14379085 33.85620915] ; [42.85620915 40.14379085],0
d5,1,0.35863,0.842685,[44 26] ; [58 25],[46.66666667 23.33333333] ; [55.33333333 27.66666667],0
a5,1,0.390918,0.736084,[36 34] ; [49 35],[38.63636364 31.36363636] ; [46.36363636 37.63636364],0
s4,1,0.412804,0.670709,[10 60] ; [16 67],[11.89542484 58.10457516] ; [14.10457516 68.89542484],0
b5,1,0.452035,0.565544,[40 30] ; [53 31],[42.27272727 27.72727273] ; [50.72727273 33.27272727],0
r4,1,0.476314,0.507292,[48 22] ; [53 31],[45.90909091 24.09090909] ; [55.09090909 28.90909091],0
r1,1,0.522253,0.409441,[46 24] ; [51 33],[44.09090909 25.90909091] ; [52.90909091 31.09090909],0
s7,1,0.543002,0.370004,[15 47] ; [23 57],[16.5915493 45.4084507] ; [21.4084507 58.5915493],0
s3,1,0.551163,0.355238,[25 44] ; [34 49],[26.78289474 42.21710526] ; [32.21710526 50.78289474],0
v1,1,0.58586,0.296857,[25 43] ; [27 56],[23.41721854 44.58278146] ; [28.58278146 54.41721854],0
s8,1,0.616088,0.251405,[11 58] ; [16 68],[12.17647059 56.82352941] ; [14.82352941 69.17647059],0
p2,1,0.616893,0.250259,[37 33] ; [41 43],[35.45454545 34.54545455] ; [42.54545455 41.45454545],0
b4,1,0.653541,0.201465,[40 30] ; [51 33],[41.36363636 28.63636364] ; [49.63636364 34.36363636],0
s5,1,0.655921,0.198516,[11 55] ; [16 66],[12.04054054 53.95945946] ; [14.95945946 67.04054054],0
v4,1,0.664847,0.187689,[56 14] ; [64 19],[54.90196078 15.09803922] ; [65.09803922 17.90196078],0
u4,1,0.67025,0.18131,[ 1 69] ; [ 2 82],[ 1.36363636 68.63636364] ; [ 1.63636364 82.36363636],0
b1,1,0.723929,0.124759,[37 33] ; [42 42],[35.90909091 34.09090909] ; [43.09090909 40.90909091],0
b2,1,0.758119,0.094834,[15 27] ; [19 39],[14.28 27.72] ; [19.72 38.28],0
b3,1,0.758119,0.094834,[15 27] ; [19 39],[14.28 27.72] ; [19.72 38.28],0
s2,1,0.771826,0.084092,[19 51] ; [24 58],[19.80263158 50.19736842] ; [23.19736842 58.80263158],0
u3,1,0.799086,0.064786,[15 14] ; [16 17],[14.5 14.5] ; [16.5 16.5],0
a3,1,0.799218,0.064698,[41 28] ; [51 32],[41.76315789 27.23684211] ; [50.23684211 32.76315789],0
p7,1,0.80798,0.059065,[19 51] ; [24 59],[19.67320261 50.32679739] ; [23.32679739 59.67320261],0
p9,1,0.828722,0.046803,[21 47] ; [27 56],[21.61589404 46.38410596] ; [26.38410596 56.61589404],0
a7,1,0.830717,0.045703,[40 30] ; [46 37],[39.34640523 30.65359477] ; [46.65359477 36.34640523],0
p11,1,0.835938,0.042887,[32 38] ; [37 47],[31.36363636 38.63636364] ; [37.63636364 46.36363636],0
p6,1,0.841176,0.040156,[10 59] ; [13 70],[10.44078947 58.55921053] ; [12.55921053 70.44078947],0
p4,1,0.846096,0.037676,[21 49] ; [24 60],[20.45454545 49.54545455] ; [24.54545455 59.45454545],0
r2,1,0.89954,0.015937,[56 12] ; [69 14],[56.29139073 11.70860927] ; [68.70860927 14.29139073],0
n2,1,0.93146,0.007397,[18 12] ; [23 16],[17.82608696 12.17391304] ; [23.17391304 15.82608696],0
p1,1,0.9676,0.00165,[ 4 65] ; [ 5 79],[ 4.05882353 64.94117647] ; [ 4.94117647 79.05882353],0
d1,1,0.976184,0.000891,[29 41] ; [35 49],[29.09090909 40.90909091] ; [34.90909091 49.09090909],0
s1,1,0.983621,0.000421,[ 5 65] ; [ 6 77],[ 5.03267974 64.96732026] ; [ 5.96732026 77.03267974],0
