Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,41.909669,[115  32] ; [18 41],[94.90776699 52.09223301] ; [38.09223301 20.90776699],1
d3,1,2.5e-05,17.794479,[108  39] ; [25 34],[94.90776699 52.09223301] ; [38.09223301 20.90776699],1
u1,1,0.000686,11.527727,[ 42 105] ; [ 4 55],[ 32.82524272 114.17475728] ; [13.17475728 45.82524272],1
b1,1,0.002506,9.136148,[51 96] ; [34 25],[60.65533981 86.34466019] ; [24.34466019 34.65533981],0
b5,1,0.004373,8.122096,[101  46] ; [28 31],[92.05339806 54.94660194] ; [36.94660194 22.05339806],0
a2,1,0.014463,5.980679,[ 44 103] ; [ 8 51],[ 37.10679612 109.89320388] ; [14.89320388 44.10679612],0
p2,1,0.016869,5.709927,[129  18] ; [43 15],[123.33658537  23.66341463] ; [48.66341463  9.33658537],0
d5,1,0.021818,5.260207,[125  22] ; [42 17],[119.16990291  27.83009709] ; [47.83009709 11.16990291],0
r1,1,0.046916,3.948392,[123  22] ; [43 16],[117.99019608  27.00980392] ; [48.00980392 10.99019608],0
b4,1,0.053151,3.739155,[89 58] ; [27 32],[82.77669903 64.22330097] ; [33.22330097 25.77669903],0
a5,1,0.055516,3.66652,[118  29] ; [40 19],[112.74757282  34.25242718] ; [45.25242718 13.74757282],0
r4,1,0.088551,2.900512,[136  11] ; [50  9],[132.72815534  14.27184466] ; [53.27184466  5.72815534],0
n1,1,0.115433,2.478214,[13 21] ; [11  7],[15.69230769 18.30769231] ; [8.30769231 9.69230769],0
v2,1,0.116922,2.458078,[65 78] ; [19 38],[60.06 82.94] ; [23.94 33.06],0
u4,1,0.142212,2.153854,[  1 146] ; [ 2 57],[  2.1407767 144.8592233] ; [ 0.8592233 58.1407767],0
s6,1,0.156636,2.006407,[131  15] ; [47 10],[128.01970443  17.98029557] ; [49.98029557  7.01970443],0
p5,1,0.212729,1.552753,[ 19 127] ; [ 4 54],[ 16.46078431 129.53921569] ; [ 6.53921569 51.46078431],0
p1,1,0.218122,1.516682,[ 10 137] ; [ 7 51],[ 12.1902439 134.8097561] ; [ 4.8097561 53.1902439],0
d1,1,0.230427,1.438223,[93 54] ; [32 27],[89.19902913 57.80097087] ; [35.80097087 23.19902913],0
v4,1,0.230856,1.435578,[144   3] ; [55  3],[142.69756098   4.30243902] ; [56.30243902  1.69756098],0
p12,1,0.26106,1.263126,[ 11 136] ; [ 7 49],[ 13.03448276 133.96551724] ; [ 4.96551724 51.03448276],0
r2,1,0.290936,1.115287,[138   5] ; [54  4],[136.59701493   6.40298507] ; [55.40298507  2.59701493],0
p10,1,0.295674,1.093603,[128  17] ; [48 10],[125.71428571  19.28571429] ; [50.28571429  7.71428571],0
n3,1,0.30218,1.064548,[26  8] ; [12  7],[24.37735849  9.62264151] ; [13.62264151  5.37735849],0
d4,1,0.38359,0.759165,[120  27] ; [45 14],[117.74271845  29.25728155] ; [47.25728155 11.74271845],0
n2,1,0.430262,0.622116,[25  9] ; [12  7],[23.73584906 10.26415094] ; [13.26415094  5.73584906],0
p8,1,0.470865,0.519945,[80 66] ; [35 23],[82.30392157 63.69607843] ; [32.69607843 25.30392157],0
p3,1,0.523366,0.407256,[75 72] ; [33 26],[77.06796117 69.93203883] ; [30.93203883 28.06796117],0
a3,1,0.545991,0.364549,[113  34] ; [43 16],[111.32038835  35.67961165] ; [44.67961165 14.32038835],0
b2,1,0.549148,0.358845,[39 59] ; [19 23],[40.6 57.4] ; [17.4 24.6],0
b3,1,0.549148,0.358845,[39 59] ; [19 23],[40.6 57.4] ; [17.4 24.6],0
s1,1,0.585094,0.298071,[  5 140] ; [ 3 56],[  5.68627451 139.31372549] ; [ 2.31372549 56.68627451],0
p9,1,0.588294,0.293016,[133  14] ; [51  7],[131.94146341  15.05853659] ; [52.05853659  5.94146341],0
n5,1,0.590805,0.289088,[108  38] ; [45 13],[109.5  36.5] ; [43.5 14.5],0
u3,1,0.596628,0.280112,[23 11] ; [12  4],[23.8 10.2] ; [11.2  4.8],0
p6,1,0.623729,0.240661,[71 75] ; [26 32],[69.42156863 76.57843137] ; [27.57843137 30.42156863],0
r3,1,0.663161,0.189707,[140   7] ; [57  2],[140.5776699   6.4223301] ; [56.4223301  2.5776699],0
n4,1,0.697827,0.150742,[112  34] ; [43 15],[110.93137255  35.06862745] ; [44.06862745 13.93137255],0
a8,1,0.722756,0.125867,[ 24 110] ; [ 9 48],[ 23.15183246 110.84816754] ; [ 9.84816754 47.15183246],0
p7,1,0.731089,0.118115,[99 43] ; [39 19],[97.98 44.02] ; [40.02 17.98],0
d2,1,0.741452,0.108855,[81 66] ; [34 25],[82.0631068 64.9368932] ; [32.9368932 26.0631068],0
v1,1,0.769111,0.086164,[72 68] ; [28 29],[71.06598985 68.93401015] ; [28.93401015 28.06598985],0
a4,1,0.771234,0.084542,[64 83] ; [27 32],[64.9368932 82.0631068] ; [26.0631068 32.9368932],0
p4,1,0.781232,0.077125,[97 49] ; [38 21],[96.14634146 49.85365854] ; [38.85365854 20.14634146],0
