Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.007433,7.165354,[ 3 20] ; [8 7],[ 6.65789474 16.34210526] ; [ 4.34210526 10.65789474],0
p3,1,0.016851,5.711801,[ 5 18] ; [9 6],[ 8.47368421 14.52631579] ; [5.52631579 9.47368421],0
v2,1,0.024926,5.02901,[ 4 18] ; [8 7],[ 7.13513514 14.86486486] ; [ 4.86486486 10.13513514],0
s6,1,0.028687,4.786312,[ 5 18] ; [8 6],[ 8.08108108 14.91891892] ; [4.91891892 9.08108108],0
b5,1,0.054344,3.702093,[ 8 15] ; [10  5],[10.89473684 12.10526316] ; [7.10526316 7.89473684],0
p7,1,0.088769,2.896549,[ 6 17] ; [8 7],[ 8.47368421 14.52631579] ; [5.52631579 9.47368421],0
b4,1,0.097034,2.753623,[ 9 14] ; [10  5],[11.5 11.5] ; [7.5 7.5],0
r3,1,0.097034,2.753623,[ 9 14] ; [10  5],[11.5 11.5] ; [7.5 7.5],0
n5,1,0.106125,2.611,[18  5] ; [8 7],[15.73684211  7.26315789] ; [10.26315789  4.73684211],0
s5,1,0.11167,2.530421,[ 2 21] ; [ 4 10],[ 3.72972973 19.27027027] ; [ 2.27027027 11.72972973],0
r4,1,0.133719,2.248792,[ 3 20] ; [ 5 10],[ 4.84210526 18.15789474] ; [ 3.15789474 11.84210526],0
s8,1,0.137547,2.205193,[ 2 21] ; [ 4 11],[ 3.63157895 19.36842105] ; [ 2.36842105 12.63157895],0
r1,1,0.158079,1.992506,[ 7 16] ; [8 7],[ 9.07894737 13.92105263] ; [5.92105263 9.07894737],0
u2,1,0.179712,1.8,[ 1 11] ; [2 4],[ 2. 10.] ; [1. 5.],0
p2,1,0.190631,1.712736,[ 7 15] ; [8 7],[ 8.91891892 13.08108108] ; [6.08108108 8.91891892],0
d4,1,0.214947,1.537793,[14  9] ; [12  3],[15.73684211  7.26315789] ; [10.26315789  4.73684211],0
v3,1,0.242166,1.367938,[ 3 20] ; [ 4 10],[ 4.35135135 18.64864865] ; [ 2.64864865 11.35135135],0
d2,1,0.253995,1.301196,[ 9 13] ; [9 6],[10.7027027 11.2972973] ; [7.2972973 7.7027027],0
s7,1,0.281942,1.157705,[ 5 18] ; [5 8],[ 6.38888889 16.61111111] ; [3.61111111 9.38888889],0
p8,1,0.289651,1.121245,[ 3 20] ; [ 4 11],[ 4.23684211 18.76315789] ; [ 2.76315789 12.23684211],0
p4,1,0.310624,1.028019,[ 7 16] ; [7 8],[ 8.47368421 14.52631579] ; [5.52631579 9.47368421],0
d1,1,0.310624,1.028019,[ 7 16] ; [7 8],[ 8.47368421 14.52631579] ; [5.52631579 9.47368421],0
n1,1,0.312132,1.021635,[6 7] ; [3 1],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
a5,1,0.319424,0.991304,[10 13] ; [9 6],[11.5 11.5] ; [7.5 7.5],0
d5,1,0.389412,0.740779,[ 9 14] ; [8 7],[10.28947368 12.71052632] ; [6.71052632 8.28947368],0
