Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.048409,[94  6] ; [18 15],[84.21052632 15.78947368] ; [27.78947368  5.21052632],1
v4,1,0.003308,8.62954,[93  6] ; [25  8],[88.5 10.5] ; [29.5  3.5],0
p7,1,0.005688,7.646518,[68 28] ; [14 18],[61.5 34.5] ; [20.5 11.5],0
p8,1,0.006917,7.294368,[57 41] ; [ 9 21],[50.53125 47.46875] ; [15.46875 14.53125],0
p10,1,0.007316,7.193659,[80 17] ; [19 13],[74.44186047 22.55813953] ; [24.55813953  7.44186047],0
r2,1,0.010808,6.496685,[94  3] ; [27  5],[90.98449612  6.01550388] ; [30.01550388  1.98449612],0
p2,1,0.013013,6.167275,[81 17] ; [19 12],[75.96899225 22.03100775] ; [24.03100775  6.96899225],0
p1,1,0.018097,5.586777,[ 5 94] ; [ 6 27],[ 8.25 90.75] ; [ 2.75 30.25],0
u2,1,0.028887,4.774306,[11  5] ; [1 5],[8.72727273 7.27272727] ; [3.27272727 2.72727273],0
s8,1,0.034621,4.463768,[57 42] ; [12 21],[51.75 47.25] ; [17.25 15.75],0
s3,1,0.037329,4.335337,[61 38] ; [13 19],[55.92366412 43.07633588] ; [18.07633588 13.92366412],0
r3,1,0.057552,3.606557,[94  5] ; [28  5],[91.5  7.5] ; [30.5  2.5],0
s7,1,0.066184,3.375206,[56 36] ; [13 18],[51.6097561 40.3902439] ; [17.3902439 13.6097561],0
d5,1,0.091808,2.842377,[98  1] ; [31  2],[96.75  2.25] ; [32.25  0.75],0
n3,1,0.095803,2.774063,[17  6] ; [6 7],[14.69444444  8.30555556] ; [8.30555556 4.69444444],0
a6,1,0.102188,2.671064,[40 60] ; [ 8 25],[36.09022556 63.90977444] ; [11.90977444 21.09022556],0
d2,1,0.112633,2.516882,[78 22] ; [29  3],[81.06060606 18.93939394] ; [25.93939394  6.06060606],0
s5,1,0.115821,2.472937,[46 49] ; [10 21],[42.22222222 52.77777778] ; [13.77777778 17.22222222],0
a5,1,0.124597,2.358567,[87 13] ; [25  8],[84.21052632 15.78947368] ; [27.78947368  5.21052632],0
p11,1,0.150651,2.065643,[79 21] ; [22 11],[75.93984962 24.06015038] ; [25.06015038  7.93984962],0
n6,1,0.243192,1.361995,[83 15] ; [25  8],[80.79389313 17.20610687] ; [27.20610687  5.79389313],0
u3,1,0.28255,1.154783,[10  7] ; [2 4],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
a4,1,0.309911,1.031054,[62 38] ; [23  9],[64.39393939 35.60606061] ; [20.60606061 11.39393939],0
s2,1,0.365216,0.819876,[54 45] ; [15 18],[51.75 47.25] ; [17.25 15.75],0
v1,1,0.38706,0.748157,[54 43] ; [15 17],[51.88372093 45.11627907] ; [17.11627907 14.88372093],0
a1,1,0.391421,0.734523,[ 5 95] ; [ 3 30],[ 6.01503759 93.98496241] ; [ 1.98496241 31.01503759],0
s6,1,0.391927,0.732955,[66 30] ; [20 13],[64. 32.] ; [22. 11.],0
n5,1,0.411349,0.674899,[78 20] ; [24  9],[76.30534351 21.69465649] ; [25.69465649  7.30534351],0
n4,1,0.432449,0.616239,[83 15] ; [26  7],[81.54198473 16.45801527] ; [27.45801527  5.54198473],0
p3,1,0.449955,0.570766,[54 45] ; [15 17],[52.14503817 46.85496183] ; [16.85496183 15.14503817],0
b5,1,0.451214,0.567601,[41 59] ; [16 17],[42.85714286 57.14285714] ; [14.14285714 18.85714286],0
p9,1,0.490509,0.475409,[81 16] ; [25  7],[79.70542636 17.29457364] ; [26.29457364  5.70542636],0
b2,1,0.598725,0.276923,[30 35] ; [10 15],[28.88888889 36.11111111] ; [11.11111111 13.88888889],0
b3,1,0.598725,0.276923,[30 35] ; [10 15],[28.88888889 36.11111111] ; [11.11111111 13.88888889],0
s4,1,0.605026,0.267482,[22 76] ; [ 6 27],[20.94656489 77.05343511] ; [ 7.05343511 25.94656489],0
n2,1,0.608766,0.261976,[15  9] ; [7 6],[14.27027027  9.72972973] ; [7.72972973 5.27027027],0
p5,1,0.638682,0.22047,[15 82] ; [ 4 29],[14.17692308 82.82307692] ; [ 4.82307692 28.17692308],0
d3,1,0.719174,0.129286,[70 30] ; [22 11],[69.17293233 30.82706767] ; [22.82706767 10.17293233],0
p4,1,0.757743,0.095139,[57 41] ; [19 12],[57.73643411 40.26356589] ; [18.26356589 12.73643411],0
v3,1,0.770978,0.084737,[40 56] ; [12 19],[39.30708661 56.69291339] ; [12.69291339 18.30708661],0
b1,1,0.796211,0.066695,[55 45] ; [19 14],[55.63909774 44.36090226] ; [18.36090226 14.63909774],0
a3,1,0.876302,0.02423,[83 17] ; [27  6],[82.70676692 17.29323308] ; [27.29323308  5.70676692],0
u1,1,0.878804,0.023252,[10 90] ; [ 3 30],[ 9.77443609 90.22556391] ; [ 3.22556391 29.77443609],0
a2,1,0.895694,0.017188,[13 87] ; [ 4 29],[12.78195489 87.21804511] ; [ 4.21804511 28.78195489],0
v2,1,0.94121,0.005439,[53 45] ; [17 14],[53.17829457 44.82170543] ; [16.82170543 14.17829457],0
b4,1,0.963708,0.00207,[55 45] ; [18 15],[54.88721805 45.11278195] ; [18.11278195 14.88721805],0
n1,1,0.9851,0.000349,[11 13] ; [6 7],[11.02702703 12.97297297] ; [5.97297297 7.02702703],0
p6,1,0.989111,0.000186,[40 57] ; [12 17],[40.03174603 56.96825397] ; [11.96825397 17.03174603],0
s1,1,0.992875,8e-05,[ 3 95] ; [ 1 32],[ 2.99236641 95.00763359] ; [ 1.00763359 31.99236641],0
