Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000962,10.900057,[32 18] ; [64  8],[39.3442623 10.6557377] ; [56.6557377 15.3442623],1
p4,1,0.001311,10.327392,[ 8 43] ; [31 41],[16.17073171 34.82926829] ; [22.82926829 49.17073171],0
p11,1,0.00153,10.042288,[15 36] ; [42 30],[23.63414634 27.36585366] ; [33.36585366 38.63414634],0
p9,1,0.00182,9.722355,[ 8 42] ; [30 40],[15.83333333 34.16666667] ; [22.16666667 47.83333333],0
p7,1,0.002037,9.516329,[15 35] ; [42 30],[23.36065574 26.63934426] ; [33.63934426 38.36065574],0
r3,1,0.002092,9.467075,[31 19] ; [62 10],[38.1147541 11.8852459] ; [54.8852459 17.1147541],0
s1,1,0.005649,7.659038,[ 7 43] ; [ 1 71],[ 3.27868852 46.72131148] ; [ 4.72131148 67.27868852],0
b3,1,0.011501,6.386222,[14 17] ; [ 8 36],[ 9.09333333 21.90666667] ; [12.90666667 31.09333333],0
b2,1,0.011501,6.386222,[14 17] ; [ 8 36],[ 9.09333333 21.90666667] ; [12.90666667 31.09333333],0
a7,1,0.032046,4.596015,[20 30] ; [43 29],[25.81967213 24.18032787] ; [37.18032787 34.81967213],0
r4,1,0.03439,4.475204,[29 22] ; [54 18],[34.41463415 16.58536585] ; [48.58536585 23.41463415],0
d3,1,0.036634,4.367336,[12 39] ; [30 42],[17.41463415 33.58536585] ; [24.58536585 47.41463415],0
p8,1,0.060137,3.533602,[ 8 42] ; [22 49],[12.39669421 37.60330579] ; [17.60330579 53.39669421],0
s3,1,0.082568,3.013606,[17 32] ; [36 35],[21.64166667 27.35833333] ; [31.35833333 39.64166667],0
b5,1,0.089212,2.88853,[27 24] ; [49 23],[31.51219512 19.48780488] ; [44.48780488 27.51219512],0
p6,1,0.100302,2.700738,[ 7 43] ; [19 53],[10.6557377 39.3442623] ; [15.3442623 56.6557377],0
v3,1,0.108227,2.579921,[17 32] ; [15 55],[13.17647059 35.82352941] ; [18.82352941 51.17647059],0
a1,1,0.1109,2.541344,[ 6 45] ; [ 3 69],[ 3.73170732 47.26829268] ; [ 5.26829268 66.73170732],0
s7,1,0.12986,2.29418,[ 8 41] ; [19 48],[11.40517241 37.59482759] ; [15.59482759 51.40517241],0
s4,1,0.135977,2.222905,[ 6 45] ; [16 56],[ 9.12195122 41.87804878] ; [12.87804878 59.12195122],0
n3,1,0.15932,1.980667,[9 7] ; [20  6],[11.04761905  4.95238095] ; [17.95238095  8.04761905],0
p3,1,0.161279,1.962192,[13 38] ; [27 45],[16.58536585 34.41463415] ; [23.41463415 48.58536585],0
d5,1,0.236723,1.400006,[20 31] ; [36 36],[23.2195122 27.7804878] ; [32.7804878 39.2195122],0
s8,1,0.260369,1.266796,[ 6 44] ; [14 57],[ 8.26446281 41.73553719] ; [11.73553719 59.26446281],0
s5,1,0.305644,1.049407,[ 7 42] ; [15 54],[ 9.13559322 39.86440678] ; [12.86440678 56.13559322],0
n6,1,0.316918,1.001621,[26 24] ; [44 28],[28.68852459 21.31147541] ; [41.31147541 30.68852459],0
v1,1,0.32316,0.976116,[15 36] ; [27 44],[17.55737705 33.44262295] ; [24.44262295 46.55737705],0
u2,1,0.358924,0.841653,[13 17] ; [12 25],[11.19402985 18.80597015] ; [13.80597015 23.19402985],0
u3,1,0.366478,0.815572,[14 16] ; [14 25],[12.17391304 17.82608696] ; [15.82608696 23.17391304],0
a8,1,0.411412,0.674716,[ 6 42] ; [12 54],[ 7.57894737 40.42105263] ; [10.42105263 55.57894737],0
n5,1,0.513984,0.425948,[28 22] ; [36 36],[26.2295082 23.7704918] ; [37.7704918 34.2295082],0
a4,1,0.518351,0.417173,[10 40] ; [18 54],[11.47540984 38.52459016] ; [16.52459016 55.47540984],0
v2,1,0.544827,0.366667,[14 35] ; [24 47],[15.51666667 33.48333333] ; [22.48333333 48.51666667],0
a6,1,0.548657,0.359729,[22 29] ; [35 37],[23.63414634 27.36585366] ; [33.36585366 38.63414634],0
b4,1,0.593935,0.284241,[28 23] ; [43 29],[29.43902439 21.56097561] ; [41.56097561 30.43902439],0
n2,1,0.646796,0.209964,[12  6] ; [19  7],[12.68181818  5.31818182] ; [18.31818182  7.68181818],0
d4,1,0.681216,0.16876,[25 26] ; [38 34],[26.12195122 24.87804878] ; [36.87804878 35.12195122],0
p1,1,0.68953,0.159594,[ 3 48] ; [ 3 67],[ 2.52892562 48.47107438] ; [ 3.47107438 66.52892562],0
a3,1,0.695072,0.153649,[21 28] ; [33 38],[22.05 26.95] ; [31.95 39.05],0
d2,1,0.721921,0.12666,[12 39] ; [15 57],[11.19512195 39.80487805] ; [15.80487805 56.19512195],0
r1,1,0.730293,0.118843,[29 21] ; [44 28],[29.91803279 20.08196721] ; [43.08196721 28.91803279],0
r2,1,0.730905,0.118283,[39 11] ; [58 14],[39.75409836 10.24590164] ; [57.24590164 14.75409836],0
s2,1,0.74734,0.10378,[15 36] ; [19 52],[14.21311475 36.78688525] ; [19.78688525 51.21311475],0
b1,1,0.747833,0.103361,[27 24] ; [36 36],[26.12195122 24.87804878] ; [36.87804878 35.12195122],0
p12,1,0.763295,0.090696,[ 1 50] ; [ 2 69],[ 1.25409836 49.74590164] ; [ 1.74590164 69.25409836],0
s6,1,0.777292,0.080004,[21 29] ; [28 43],[20.24793388 29.75206612] ; [28.75206612 42.24793388],0
a5,1,0.798484,0.065183,[21 30] ; [28 44],[20.31707317 30.68292683] ; [28.68292683 43.31707317],0
u1,1,0.804857,0.061042,[ 1 50] ; [ 1 71],[ 0.82926829 50.17073171] ; [ 1.17073171 70.82926829],0
n1,1,0.888117,0.019793,[ 8 10] ; [11 15],[ 7.77272727 10.22727273] ; [11.22727273 14.77272727],0
n4,1,0.901669,0.015265,[30 20] ; [44 28],[30.32786885 19.67213115] ; [43.67213115 28.32786885],0
a2,1,0.945934,0.004599,[ 2 49] ; [ 3 69],[ 2.07317073 48.92682927] ; [ 2.92682927 69.07317073],0
p5,1,0.963576,0.002085,[ 2 48] ; [ 3 69],[ 2.04918033 47.95081967] ; [ 2.95081967 69.04918033],0
