Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.8e-05,16.156643,[23 29] ; [37  7],[32.5 19.5] ; [27.5 16.5],1
p3,1,0.002088,9.470279,[13 42] ; [25 22],[20.49019608 34.50980392] ; [17.50980392 29.49019608],0
p6,1,0.010257,6.589756,[ 8 45] ; [17 28],[13.52040816 39.47959184] ; [11.47959184 33.52040816],0
b4,1,0.035187,4.436095,[36 19] ; [21 26],[30.73529412 24.26470588] ; [26.26470588 20.73529412],0
p4,1,0.035586,4.416852,[22 32] ; [29 18],[27.26732673 26.73267327] ; [23.73267327 23.26732673],0
a3,1,0.040804,4.184151,[40 15] ; [25 22],[35.04901961 19.95098039] ; [29.95098039 17.04901961],0
p10,1,0.054708,3.690955,[35 20] ; [38  9],[39.3627451 15.6372549] ; [33.6372549 13.3627451],0
p2,1,0.063693,3.438511,[39 15] ; [41  6],[42.77227723 11.22772277] ; [37.22772277  9.77227723],0
d4,1,0.06693,3.356761,[45 10] ; [31 16],[40.98039216 14.01960784] ; [35.01960784 11.98039216],0
b1,1,0.108489,2.576088,[24 31] ; [28 19],[28.03921569 26.96078431] ; [23.96078431 23.03921569],0
r2,1,0.138792,2.1913,[49  5] ; [37  9],[46.44  7.56] ; [39.56  6.44],0
p1,1,0.171087,1.873394,[ 2 52] ; [ 5 42],[ 3.74257426 50.25742574] ; [ 3.25742574 43.74257426],0
a4,1,0.173437,1.852986,[21 34] ; [12 35],[17.79411765 37.20588235] ; [15.20588235 31.79411765],0
s7,1,0.190313,1.715191,[15 36] ; [19 26],[18.0625 32.9375] ; [15.9375 29.0625],0
a6,1,0.190688,1.712293,[33 22] ; [34 13],[36.12745098 18.87254902] ; [30.87254902 16.12745098],0
a7,1,0.207772,1.586885,[32 23] ; [33 14],[35.04901961 19.95098039] ; [29.95098039 17.04901961],0
u1,1,0.212795,1.552311,[ 6 49] ; [ 2 45],[ 4.31372549 50.68627451] ; [ 3.68627451 43.31372549],0
s3,1,0.252907,1.307174,[32 22] ; [22 24],[29.16 24.84] ; [24.84 21.16],0
n1,1,0.275973,1.186813,[ 8 10] ; [6 3],[9.33333333 8.66666667] ; [4.66666667 4.33333333],0
s5,1,0.290413,1.117708,[ 8 45] ; [11 36],[10.07 42.93] ; [ 8.93 38.07],0
s8,1,0.295991,1.092171,[19 36] ; [21 26],[21.56862745 33.43137255] ; [18.43137255 28.56862745],0
p9,1,0.33498,0.929549,[40 15] ; [38  9],[42.05882353 12.94117647] ; [35.94117647 11.05882353],0
s2,1,0.364908,0.820932,[24 31] ; [16 30],[21.78217822 33.21782178] ; [18.21782178 27.78217822],0
s6,1,0.380656,0.768581,[28 27] ; [28 19],[30.19607843 24.80392157] ; [25.80392157 21.19607843],0
b2,1,0.39075,0.736607,[10 22] ; [ 6 22],[ 8.53333333 23.46666667] ; [ 7.46666667 20.53333333],0
b3,1,0.39075,0.736607,[10 22] ; [ 6 22],[ 8.53333333 23.46666667] ; [ 7.46666667 20.53333333],0
d5,1,0.39722,0.716726,[38 17] ; [36 11],[39.90196078 15.09803922] ; [34.09803922 12.90196078],0
a8,1,0.413968,0.667375,[ 6 44] ; [ 3 40],[ 4.83870968 45.16129032] ; [ 4.16129032 38.83870968],0
v1,1,0.445692,0.581584,[23 30] ; [23 22],[24.87755102 28.12244898] ; [21.12244898 23.87755102],0
n4,1,0.471441,0.518596,[32 23] ; [24 23],[30.19607843 24.80392157] ; [25.80392157 21.19607843],0
b5,1,0.48249,0.49323,[35 20] ; [33 14],[36.66666667 18.33333333] ; [31.33333333 15.66666667],0
d2,1,0.48249,0.49323,[20 35] ; [14 33],[18.33333333 36.66666667] ; [15.66666667 31.33333333],0
d1,1,0.487542,0.481946,[26 29] ; [19 28],[24.26470588 30.73529412] ; [20.73529412 26.26470588],0
n5,1,0.52313,0.407719,[23 31] ; [23 24],[24.59405941 29.40594059] ; [21.40594059 25.59405941],0
r4,1,0.525253,0.403567,[46  9] ; [37 10],[44.75490196 10.24509804] ; [38.24509804  8.75490196],0
a5,1,0.557321,0.344364,[37 18] ; [29 18],[35.58823529 19.41176471] ; [30.41176471 16.58823529],0
v3,1,0.592607,0.286291,[14 38] ; [10 35],[12.86597938 39.13402062] ; [11.13402062 33.86597938],0
u2,1,0.612689,0.256277,[12  3] ; [16  6],[11.35135135  3.64864865] ; [16.64864865  5.35135135],0
