Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,31.797626,[98 24] ; [22 36],[81.33333333 40.66666667] ; [38.66666667 19.33333333],1
p10,1,1.6e-05,18.577271,[96 22] ; [29 29],[83.80681818 34.19318182] ; [41.19318182 16.80681818],1
n6,1,0.001046,10.744595,[107  15] ; [39 19],[98.95555556 23.04444444] ; [47.04444444 10.95555556],0
s7,1,0.001224,10.453376,[56 58] ; [13 43],[46.27058824 67.72941176] ; [22.72941176 33.27058824],0
p8,1,0.00273,8.979772,[67 51] ; [19 39],[57.65909091 60.34090909] ; [28.34090909 29.65909091],0
s6,1,0.016303,5.769843,[75 44] ; [25 32],[67.61363636 51.38636364] ; [32.38636364 24.61363636],0
d2,1,0.018175,5.57917,[34 88] ; [ 7 51],[27.78888889 94.21111111] ; [13.21111111 44.78888889],0
a1,1,0.023567,5.126187,[  2 120] ; [ 5 53],[  4.74444444 117.25555556] ; [ 2.25555556 55.74444444],0
v1,1,0.026336,4.933842,[60 60] ; [18 38],[53.18181818 66.81818182] ; [24.81818182 31.18181818],0
s2,1,0.040481,4.197623,[57 62] ; [18 39],[50.71022727 68.28977273] ; [24.28977273 32.71022727],0
p5,1,0.041048,4.174039,[ 19 100] ; [ 3 55],[ 14.79096045 104.20903955] ; [ 7.20903955 50.79096045],0
p9,1,0.046852,3.950699,[97 21] ; [40 18],[91.85227273 26.14772727] ; [45.14772727 12.85227273],0
v3,1,0.047816,3.916453,[46 74] ; [13 43],[40.22727273 79.77272727] ; [18.77272727 37.22727273],0
v2,1,0.048567,3.890251,[57 60] ; [18 37],[51.01744186 65.98255814] ; [23.98255814 31.01744186],0
p6,1,0.054818,3.687619,[43 77] ; [12 44],[37.5 82.5] ; [17.5 38.5],0
a5,1,0.063379,3.446667,[68 53] ; [24 34],[62.18994413 58.81005587] ; [29.81005587 28.18994413],0
n1,1,0.080233,3.060182,[13 16] ; [ 3 13],[10.31111111 18.68888889] ; [ 5.68888889 10.31111111],0
p1,1,0.123655,2.3704,[ 18 102] ; [ 4 54],[ 14.83146067 105.16853933] ; [ 7.16853933 50.83146067],0
a2,1,0.134805,2.236276,[ 12 110] ; [ 2 56],[  9.48888889 112.51111111] ; [ 4.51111111 53.48888889],0
b4,1,0.145195,2.122022,[75 47] ; [29 29],[70.48888889 51.51111111] ; [33.51111111 24.48888889],0
s5,1,0.156823,2.0046,[36 81] ; [11 43],[32.15789474 84.84210526] ; [14.84210526 39.15789474],0
p4,1,0.175052,1.839138,[58 61] ; [22 36],[53.78531073 65.21468927] ; [26.21468927 31.78531073],0
