Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-06,20.216052,[27  6] ; [ 1 11],[20.53333333 12.46666667] ; [7.46666667 4.53333333],1
p9,1,0.000289,13.138131,[28  5] ; [3 8],[23.25  9.75] ; [7.75 3.25],1
r3,1,0.001423,10.175316,[29  4] ; [5 7],[24.93333333  8.06666667] ; [9.06666667 2.93333333],0
a5,1,0.007227,7.215686,[21 13] ; [ 2 10],[17. 17.] ; [6. 6.],0
v2,1,0.011002,6.464947,[17 17] ; [ 1 11],[13.30434783 20.69565217] ; [4.69565217 7.30434783],0
a7,1,0.011958,6.317142,[20 14] ; [ 2 10],[16.26086957 17.73913043] ; [5.73913043 6.26086957],0
u2,1,0.013255,6.134785,[10  5] ; [1 7],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
b1,1,0.017596,5.635966,[12 22] ; [9 3],[15.52173913 18.47826087] ; [5.47826087 6.52173913],0
d2,1,0.025248,5.006822,[15 19] ; [ 1 11],[11.82608696 22.17391304] ; [4.17391304 7.82608696],0
n3,1,0.035774,4.407857,[9 3] ; [1 4],[7.05882353 4.94117647] ; [2.94117647 2.05882353],0
b5,1,0.043781,4.064977,[17 17] ; [10  2],[19.95652174 14.04347826] ; [7.04347826 4.95652174],0
a6,1,0.043941,4.058824,[20 14] ; [3 9],[17. 17.] ; [6. 6.],0
p2,1,0.051731,3.784451,[27  7] ; [6 6],[24.39130435  9.60869565] ; [8.60869565 3.39130435],0
s8,1,0.052942,3.745755,[13 21] ; [ 1 11],[10.34782609 23.65217391] ; [3.65217391 8.34782609],0
r4,1,0.052942,3.745755,[13 21] ; [ 1 11],[10.34782609 23.65217391] ; [3.65217391 8.34782609],0
v1,1,0.052942,3.745755,[13 21] ; [ 1 11],[10.34782609 23.65217391] ; [3.65217391 8.34782609],0
d5,1,0.112875,2.5135,[23 11] ; [5 7],[20.69565217 13.30434783] ; [7.30434783 4.69565217],0
d4,1,0.134957,2.234535,[25  9] ; [6 6],[22.91304348 11.08695652] ; [8.08695652 3.91304348],0
a4,1,0.141104,2.165877,[10 24] ; [ 1 11],[ 8.13043478 25.86956522] ; [2.86956522 9.13043478],0
n5,1,0.152829,2.043781,[27  7] ; [7 5],[25.13043478  8.86956522] ; [8.86956522 3.13043478],0
n2,1,0.168843,1.893182,[9 3] ; [2 3],[7.76470588 4.23529412] ; [3.23529412 1.76470588],0
d1,1,0.170604,1.87763,[13 21] ; [ 2 10],[11.08695652 22.91304348] ; [3.91304348 8.08695652],0
a3,1,0.179239,1.803922,[19 15] ; [4 8],[17. 17.] ; [6. 6.],0
p7,1,0.182127,1.780186,[16 18] ; [3 9],[14.04347826 19.95652174] ; [4.95652174 7.04347826],0
p5,1,0.190341,1.714978,[ 9 25] ; [ 1 11],[ 7.39130435 26.60869565] ; [2.60869565 9.39130435],0
s6,1,0.242396,1.366607,[18 16] ; [4 8],[16.26086957 17.73913043] ; [5.73913043 6.26086957],0
p8,1,0.243365,1.360994,[15 19] ; [3 9],[13.30434783 20.69565217] ; [4.69565217 7.30434783],0
v3,1,0.38736,0.747213,[10 24] ; [ 2 10],[ 8.86956522 25.13043478] ; [3.13043478 8.86956522],0
s1,1,0.431011,0.620098,[ 1 33] ; [ 1 11],[ 1.47826087 32.52173913] ; [ 0.52173913 11.47826087],0
a1,1,0.431011,0.620098,[ 1 33] ; [ 1 11],[ 1.47826087 32.52173913] ; [ 0.52173913 11.47826087],0
n4,1,0.436239,0.606156,[24 10] ; [7 5],[22.91304348 11.08695652] ; [8.08695652 3.91304348],0
p4,1,0.476717,0.506364,[21 13] ; [6 6],[19.95652174 14.04347826] ; [7.04347826 4.95652174],0
a8,1,0.554113,0.35,[ 4 28] ; [2 8],[ 4.57142857 27.42857143] ; [1.42857143 8.57142857],0
s2,1,0.593353,0.285138,[11 22] ; [3 9],[10.26666667 22.73333333] ; [3.73333333 8.26666667],0
u3,1,0.679109,0.171131,[ 5 10] ; [2 6],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
b4,1,0.694182,0.154596,[22 12] ; [7 5],[21.43478261 12.56521739] ; [7.56521739 4.43478261],0
p3,1,0.694182,0.154596,[12 22] ; [5 7],[12.56521739 21.43478261] ; [4.43478261 7.56521739],0
d3,1,0.725058,0.123697,[19 15] ; [6 6],[18.47826087 15.52173913] ; [6.52173913 5.47826087],0
p12,1,0.742668,0.107795,[ 4 30] ; [ 1 11],[ 3.69565217 30.30434783] ; [ 1.30434783 10.69565217],0
p1,1,0.742668,0.107795,[ 4 30] ; [ 1 11],[ 3.69565217 30.30434783] ; [ 1.30434783 10.69565217],0
v4,1,0.762308,0.091477,[21 13] ; [8 4],[21.43478261 12.56521739] ; [7.56521739 4.43478261],0
b2,1,0.832894,0.044518,[ 7 14] ; [3 5],[ 7.24137931 13.75862069] ; [2.75862069 5.24137931],0
b3,1,0.832894,0.044518,[ 7 14] ; [3 5],[ 7.24137931 13.75862069] ; [2.75862069 5.24137931],0
s4,1,0.870852,0.026431,[ 5 29] ; [ 2 10],[ 5.17391304 28.82608696] ; [ 1.82608696 10.17391304],0
s3,1,0.878825,0.023244,[ 9 24] ; [3 9],[ 8.8 24.2] ; [3.2 8.8],0
r1,1,0.950336,0.003879,[11 23] ; [4 8],[11.08695652 22.91304348] ; [3.91304348 8.08695652],0
s7,1,0.956645,0.002955,[ 9 23] ; [3 8],[ 8.93023256 23.06976744] ; [3.06976744 7.93023256],0
