Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,56.016577,[32 13] ; [ 28 150],[12.10762332 32.89237668] ; [ 47.89237668 130.10762332],1
s8,1,9.9e-05,15.154883,[19 26] ; [ 28 150],[ 9.48430493 35.51569507] ; [ 37.51569507 140.48430493],1
s7,1,0.00023,13.565285,[20 24] ; [ 31 135],[10.68571429 33.31428571] ; [ 40.31428571 125.68571429],1
p10,1,0.005412,7.73636,[41  4] ; [125  51],[33.80090498 11.19909502] ; [132.19909502  43.80090498],0
d4,1,0.036504,4.373413,[38  7] ; [121  55],[32.37556561 12.62443439] ; [126.62443439  49.37556561],0
a8,1,0.040314,4.204633,[ 9 34] ; [ 15 143],[ 5.13432836 37.86567164] ; [ 18.86567164 139.13432836],0
p11,1,0.063498,3.443588,[38  7] ; [126  52],[33.0941704 11.9058296] ; [130.9058296  47.0941704],0
p2,1,0.085532,2.956515,[37  8] ; [122  54],[32.37556561 12.62443439] ; [126.62443439  49.37556561],0
r1,1,0.088228,2.906413,[35 10] ; [114  63],[30.2027027 14.7972973] ; [118.7972973  58.2027027],0
r2,1,0.092802,2.825089,[42  2] ; [151  24],[38.77625571  5.22374429] ; [154.22374429  20.77625571],0
p7,1,0.110023,2.553884,[29 16] ; [90 86],[24.23076923 20.76923077] ; [94.76923077 81.23076923],0
r4,1,0.112621,2.517055,[38  7] ; [130  48],[33.90134529 11.09865471] ; [134.09865471  43.90134529],0
v2,1,0.116236,2.467316,[26 17] ; [80 90],[21.39906103 21.60093897] ; [84.60093897 85.39906103],0
n4,1,0.120008,2.417223,[41  4] ; [145  33],[37.53363229  7.46636771] ; [148.46636771  29.53363229],0
r3,1,0.131934,2.269596,[41  4] ; [144  32],[37.66968326  7.33031674] ; [147.33031674  28.66968326],0
p12,1,0.133109,2.255868,[ 3 42] ; [  4 172],[ 1.42533937 43.57466063] ; [  5.57466063 170.42533937],0
v4,1,0.15388,2.033357,[42  3] ; [151  26],[39.12162162  5.87837838] ; [153.87837838  23.12162162],0
p9,1,0.168588,1.895452,[38  7] ; [130  44],[34.52054795 10.47945205] ; [133.47945205  40.52054795],0
d3,1,0.192504,1.698348,[30 15] ; [99 78],[26.14864865 18.85135135] ; [102.85135135  74.14864865],0
b3,1,0.193931,1.6875,[15 12] ; [45 63],[12. 15.] ; [48. 60.],0
b2,1,0.193931,1.6875,[15 12] ; [45 63],[12. 15.] ; [48. 60.],0
v3,1,0.217886,1.518242,[19 23] ; [ 62 115],[15.53424658 26.46575342] ; [ 65.46575342 111.53424658],0
a6,1,0.301382,1.068068,[28 17] ; [125  53],[30.87443946 14.12556054] ; [122.12556054  55.87443946],0
a4,1,0.302873,1.061503,[17 28] ; [82 95],[20.06756757 24.93243243] ; [78.93243243 98.06756757],0
u3,1,0.313616,1.015387,[7 6] ; [24 38],[5.37333333 7.62666667] ; [25.62666667 36.37333333],0
s4,1,0.323722,0.973851,[ 5 40] ; [ 12 166],[ 3.43049327 41.56950673] ; [ 13.56950673 164.43049327],0
a7,1,0.325623,0.966227,[32 13] ; [112  65],[29.18918919 15.81081081] ; [114.81081081  62.18918919],0
a1,1,0.3269,0.96114,[ 4 41] ; [  9 169],[ 2.62331839 42.37668161] ; [ 10.37668161 167.62331839],0
a2,1,0.346595,0.885884,[ 7 38] ; [ 39 139],[ 9.28251121 35.71748879] ; [ 36.71748879 141.28251121],0
d1,1,0.386681,0.749353,[26 19] ; [90 88],[23.40807175 21.59192825] ; [92.59192825 85.40807175],0
b4,1,0.386984,0.748397,[27 18] ; [94 84],[24.41704036 20.58295964] ; [96.58295964 81.41704036],0
u2,1,0.395368,0.72237,[7 6] ; [25 36],[5.62162162 7.37837838] ; [26.37837838 34.62162162],0
n1,1,0.434464,0.61086,[4 8] ; [22 26],[5.2 6.8] ; [20.8 27.2],0
v1,1,0.457648,0.551641,[23 21] ; [81 95],[20.8 23.2] ; [83.2 92.8],0
b5,1,0.45845,0.549677,[22 23] ; [98 80],[24.21524664 20.78475336] ; [95.78475336 82.21524664],0
p1,1,0.479525,0.499942,[ 3 42] ; [ 18 160],[ 4.23766816 40.76233184] ; [ 16.76233184 161.23766816],0
u1,1,0.496705,0.461969,[ 7 38] ; [ 21 157],[ 5.65022422 39.34977578] ; [ 22.34977578 155.65022422],0
a3,1,0.507893,0.438406,[32 13] ; [116  60],[30.13574661 14.86425339] ; [117.86425339  58.13574661],0
p6,1,0.530867,0.392732,[14 31] ; [ 46 128],[12.32876712 32.67123288] ; [ 47.67123288 126.32876712],0
n2,1,0.532294,0.390011,[10  3] ; [34 16],[9.07936508 3.92063492] ; [34.92063492 15.07936508],0
n6,1,0.614296,0.253966,[37  7] ; [143  34],[35.83710407  8.16289593] ; [144.16289593  32.83710407],0
b1,1,0.676454,0.174145,[20 25] ; [ 73 105],[18.76681614 26.23318386] ; [ 74.23318386 103.76681614],0
s5,1,0.72753,0.121391,[ 6 37] ; [ 21 154],[ 5.32568807 37.67431193] ; [ 21.67431193 153.32568807],0
d5,1,0.737057,0.11273,[32 13] ; [131  47],[32.89237668 12.10762332] ; [130.10762332  47.89237668],0
n3,1,0.737348,0.112472,[10  4] ; [32 16],[9.48387097 4.51612903] ; [32.51612903 15.48387097],0
p8,1,0.800447,0.063892,[20 25] ; [81 93],[20.75342466 24.24657534] ; [80.24657534 93.75342466],0
d2,1,0.81959,0.052017,[21 24] ; [85 90],[21.68181818 23.31818182] ; [84.31818182 90.68181818],0
s1,1,0.819728,0.051936,[ 1 44] ; [  5 171],[ 1.22171946 43.77828054] ; [  4.77828054 171.22171946],0
a5,1,0.907353,0.013544,[32 13] ; [125  53],[31.68161435 13.31838565] ; [125.31838565  52.68161435],0
p3,1,0.922622,0.009434,[19 25] ; [ 75 102],[18.71493213 25.28506787] ; [ 75.28506787 101.71493213],0
p4,1,0.952905,0.003488,[21 24] ; [83 93],[21.17647059 23.82352941] ; [82.82352941 93.17647059],0
