Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.556091,[1 6] ; [78  8],[5.94623656 1.05376344] ; [73.05376344 12.94623656],1
r3,1,5.1e-05,16.407895,[4 3] ; [82  3],[6.54347826 0.45652174] ; [79.45652174  5.54347826],1
b1,1,0.006324,7.45554,[6 1] ; [29 57],[2.6344086 4.3655914] ; [32.3655914 53.6344086],0
a7,1,0.026189,4.943522,[2 5] ; [60 26],[4.66666667 2.33333333] ; [57.33333333 28.66666667],0
p7,1,0.027844,4.837718,[2 5] ; [57 25],[4.64044944 2.35955056] ; [54.35955056 27.64044944],0
s3,1,0.048798,3.882276,[3 4] ; [66 20],[5.19354839 1.80645161] ; [63.80645161 22.19354839],0
p11,1,0.088402,2.903227,[3 4] ; [63 23],[4.96774194 2.03225806] ; [61.03225806 24.96774194],0
s2,1,0.123111,2.377289,[3 4] ; [61 25],[4.8172043 2.1827957] ; [59.1827957 26.8172043],0
n6,1,0.125919,2.342108,[4 3] ; [70 16],[5.56989247 1.43010753] ; [68.43010753 17.56989247],0
p10,1,0.158756,1.986032,[4 3] ; [68 17],[5.47826087 1.52173913] ; [66.52173913 18.47826087],0
p9,1,0.164991,1.927876,[4 3] ; [67 17],[5.46153846 1.53846154] ; [65.53846154 18.46153846],0
d1,1,0.184844,1.758238,[1 6] ; [34 52],[2.6344086 4.3655914] ; [32.3655914 53.6344086],0
s6,1,0.221533,1.49441,[4 3] ; [66 19],[5.32608696 1.67391304] ; [64.67391304 20.32608696],0
v4,1,0.27713,1.181108,[6 1] ; [82  4],[6.62365591 0.37634409] ; [81.37634409  4.62365591],0
n5,1,0.283674,1.149402,[4 3] ; [65 21],[5.19354839 1.80645161] ; [63.80645161 22.19354839],0
n2,1,0.28497,1.143235,[2 2] ; [16  5],[2.88 1.12] ; [15.12  5.88],0
b4,1,0.297781,1.084106,[3 4] ; [54 32],[4.29032258 2.70967742] ; [52.70967742 33.29032258],0
d3,1,0.297781,1.084106,[3 4] ; [54 32],[4.29032258 2.70967742] ; [52.70967742 33.29032258],0
a6,1,0.301739,1.066491,[2 5] ; [42 44],[3.31182796 3.68817204] ; [40.68817204 45.31182796],0
n1,1,0.315086,1.009234,[1 3] ; [11 10],[1.92 2.08] ; [10.08 10.92],0
s8,1,0.329201,0.952036,[3 4] ; [53 33],[4.21505376 2.78494624] ; [51.78494624 34.21505376],0
s1,1,0.393339,0.728595,[1 6] ; [ 5 79],[0.46153846 6.53846154] ; [ 5.53846154 78.46153846],0
p6,1,0.396928,0.717614,[2 5] ; [37 45],[3.06741573 3.93258427] ; [35.93258427 46.06741573],0
s4,1,0.402044,0.702205,[3 4] ; [24 62],[2.03225806 4.96774194] ; [24.96774194 61.03225806],0
a3,1,0.411274,0.675115,[3 4] ; [50 35],[4.0326087 2.9673913] ; [48.9673913 36.0326087],0
v2,1,0.411802,0.673593,[2 5] ; [37 46],[3.03333333 3.96666667] ; [35.96666667 47.03333333],0
v3,1,0.431207,0.619569,[2 5] ; [36 46],[2.98876404 4.01123596] ; [35.01123596 46.98876404],0
n4,1,0.444456,0.584751,[4 3] ; [61 25],[4.89247312 2.10752688] ; [60.10752688 25.89247312],0
p4,1,0.456192,0.555222,[5 2] ; [49 37],[4.06451613 2.93548387] ; [49.93548387 36.06451613],0
p8,1,0.46439,0.535294,[3 4] ; [48 36],[3.92307692 3.07692308] ; [47.07692308 36.92307692],0
u3,1,0.586214,0.296296,[3 1] ; [22 14],[2.5 1.5] ; [22.5 13.5],0
u2,1,0.616573,0.250714,[2 2] ; [22 13],[2.46153846 1.53846154] ; [21.53846154 13.46153846],0
d4,1,0.628766,0.233738,[6 1] ; [67 19],[5.49462366 1.50537634] ; [67.50537634 18.49462366],0
b5,1,0.760784,0.092691,[4 3] ; [44 42],[3.61290323 3.38709677] ; [44.38709677 41.61290323],0
v1,1,0.784236,0.074968,[3 4] ; [41 44],[3.34782609 3.65217391] ; [40.65217391 44.34782609],0
s5,1,0.822553,0.050294,[3 4] ; [32 51],[2.72222222 4.27777778] ; [32.27777778 50.72222222],0
p2,1,0.890328,0.019014,[6 1] ; [72 14],[5.87096774 1.12903226] ; [72.12903226 13.87096774],0
p3,1,0.898634,0.016227,[3 4] ; [39 47],[3.16129032 3.83870968] ; [38.83870968 47.16129032],0
r1,1,0.916487,0.010996,[5 2] ; [63 23],[5.11827957 1.88172043] ; [62.88172043 23.11827957],0
d5,1,0.916487,0.010996,[5 2] ; [63 23],[5.11827957 1.88172043] ; [62.88172043 23.11827957],0
p1,1,0.952878,0.003492,[1 6] ; [13 73],[1.05376344 5.94623656] ; [12.94623656 73.05376344],0
