Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4e-06,21.041153,[22 14] ; [21 83],[11.05714286 24.94285714] ; [31.94285714 72.05714286],1
s2,1,7e-06,20.089391,[24 12] ; [28 82],[12.82191781 23.17808219] ; [39.17808219 70.82191781],1
s6,1,9.8e-05,15.169075,[28  9] ; [43 68],[17.75 19.25] ; [53.25 57.75],1
s3,1,0.000937,10.947974,[25 11] ; [42 69],[16.40816327 19.59183673] ; [50.59183673 60.40816327],1
p10,1,0.012376,6.256138,[16 21] ; [24 85],[10.1369863 26.8630137] ; [29.8630137 79.1369863],0
n5,1,0.044629,4.032623,[26 11] ; [57 54],[20.75 16.25] ; [62.25 48.75],0
s5,1,0.049198,3.868592,[11 24] ; [18 93],[ 6.95205479 28.04794521] ; [22.04794521 88.95205479],0
u2,1,0.062974,3.457288,[10  3] ; [22 24],[7.05084746 5.94915254] ; [24.94915254 21.05084746],0
p4,1,0.066766,3.360792,[21 16] ; [43 66],[16.21917808 20.78082192] ; [47.78082192 61.21917808],0
p2,1,0.075976,3.148936,[28  9] ; [66 45],[23.5 13.5] ; [70.5 40.5],0
r4,1,0.09839,2.73145,[33  4] ; [85 26],[29.5  7.5] ; [88.5 22.5],0
b1,1,0.104027,2.642694,[25 12] ; [58 53],[20.75 16.25] ; [62.25 48.75],0
v2,1,0.111558,2.532016,[20 16] ; [44 65],[15.88965517 20.11034483] ; [48.11034483 60.88965517],0
p5,1,0.1488,2.084507,[ 3 34] ; [  3 108],[ 1.5 35.5] ; [  4.5 106.5],0
p6,1,0.156732,2.005479,[11 25] ; [21 88],[ 7.94482759 28.05517241] ; [24.05517241 84.94482759],0
u3,1,0.175898,1.831942,[10  3] ; [27 21],[7.8852459 5.1147541] ; [29.1147541 18.8852459],0
v3,1,0.182231,1.779338,[15 21] ; [32 76],[11.75 24.25] ; [35.25 72.75],0
p1,1,0.201417,1.632067,[ 1 36] ; [ 10 100],[ 2.76870748 34.23129252] ; [  8.23129252 101.76870748],0
a8,1,0.211919,1.55827,[ 1 32] ; [10 91],[ 2.70895522 30.29104478] ; [ 8.29104478 92.70895522],0
d1,1,0.215174,1.536269,[20 17] ; [47 64],[16.75 20.25] ; [50.25 60.75],0
r3,1,0.216074,1.530256,[35  2] ; [96 14],[32.97278912  4.02721088] ; [98.02721088 11.97278912],0
p8,1,0.232898,1.423077,[16 21] ; [36 75],[13. 24.] ; [39. 72.],0
d5,1,0.236019,1.404219,[30  7] ; [79 32],[27.25  9.75] ; [81.75 29.25],0
b4,1,0.240292,1.378882,[26 11] ; [66 45],[23. 14.] ; [69. 42.],0
n4,1,0.271995,1.206657,[27 10] ; [70 41],[24.25 12.75] ; [72.75 38.25],0
p11,1,0.294281,1.099932,[23 14] ; [58 53],[20.25 16.75] ; [60.75 50.25],0
n2,1,0.315866,1.005987,[10  2] ; [26 12],[8.64 3.36] ; [27.36 10.64],0
r2,1,0.323863,0.973283,[35  2] ; [98 12],[33.47619048  3.52380952] ; [99.52380952 10.47619048],0
u1,1,0.341075,0.906387,[ 7 30] ; [14 97],[ 5.25 31.75] ; [15.75 95.25],0
n1,1,0.358795,0.842105,[5 5] ; [13 25],[3.75 6.25] ; [14.25 23.75],0
a3,1,0.385538,0.752968,[24 13] ; [63 48],[21.75 15.25] ; [65.25 45.75],0
a7,1,0.387747,0.745995,[22 15] ; [74 36],[24.16326531 12.83673469] ; [71.83673469 38.16326531],0
a1,1,0.401188,0.704762,[ 3 34] ; [  5 106],[ 2. 35.] ; [  6. 105.],0
n6,1,0.406172,0.689977,[28  9] ; [76 35],[26. 11.] ; [78. 33.],0
v1,1,0.426448,0.632479,[15 22] ; [37 74],[13. 24.] ; [39. 72.],0
a4,1,0.463352,0.537785,[11 26] ; [40 70],[12.83673469 24.16326531] ; [38.16326531 71.83673469],0
s4,1,0.48371,0.490488,[ 7 29] ; [16 94],[ 5.67123288 30.32876712] ; [17.32876712 92.67123288],0
p3,1,0.523789,0.406425,[14 23] ; [35 74],[12.41780822 24.58219178] ; [36.58219178 72.41780822],0
d2,1,0.599244,0.276138,[19 18] ; [51 59],[17.61904762 19.38095238] ; [52.38095238 57.61904762],0
r1,1,0.658159,0.195767,[29  8] ; [83 28],[28.  9.] ; [84. 27.],0
s1,1,0.684655,0.164933,[ 3 33] ; [  7 103],[ 2.46575342 33.53424658] ; [  7.53424658 102.46575342],0
p7,1,0.736312,0.113394,[19 17] ; [54 55],[18.12413793 17.87586207] ; [54.87586207 54.12413793],0
b3,1,0.756537,0.096119,[ 7 21] ; [18 46],[ 7.60869565 20.39130435] ; [17.39130435 46.60869565],0
b2,1,0.756537,0.096119,[ 7 21] ; [18 46],[ 7.60869565 20.39130435] ; [17.39130435 46.60869565],0
a6,1,0.845839,0.037803,[23 14] ; [67 44],[22.5 14.5] ; [67.5 43.5],0
d3,1,0.847446,0.037009,[22 15] ; [64 47],[21.5 15.5] ; [64.5 46.5],0
b5,1,0.848564,0.036462,[20 17] ; [62 49],[20.5 16.5] ; [61.5 49.5],0
d4,1,0.892223,0.018358,[27 10] ; [79 31],[26.68027211 10.31972789] ; [79.31972789 30.68027211],0
n3,1,0.894893,0.017454,[7 4] ; [25 13],[7.18367347 3.81632653] ; [24.81632653 13.18367347],0
a2,1,0.899208,0.016043,[ 6 31] ; [19 92],[ 6.25 30.75] ; [18.75 92.25],0
a5,1,0.923191,0.009296,[22 15] ; [65 46],[21.75 15.25] ; [65.25 45.75],0
