Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000315,12.976525,[ 6 20] ; [22  9],[12.77192982 13.22807018] ; [15.22807018 15.77192982],1
r1,1,0.004919,7.909022,[16 13] ; [28  4],[20.91803279  8.08196721] ; [23.08196721  8.91803279],0
d3,1,0.023775,5.110975,[ 8 21] ; [18 14],[12.36065574 16.63934426] ; [13.63934426 18.36065574],0
v3,1,0.048796,3.882349,[ 6 21] ; [15 17],[ 9.61016949 17.38983051] ; [11.38983051 20.61016949],0
r4,1,0.049146,3.870367,[22  7] ; [30  2],[24.72131148  4.27868852] ; [27.27868852  4.72131148],0
p5,1,0.049521,3.85762,[ 2 27] ; [ 8 23],[ 4.83333333 24.16666667] ; [ 5.16666667 25.83333333],0
n4,1,0.056513,3.636865,[16 13] ; [25  7],[19.49180328  9.50819672] ; [21.50819672 10.49180328],0
u3,1,0.093216,2.817937,[5 8] ; [8 3],[7.04166667 5.95833333] ; [5.95833333 5.04166667],0
b5,1,0.102437,2.667189,[13 16] ; [21 11],[16.16393443 12.83606557] ; [17.83606557 14.16393443],0
r2,1,0.104957,2.628562,[23  6] ; [29  2],[25.13333333  3.86666667] ; [26.86666667  4.13333333],0
r3,1,0.129301,2.300881,[25  4] ; [31  1],[26.62295082  2.37704918] ; [29.37704918  2.62295082],0
s7,1,0.135432,2.229107,[20  8] ; [27  4],[22.30508475  5.69491525] ; [24.69491525  6.30508475],0
a4,1,0.137071,2.210533,[ 3 26] ; [ 8 24],[ 5.2295082 23.7704918] ; [ 5.7704918 26.2295082],0
b2,1,0.19043,1.714286,[5 9] ; [16 12],[7. 7.] ; [14. 14.],0
b3,1,0.19043,1.714286,[5 9] ; [16 12],[7. 7.] ; [14. 14.],0
n1,1,0.220671,1.5,[3 5] ; [3 1],[4. 4.] ; [2. 2.],0
d2,1,0.233834,1.417385,[ 6 23] ; [11 21],[ 8.08196721 20.91803279] ; [ 8.91803279 23.08196721],0
s4,1,0.237729,1.394013,[ 7 22] ; [ 4 28],[ 5.2295082 23.7704918] ; [ 5.7704918 26.2295082],0
n5,1,0.265845,1.238062,[20  9] ; [26  6],[21.86885246  7.13114754] ; [24.13114754  7.86885246],0
p1,1,0.271505,1.209125,[ 4 25] ; [ 8 24],[ 5.70491803 23.29508197] ; [ 6.29508197 25.70491803],0
s6,1,0.27273,1.202962,[19 10] ; [25  7],[20.91803279  8.08196721] ; [23.08196721  8.91803279],0
a2,1,0.285455,1.140933,[ 2 27] ; [ 5 27],[ 3.32786885 25.67213115] ; [ 3.67213115 28.32786885],0
n6,1,0.355275,0.854526,[26  3] ; [26  6],[24.72131148  4.27868852] ; [27.27868852  4.72131148],0
p11,1,0.388237,0.744456,[23  6] ; [28  4],[24.24590164  4.75409836] ; [26.75409836  5.24590164],0
a7,1,0.395378,0.722338,[15 14] ; [20 12],[16.63934426 12.36065574] ; [18.36065574 13.63934426],0
a3,1,0.403967,0.696486,[16 13] ; [21 11],[17.59016393 11.40983607] ; [19.40983607 12.59016393],0
p8,1,0.415214,0.663821,[18 11] ; [23  9],[19.49180328  9.50819672] ; [21.50819672 10.49180328],0
s3,1,0.417385,0.657667,[19 10] ; [24  8],[20.44262295  8.55737705] ; [22.55737705  9.44262295],0
s5,1,0.457199,0.552744,[11 17] ; [ 9 21],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
v4,1,0.514436,0.425034,[27  2] ; [30  1],[27.55  1.45] ; [29.45  1.55],0
a5,1,0.561148,0.33772,[16 13] ; [20 12],[17.1147541 11.8852459] ; [18.8852459 13.1147541],0
a8,1,0.564819,0.331429,[ 4 24] ; [ 6 24],[ 4.82758621 23.17241379] ; [ 5.17241379 24.82758621],0
p4,1,0.583378,0.300806,[18 11] ; [22 10],[19.01639344  9.98360656] ; [20.98360656 11.01639344],0
p9,1,0.588738,0.292319,[25  4] ; [29  3],[25.67213115  3.32786885] ; [28.32786885  3.67213115],0
p12,1,0.602047,0.27192,[ 5 24] ; [ 4 28],[ 4.27868852 24.72131148] ; [ 4.72131148 27.27868852],0
s1,1,0.613315,0.255376,[ 1 28] ; [ 2 30],[ 1.42622951 27.57377049] ; [ 1.57377049 30.42622951],0
d1,1,0.724536,0.124188,[ 2 27] ; [ 3 29],[ 2.37704918 26.62295082] ; [ 2.62295082 29.37704918],0
p7,1,0.734749,0.114796,[19  9] ; [23  9],[19.6  8.4] ; [22.4  9.6],0
a6,1,0.740295,0.109868,[16 13] ; [19 13],[16.63934426 12.36065574] ; [18.36065574 13.63934426],0
p10,1,0.840329,0.040591,[25  4] ; [27  5],[24.72131148  4.27868852] ; [27.27868852  4.72131148],0
b1,1,0.872681,0.025681,[13 16] ; [15 17],[13.31147541 15.68852459] ; [14.68852459 17.31147541],0
p2,1,0.878358,0.023425,[24  5] ; [26  6],[23.7704918  5.2295082] ; [26.2295082  5.7704918],0
p3,1,0.892996,0.018094,[14 15] ; [16 16],[14.26229508 14.73770492] ; [15.73770492 16.26229508],0
d4,1,0.912877,0.011971,[15 14] ; [17 15],[15.21311475 13.78688525] ; [16.78688525 15.21311475],0
b4,1,0.912877,0.011971,[15 14] ; [17 15],[15.21311475 13.78688525] ; [16.78688525 15.21311475],0
u2,1,0.915759,0.011189,[8 5] ; [7 4],[8.125 4.875] ; [6.875 4.125],0
u1,1,0.918855,0.010379,[ 2 27] ; [ 2 30],[ 1.90163934 27.09836066] ; [ 2.09836066 29.90163934],0
p6,1,0.952297,0.003579,[12 17] ; [13 19],[11.8852459 17.1147541] ; [13.1147541 18.8852459],0
s2,1,0.972328,0.001203,[18 11] ; [20 12],[18.06557377 10.93442623] ; [19.93442623 12.06557377],0
