Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.4e-05,18.890633,[55 15] ; [10 20],[45.5 24.5] ; [19.5 10.5],1
a6,1,0.000101,15.122972,[54 16] ; [11 19],[45.5 24.5] ; [19.5 10.5],1
v2,1,0.00492,7.908595,[48 19] ; [12 17],[41.875 25.125] ; [18.125 10.875],0
s7,1,0.008883,6.846127,[33 34] ; [ 6 23],[27.21875 39.78125] ; [11.78125 17.21875],0
p2,1,0.010927,6.477159,[56 13] ; [17 13],[50.87878788 18.12121212] ; [22.12121212  7.87878788],0
d1,1,0.018342,5.563187,[39 31] ; [ 9 21],[33.6 36.4] ; [14.4 15.6],0
n1,1,0.018805,5.519576,[ 3 22] ; [6 7],[ 5.92105263 19.07894737] ; [3.07894737 9.92105263],0
p8,1,0.022577,5.200748,[35 33] ; [ 8 22],[29.83673469 38.16326531] ; [13.16326531 16.83673469],0
d5,1,0.036665,4.365904,[56 14] ; [18 12],[51.8 18.2] ; [22.2  7.8],0
v3,1,0.039252,4.249921,[29 39] ; [ 6 23],[24.53608247 43.46391753] ; [10.46391753 18.53608247],0
a1,1,0.045021,4.017857,[ 1 69] ; [ 3 27],[ 2.8 67.2] ; [ 1.2 28.8],0
s6,1,0.049343,3.863645,[49 20] ; [14 14],[44.81443299 24.18556701] ; [18.18556701  9.81443299],0
p9,1,0.054588,3.694613,[60  8] ; [21  8],[56.78350515 11.21649485] ; [24.21649485  4.78350515],0
n6,1,0.086851,2.931798,[47 22] ; [15 15],[43.21212121 25.78787879] ; [18.78787879 11.21212121],0
r4,1,0.101707,2.678571,[59 11] ; [21  9],[56. 14.] ; [24.  6.],0
p6,1,0.103369,2.652773,[20 46] ; [ 4 24],[16.85106383 49.14893617] ; [ 7.14893617 20.85106383],0
n2,1,0.145182,2.122154,[18  7] ; [12  1],[19.73684211  5.26315789] ; [10.26315789  2.73684211],0
r3,1,0.152872,2.043356,[64  5] ; [25  5],[62.03030303  6.96969697] ; [26.96969697  3.03030303],0
u2,1,0.159877,1.975393,[15  6] ; [4 5],[13.3  7.7] ; [5.7 3.3],0
a5,1,0.202685,1.622921,[51 19] ; [18 12],[48.3 21.7] ; [20.7  9.3],0
n3,1,0.204621,1.609084,[14 11] ; [10  3],[15.78947368  9.21052632] ; [8.21052632 4.78947368],0
a2,1,0.21786,1.518413,[17 53] ; [ 4 26],[14.7 55.3] ; [ 6.3 23.7],0
b3,1,0.23646,1.401575,[15 17] ; [ 5 12],[13.06122449 18.93877551] ; [ 6.93877551 10.06122449],0
b2,1,0.23646,1.401575,[15 17] ; [ 5 12],[13.06122449 18.93877551] ; [ 6.93877551 10.06122449],0
r2,1,0.246135,1.345109,[63  6] ; [25  5],[61.33333333  7.66666667] ; [26.66666667  3.33333333],0
