Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000102,15.100567,[ 5 24] ; [48 33],[13.97272727 15.02727273] ; [39.02727273 41.97272727],1
v4,1,0.00101,10.809374,[15 14] ; [67 14],[21.61818182  7.38181818] ; [60.38181818 20.61818182],0
u3,1,0.002578,9.084207,[ 2 15] ; [17 13],[ 6.87234043 10.12765957] ; [12.12765957 17.87234043],0
s3,1,0.005916,7.5758,[ 4 24] ; [35 46],[10.01834862 17.98165138] ; [28.98165138 52.01834862],0
s2,1,0.008396,6.946923,[ 4 25] ; [33 48],[ 9.75454545 19.24545455] ; [27.24545455 53.75454545],0
p10,1,0.021328,5.299814,[12 16] ; [54 26],[17.11111111 10.88888889] ; [48.88888889 31.11111111],0
p9,1,0.023286,5.147023,[15 12] ; [61 17],[19.54285714  7.45714286] ; [56.45714286 21.54285714],0
a4,1,0.036826,4.358434,[ 6 23] ; [34 46],[10.64220183 18.35779817] ; [29.35779817 50.64220183],0
a3,1,0.043774,4.065249,[12 17] ; [51 30],[16.60909091 12.39090909] ; [46.39090909 34.60909091],0
s7,1,0.056563,3.635402,[ 3 23] ; [24 55],[ 6.68571429 19.31428571] ; [20.31428571 58.68571429],0
p3,1,0.058439,3.581135,[ 3 25] ; [23 58],[ 6.67889908 21.32110092] ; [19.32110092 61.67889908],0
a5,1,0.081133,3.04205,[11 18] ; [46 35],[15.02727273 13.97272727] ; [41.97272727 39.02727273],0
p12,1,0.111316,2.535444,[ 2 27] ; [ 1 79],[ 0.79816514 28.20183486] ; [ 2.20183486 77.79816514],0
p6,1,0.136037,2.222222,[ 2 25] ; [16 65],[ 4.5 22.5] ; [13.5 67.5],0
d5,1,0.137151,2.20964,[16 13] ; [57 24],[19.24545455  9.75454545] ; [53.75454545 27.24545455],0
p2,1,0.144352,2.130946,[13 16] ; [49 32],[16.34545455 12.65454545] ; [45.65454545 35.34545455],0
n1,1,0.1483,2.089647,[2 9] ; [12 16],[3.94871795 7.05128205] ; [10.05128205 17.94871795],0
v3,1,0.153674,2.035402,[ 4 25] ; [21 57],[ 6.77570093 22.22429907] ; [18.22429907 59.77570093],0
n4,1,0.192281,1.700056,[15 14] ; [53 28],[17.92727273 11.07272727] ; [50.07272727 30.92727273],0
d2,1,0.206846,1.593365,[10 19] ; [38 41],[12.88888889 16.11111111] ; [35.11111111 43.88888889],0
r3,1,0.232497,1.425519,[19  9] ; [64 17],[21.32110092  6.67889908] ; [61.67889908 19.32110092],0
s5,1,0.253065,1.306302,[ 4 25] ; [18 57],[ 6.13461538 22.86538462] ; [15.86538462 59.13461538],0
b1,1,0.253726,1.302672,[15 14] ; [32 49],[12.39090909 16.60909091] ; [34.60909091 46.39090909],0
