Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.757043,[22 49] ; [25  7],[32.39805825 38.60194175] ; [14.60194175 17.39805825],1
p3,1,5.9e-05,16.127646,[21 50] ; [23  9],[30.33009709 40.66990291] ; [13.66990291 18.33009709],1
a2,1,0.000621,11.712441,[ 8 63] ; [13 19],[14.47572816 56.52427184] ; [ 6.52427184 25.47572816],1
s7,1,0.004949,7.898138,[22 45] ; [19 11],[28.31958763 38.68041237] ; [12.68041237 17.31958763],0
p7,1,0.007972,7.039716,[31 40] ; [23  9],[37.22330097 33.77669903] ; [16.77669903 15.22330097],0
d1,1,0.01281,6.195101,[30 41] ; [22 10],[35.84466019 35.15533981] ; [16.15533981 15.84466019],0
u3,1,0.014306,6.0,[ 9 15] ; [7 1],[12. 12.] ; [4. 4.],0
d2,1,0.021026,5.324669,[27 44] ; [20 12],[32.39805825 38.60194175] ; [14.60194175 17.39805825],0
d3,1,0.031576,4.621378,[45 26] ; [27  5],[49.63106796 21.36893204] ; [22.36893204  9.63106796],0
s6,1,0.045457,4.001609,[31 39] ; [21 11],[35.68627451 34.31372549] ; [16.31372549 15.68627451],0
p1,1,0.048096,3.906625,[ 3 67] ; [ 5 27],[ 5.49019608 64.50980392] ; [ 2.50980392 29.49019608],0
s5,1,0.079249,3.080236,[ 9 58] ; [ 8 20],[11.98947368 55.01052632] ; [ 5.01052632 22.98947368],0
a7,1,0.091885,2.841044,[46 25] ; [26  6],[49.63106796 21.36893204] ; [22.36893204  9.63106796],0
a5,1,0.100921,2.69093,[49 22] ; [27  5],[52.38834951 18.61165049] ; [23.61165049  8.38834951],0
s8,1,0.119845,2.419344,[22 49] ; [15 17],[25.50485437 45.49514563] ; [11.49514563 20.50485437],0
n6,1,0.120874,2.405959,[42 29] ; [24  8],[45.49514563 25.50485437] ; [20.50485437 11.49514563],0
v4,1,0.125105,2.352217,[61  9] ; [31  1],[63.1372549  6.8627451] ; [28.8627451  3.1372549],0
r2,1,0.130144,2.29079,[60  9] ; [30  1],[62.1  6.9] ; [27.9  3.1],0
r4,1,0.144366,2.130795,[59 12] ; [30  2],[61.34951456  9.65048544] ; [27.65048544  4.34951456],0
a4,1,0.146341,2.109984,[29 42] ; [18 14],[32.39805825 38.60194175] ; [14.60194175 17.39805825],0
p10,1,0.171301,1.87152,[41 30] ; [23  9],[44.11650485 26.88349515] ; [19.88349515 12.11650485],0
r1,1,0.182188,1.779682,[54 17] ; [28  4],[56.52427184 14.47572816] ; [25.47572816  6.52427184],0
u1,1,0.208609,1.581051,[ 7 64] ; [ 6 26],[ 8.96116505 62.03883495] ; [ 4.03883495 27.96116505],0
v1,1,0.251165,1.316815,[25 44] ; [15 16],[27.6 41.4] ; [12.4 18.6],0
p8,1,0.266296,1.235727,[23 48] ; [14 18],[25.50485437 45.49514563] ; [11.49514563 20.50485437],0
a6,1,0.268154,1.226167,[43 28] ; [23  9],[45.49514563 25.50485437] ; [20.50485437 11.49514563],0
d5,1,0.272651,1.20336,[53 18] ; [27  5],[55.14563107 15.85436893] ; [24.85436893  7.14563107],0
p9,1,0.283154,1.151892,[45 25] ; [24  8],[47.35294118 22.64705882] ; [21.64705882 10.35294118],0
a8,1,0.309359,1.033411,[ 9 56] ; [ 2 28],[ 7.52631579 57.47368421] ; [ 3.47368421 26.52631579],0
s4,1,0.324315,0.971467,[10 61] ; [ 7 25],[11.7184466 59.2815534] ; [ 5.2815534 26.7184466],0
v2,1,0.344353,0.894159,[34 35] ; [19 13],[36.20792079 32.79207921] ; [16.79207921 15.20792079],0
a3,1,0.371649,0.798143,[47 24] ; [24  8],[48.94174757 22.05825243] ; [22.05825243  9.94174757],0
p2,1,0.380192,0.770082,[52 19] ; [26  6],[53.76699029 17.23300971] ; [24.23300971  7.76699029],0
u2,1,0.399075,0.711111,[14 10] ; [6 2],[15.  9.] ; [5. 3.],0
p12,1,0.412719,0.670955,[ 2 68] ; [ 2 30],[ 2.74509804 67.25490196] ; [ 1.25490196 30.74509804],0
b5,1,0.425536,0.634977,[43 28] ; [22 10],[44.80582524 26.19417476] ; [20.19417476 11.80582524],0
s2,1,0.438398,0.600471,[25 45] ; [14 18],[26.76470588 43.23529412] ; [12.23529412 19.76470588],0
d4,1,0.462311,0.540293,[58 13] ; [28  4],[59.2815534 11.7184466] ; [26.7184466  5.2815534],0
b1,1,0.464272,0.535577,[30 41] ; [16 16],[31.70873786 39.29126214] ; [14.29126214 17.70873786],0
s3,1,0.60493,0.267624,[34 35] ; [14 18],[32.79207921 36.20792079] ; [15.20792079 16.79207921],0
v3,1,0.650529,0.205234,[18 49] ; [10 22],[18.94949495 48.05050505] ; [ 9.05050505 22.94949495],0
s1,1,0.658156,0.195771,[ 3 68] ; [ 2 30],[ 3.44660194 67.55339806] ; [ 1.55339806 30.44660194],0
n2,1,0.675447,0.175296,[9 5] ; [5 4],[8.52173913 5.47826087] ; [5.47826087 3.52173913],0
b2,1,0.676477,0.174119,[14 31] ; [ 9 16],[14.78571429 30.21428571] ; [ 8.21428571 16.78571429],0
b3,1,0.676477,0.174119,[14 31] ; [ 9 16],[14.78571429 30.21428571] ; [ 8.21428571 16.78571429],0
b4,1,0.822718,0.050198,[46 25] ; [20 12],[45.49514563 25.50485437] ; [20.50485437 11.49514563],0
p11,1,0.850867,0.035349,[52 19] ; [24  8],[52.38834951 18.61165049] ; [23.61165049  8.38834951],0
p5,1,0.931427,0.007405,[ 2 69] ; [ 1 31],[ 2.06796117 68.93203883] ; [ 0.93203883 31.06796117],0
n1,1,0.964079,0.002028,[ 3 11] ; [2 7],[ 3.04347826 10.95652174] ; [1.95652174 7.04347826],0
