Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,162.431803,[22 49] ; [408  37],[59.16666667 11.83333333] ; [370.83333333  74.16666667],1
p11,1,0.0,34.138141,[39 32] ; [377  69],[57.12959381 13.87040619] ; [358.87040619  87.12959381],1
p7,1,2.3e-05,17.905636,[30 40] ; [300 136],[45.65217391 24.34782609] ; [284.34782609 151.65217391],1
p2,1,3.4e-05,17.173096,[48 23] ; [385  58],[59.81128405 11.18871595] ; [373.18871595  69.81128405],1
p3,1,5.3e-05,16.328124,[21 48] ; [251 193],[36.58479532 32.41520468] ; [235.41520468 208.58479532],1
r4,1,0.000157,14.280707,[59 12] ; [424  22],[66.33075435  4.66924565] ; [416.66924565  29.33075435],1
n5,1,0.000182,14.010194,[41 30] ; [347  96],[53.59533074 17.40466926] ; [334.40466926 108.59533074],1
s8,1,0.000196,13.872303,[21 49] ; [239 204],[35.47758285 34.52241715] ; [224.52241715 218.47758285],1
n4,1,0.000196,13.868307,[45 26] ; [367  78],[56.68992248 14.31007752] ; [355.31007752  89.68992248],1
p6,1,0.000244,13.456236,[13 54] ; [189 251],[26.69428008 40.30571992] ; [175.30571992 264.69428008],1
b1,1,0.000267,13.288757,[40 31] ; [151 295],[26.23017408 44.76982592] ; [164.76982592 281.23017408],1
n6,1,0.000882,11.060255,[52 19] ; [389  53],[61.03508772  9.96491228] ; [379.96491228  62.03508772],1
p4,1,0.000897,11.029641,[34 37] ; [301 141],[46.36452242 24.63547758] ; [288.63547758 153.36452242],1
r2,1,0.001461,10.127604,[65  6] ; [433   8],[69.05859375  1.94140625] ; [428.94140625  12.05859375],0
v1,1,0.001492,10.087979,[28 43] ; [258 175],[40.28968254 30.71031746] ; [245.71031746 187.28968254],0
s6,1,0.00219,9.382779,[38 32] ; [317 121],[48.91732283 21.08267717] ; [306.08267717 131.91732283],0
v4,1,0.002584,9.079809,[63  7] ; [433  12],[67.41747573  2.58252427] ; [428.58252427  16.41747573],0
v3,1,0.003972,8.296587,[19 50] ; [194 227],[29.99387755 39.00612245] ; [183.00612245 237.99387755],0
s7,1,0.005008,7.87653,[24 41] ; [240 192],[34.52716298 30.47283702] ; [229.47283702 202.52716298],0
s2,1,0.005111,7.839677,[28 41] ; [260 184],[38.73684211 30.26315789] ; [249.26315789 194.73684211],0
n3,1,0.006792,7.327082,[12 13] ; [67 21],[17.47787611  7.52212389] ; [61.52212389 26.47787611],0
s5,1,0.010579,6.534754,[16 53] ; [167 259],[25.50909091 43.49090909] ; [157.49090909 268.50909091],0
p5,1,0.013476,6.105585,[ 2 69] ; [ 57 385],[ 8.16569201 62.83430799] ; [ 50.83430799 391.16569201],0
s3,1,0.017839,5.611899,[33 38] ; [270 170],[42.09980431 28.90019569] ; [260.90019569 179.09980431],0
p8,1,0.026484,4.924141,[30 41] ; [247 191],[38.63850688 32.36149312] ; [238.36149312 199.63850688],0
b3,1,0.027997,4.828261,[12 34] ; [122 160],[18.79268293 27.20731707] ; [115.20731707 166.79268293],0
b2,1,0.027997,4.828261,[12 34] ; [122 160],[18.79268293 27.20731707] ; [115.20731707 166.79268293],0
d2,1,0.035954,4.399287,[59 12] ; [316 128],[51.69902913 19.30097087] ; [323.30097087 120.69902913],0
a5,1,0.038864,4.266791,[54 17] ; [382  64],[59.8762089 11.1237911] ; [376.1237911  69.8762089],0
v2,1,0.070823,3.263845,[36 33] ; [272 156],[42.76056338 26.23943662] ; [265.23943662 162.76056338],0
a3,1,0.073869,3.194886,[52 19] ; [365  79],[57.48932039 13.51067961] ; [359.51067961  84.48932039],0
a8,1,0.074483,3.181359,[ 4 59] ; [ 58 339],[ 8.49130435 54.50869565] ; [ 53.50869565 343.49130435],0
d5,1,0.190927,1.710447,[68  3] ; [435   8],[69.48054475  1.51945525] ; [433.51945525   9.48054475],0
b4,1,0.220842,1.498892,[47 24] ; [261 185],[42.29787234 28.70212766] ; [265.70212766 180.29787234],0
n1,1,0.282413,1.155441,[ 7 18] ; [35 53],[ 9.2920354 15.7079646] ; [32.7079646 55.2920354],0
u4,1,0.304892,1.052673,[ 1 70] ; [ 17 429],[ 2.47195358 68.52804642] ; [ 15.52804642 430.47195358],0
n2,1,0.305278,1.050994,[15 10] ; [63 26],[17.10526316  7.89473684] ; [60.89473684 28.10526316],0
r1,1,0.392733,0.730462,[58 13] ; [380  64],[60.38446602 10.61553398] ; [377.61553398  66.38446602],0
s4,1,0.435476,0.608173,[ 9 59] ; [ 75 366],[11.22200393 56.77799607] ; [ 72.77799607 368.22200393],0
b5,1,0.438299,0.600732,[41 30] ; [279 167],[43.94584139 27.05415861] ; [276.05415861 169.94584139],0
a6,1,0.468372,0.525815,[50 21] ; [330 113],[52.49027237 18.50972763] ; [327.50972763 115.49027237],0
d3,1,0.529327,0.395684,[61 10] ; [393  51],[62.59029126  8.40970874] ; [391.40970874  52.59029126],0
a4,1,0.554932,0.348555,[39 32] ; [261 184],[41.27906977 29.72093023] ; [258.72093023 186.27906977],0
a7,1,0.645419,0.211724,[53 18] ; [344 102],[54.52030948 16.47969052] ; [342.47969052 103.52030948],0
p1,1,0.668032,0.183913,[ 5 66] ; [ 38 406],[ 5.92815534 65.07184466] ; [ 37.07184466 406.92815534],0
u3,1,0.728307,0.120672,[13  6] ; [52 29],[12.35  6.65] ; [52.65 28.35],0
a2,1,0.734891,0.114668,[24 47] ; [160 286],[25.2688588 45.7311412] ; [158.7311412 287.2688588],0
a1,1,0.866785,0.028138,[ 4 67] ; [ 23 423],[ 3.70793037 67.29206963] ; [ 23.29206963 422.70793037],0
u2,1,0.883215,0.021578,[11  7] ; [51 30],[11.27272727  6.72727273] ; [50.72727273 30.27272727],0
u1,1,0.916909,0.010884,[19 52] ; [122 324],[19.36363636 51.63636364] ; [121.63636364 324.36363636],0
d4,1,0.960356,0.002471,[69  1] ; [437   6],[69.04483431  0.95516569] ; [436.95516569   6.04483431],0
s1,1,0.964266,0.002007,[ 2 68] ; [ 13 427],[ 2.05882353 67.94117647] ; [ 12.94117647 427.05882353],0
