Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,95.99078,[ 38 125] ; [223  94],[88.63125 74.36875] ; [172.36875 144.63125],1
p6,1,0.0,58.327275,[ 28 131] ; [170 143],[66.69915254 92.30084746] ; [131.30084746 181.69915254],1
p8,1,0.0,36.185174,[62 96] ; [214 100],[92.38983051 65.61016949] ; [183.61016949 130.38983051],1
p7,1,0.0,28.236338,[81 72] ; [240  71],[105.84698276  47.15301724] ; [215.15301724  95.84698276],1
d1,1,5e-06,20.909842,[76 87] ; [216 101],[99.15833333 63.84166667] ; [192.84166667 124.15833333],1
p2,1,5.9e-05,16.132297,[127  36] ; [287  28],[141.17573222  21.82426778] ; [272.82426778  42.17573222],1
p5,1,9.7e-05,15.191016,[  9 153] ; [ 59 256],[ 23.09433962 138.90566038] ; [ 44.90566038 270.09433962],1
n5,1,0.000191,13.920989,[116  46] ; [271  45],[131.15899582  30.84100418] ; [255.84100418  60.15899582],1
d3,1,0.000292,13.122063,[98 65] ; [241  76],[115.11875  47.88125] ; [223.88125  93.11875],1
d2,1,0.000329,12.895702,[ 60 103] ; [171 145],[78.60751566 84.39248434] ; [152.39248434 163.60751566],1
d4,1,0.00078,11.289248,[124  39] ; [278  38],[136.79749478  26.20250522] ; [265.20250522  50.79749478],1
n4,1,0.001279,10.372664,[119  44] ; [270  47],[132.09791667  30.90208333] ; [256.90208333  60.09791667],0
a5,1,0.003458,8.548422,[111  52] ; [254  63],[123.94791667  39.05208333] ; [241.05208333  75.94791667],0
d5,1,0.003794,8.379951,[123  40] ; [272  44],[134.41544885  28.58455115] ; [260.58455115  55.41544885],0
s7,1,0.008778,6.867351,[85 77] ; [198 107],[98.17130621 63.82869379] ; [184.82869379 120.17130621],0
p10,1,0.015202,5.892895,[136  25] ; [289  26],[143.75  17.25] ; [281.25  33.75],0
n6,1,0.02199,5.246555,[135  27] ; [286  30],[142.68200837  19.31799163] ; [278.31799163  37.68200837],0
a4,1,0.023919,5.100468,[ 61 102] ; [152 163],[72.63389121 90.36610879] ; [140.36610879 174.63389121],0
u1,1,0.025081,5.018265,[ 23 140] ; [ 72 245],[ 32.26041667 130.73958333] ; [ 62.73958333 254.26041667],0
a7,1,0.025453,4.992802,[107  56] ; [238  78],[117.40083507  45.59916493] ; [227.59916493  88.40083507],0
r4,1,0.029552,4.735187,[144  19] ; [298  19],[150.09583333  12.90416667] ; [291.90416667  25.09583333],0
s8,1,0.03616,4.389549,[82 81] ; [190 125],[92.75313808 70.24686192] ; [179.24686192 135.75313808],0
s2,1,0.039108,4.256168,[94 67] ; [214 101],[104.17647059  56.82352941] ; [203.82352941 111.17647059],0
b5,1,0.060377,3.526999,[109  54] ; [184 133],[99.49791667 63.50208333] ; [193.50208333 123.49791667],0
v1,1,0.060747,3.516874,[81 74] ; [189 119],[90.3887689 64.6112311] ; [179.6112311 128.3887689],0
r1,1,0.0736,3.200861,[125  37] ; [265  51],[132.17573222  29.82426778] ; [257.82426778  58.17573222],0
a1,1,0.081182,3.041071,[  5 158] ; [ 22 295],[  9.16875 153.83125] ; [ 17.83125 299.16875],0
s5,1,0.083876,2.988154,[ 59 100] ; [140 168],[67.75374732 91.24625268] ; [131.24625268 176.75374732],0
a2,1,0.115559,2.476501,[ 34 129] ; [ 87 230],[ 41.08958333 121.91041667] ; [ 79.91041667 237.08958333],0
a3,1,0.143077,2.144549,[112  50] ; [239  78],[118.70981211  43.29018789] ; [232.29018789  84.70981211],0
v2,1,0.148826,2.084243,[80 71] ; [185 123],[87.17864924 63.82135076] ; [177.82135076 130.17864924],0
v4,1,0.162107,1.954465,[153   8] ; [308   8],[155.59958071   5.40041929] ; [305.40041929  10.59958071],0
r3,1,0.194036,1.686707,[155   7] ; [310   7],[157.2651357   4.7348643] ; [307.7348643   9.2651357],0
p1,1,0.197428,1.661296,[  9 153] ; [ 28 287],[ 12.56603774 149.43396226] ; [ 24.43396226 290.56603774],0
u2,1,0.252413,1.309897,[29 21] ; [53 25],[32.03125 17.96875] ; [49.96875 28.03125],0
n2,1,0.269283,1.220395,[32  6] ; [38 13],[29.88764045  8.11235955] ; [40.11235955 10.88764045],0
