Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.213582,[121 137] ; [235  96],[155.93887946 102.06112054] ; [200.06112054 130.93887946],1
v3,1,0.0,31.59576,[ 79 181] ; [176 153],[112.56366723 147.43633277] ; [142.43633277 186.56366723],1
p6,1,1e-06,23.476493,[ 65 204] ; [143 189],[ 93.09816972 175.90183028] ; [114.90183028 217.09816972],1
p9,1,9e-06,19.764789,[195  71] ; [295  42],[216.15257048  49.84742952] ; [273.84742952  63.15257048],1
s8,1,6.2e-05,16.032322,[ 94 175] ; [173 165],[118.32454695 150.67545305] ; [148.67545305 189.32454695],1
p2,1,7.1e-05,15.786904,[206  64] ; [299  39],[224.25986842  45.74013158] ; [280.74013158  57.25986842],1
p4,1,0.0001,15.135263,[131 136] ; [219 119],[154.46280992 112.53719008] ; [195.53719008 142.46280992],1
n5,1,0.000123,14.7398,[182  86] ; [276  63],[202.21416804  65.78583196] ; [255.78583196  83.21416804],1
p10,1,0.000363,12.714001,[194  74] ; [284  53],[211.74214876  56.25785124] ; [266.25785124  70.74214876],1
p3,1,0.001096,10.657569,[109 160] ; [182 156],[128.96046129 140.03953871] ; [162.03953871 175.96046129],0
p8,1,0.001777,9.766565,[122 144] ; [196 138],[140.98 125.02] ; [177.02 156.98],0
p7,1,0.002817,8.922203,[152 113] ; [227 101],[169.36762226  95.63237774] ; [209.63237774 118.36762226],0
s2,1,0.00577,7.620874,[109 160] ; [175 163],[125.8583196 143.1416804] ; [158.1416804 179.8583196],0
s6,1,0.00584,7.599049,[152 113] ; [232 108],[168.19834711  96.80165289] ; [215.80165289 124.19834711],0
p11,1,0.006776,7.331535,[198  73] ; [281  61],[211.76019576  59.23980424] ; [267.23980424  74.76019576],0
v4,1,0.009242,6.775515,[249  19] ; [332   9],[255.67816092  12.32183908] ; [325.32183908  15.67816092],0
b2,1,0.010231,6.594214,[ 51 107] ; [102 123],[63.11749347 94.88250653] ; [ 89.88250653 135.11749347],0
b3,1,0.010231,6.594214,[ 51 107] ; [102 123],[63.11749347 94.88250653] ; [ 89.88250653 135.11749347],0
a5,1,0.012232,6.276988,[192  78] ; [273  69],[205.14705882  64.85294118] ; [259.85294118  82.14705882],0
s5,1,0.013038,6.163963,[ 69 195] ; [119 215],[ 82.99665552 181.00334448] ; [105.00334448 228.99665552],0
b5,1,0.013845,6.057775,[142 129] ; [213 129],[156.94127243 114.05872757] ; [198.05872757 143.94127243],0
n6,1,0.014268,6.004731,[210  60] ; [288  49],[221.51565074  48.48434926] ; [276.48434926  60.51565074],0
p12,1,0.015427,5.867074,[ 14 254] ; [ 36 301],[ 22.14876033 245.85123967] ; [ 27.85123967 309.14876033],0
r4,1,0.023302,5.145842,[248  23] ; [328  14],[254.64274062  16.35725938] ; [321.35725938  20.64274062],0
r2,1,0.023419,5.137148,[252  16] ; [331   8],[257.40362438  10.59637562] ; [325.59637562  13.40362438],0
r3,1,0.026325,4.934549,[250  18] ; [332  10],[255.69836066  12.30163934] ; [326.30163934  15.69836066],0
n2,1,0.031134,4.645531,[52 29] ; [50 12],[57.77622378 23.22377622] ; [44.22377622 17.77622378],0
s7,1,0.033205,4.53517,[111 143] ; [171 154],[123.70984456 130.29015544] ; [158.29015544 166.70984456],0
n4,1,0.038919,4.264388,[204  67] ; [280  61],[214.32026144  56.67973856] ; [269.67973856  71.32026144],0
u4,1,0.052357,3.764335,[  2 269] ; [ 10 332],[  5.3050571 265.6949429] ; [  6.6949429 335.3050571],0
a3,1,0.062277,3.475694,[184  85] ; [255  84],[194.22861842  74.77138158] ; [244.77138158  94.22861842],0
a4,1,0.090508,2.865312,[116 154] ; [169 170],[126.3546798 143.6453202] ; [158.6453202 180.3546798],0
p5,1,0.094962,2.788174,[ 25 244] ; [ 46 290],[ 31.56859504 237.43140496] ; [ 39.43140496 296.56859504],0
a2,1,0.099867,2.707672,[ 61 210] ; [ 97 245],[ 69.84991843 201.15008157] ; [ 88.15008157 253.84991843],0
p1,1,0.106339,2.607801,[ 17 251] ; [ 34 306],[ 22.48026316 245.51973684] ; [ 28.51973684 311.48026316],0
a8,1,0.12697,2.329162,[ 34 211] ; [ 57 247],[ 40.61020036 204.38979964] ; [ 50.38979964 253.61020036],0
d1,1,0.129272,2.301227,[154 117] ; [215 127],[163.13050571 107.86949429] ; [205.86949429 136.13050571],0
b1,1,0.159117,1.9826,[115 156] ; [126 216],[106.54323002 164.45676998] ; [134.45676998 207.54323002],0
n3,1,0.201407,1.63214,[50 28] ; [46 16],[53.48571429 24.51428571] ; [42.51428571 19.48571429],0
n1,1,0.219137,1.510015,[28 52] ; [28 34],[31.54929577 48.45070423] ; [24.45070423 37.54929577],0
