Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.1e-05,19.276751,[23  4] ; [11 26],[14.34375 12.65625] ; [19.65625 17.34375],1
p5,1,0.009662,6.696226,[ 8 19] ; [ 2 34],[ 4.28571429 22.71428571] ; [ 5.71428571 30.28571429],0
n5,1,0.022518,5.205275,[22  5] ; [20 17],[17.71875  9.28125] ; [24.28125 12.71875],0
n4,1,0.031035,4.651051,[21  6] ; [19 18],[16.875 10.125] ; [23.125 13.875],0
r1,1,0.043062,4.092982,[23  4] ; [23 14],[19.40625  7.59375] ; [26.59375 10.40625],0
p6,1,0.077393,3.118815,[13 12] ; [11 26],[ 9.67741935 15.32258065] ; [14.32258065 22.67741935],0
d1,1,0.098265,2.733475,[11 16] ; [ 8 29],[ 8.015625 18.984375] ; [10.984375 26.015625],0
s6,1,0.105729,2.616923,[24  3] ; [26 10],[21.42857143  5.57142857] ; [28.57142857  7.42857143],0
d3,1,0.126025,2.340802,[19  8] ; [19 18],[16.03125 10.96875] ; [21.96875 15.03125],0
a6,1,0.138919,2.189889,[16 11] ; [15 22],[13.078125 13.921875] ; [17.921875 19.078125],0
p10,1,0.146599,2.107292,[23  4] ; [25 11],[20.57142857  6.42857143] ; [27.42857143  8.57142857],0
a8,1,0.168747,1.894037,[ 2 23] ; [ 7 26],[ 3.87931034 21.12068966] ; [ 5.12068966 27.87931034],0
d4,1,0.189864,1.71867,[22  5] ; [24 12],[19.71428571  7.28571429] ; [26.28571429  9.71428571],0
p11,1,0.213259,1.549164,[22  5] ; [25 12],[19.828125  7.171875] ; [27.171875  9.828125],0
v3,1,0.232918,1.422953,[11 15] ; [10 26],[ 8.80645161 17.19354839] ; [12.19354839 23.80645161],0
a3,1,0.244434,1.354839,[16 11] ; [16 20],[13.71428571 13.28571429] ; [18.28571429 17.71428571],0
p8,1,0.244434,1.354839,[16 11] ; [16 20],[13.71428571 13.28571429] ; [18.28571429 17.71428571],0
b4,1,0.248524,1.331582,[16 11] ; [27 10],[18.140625  8.859375] ; [24.859375 12.140625],0
r4,1,0.271035,1.211503,[24  3] ; [29  8],[22.359375  4.640625] ; [30.640625  6.359375],0
p2,1,0.274689,1.193182,[25  2] ; [30  6],[23.57142857  3.42857143] ; [31.42857143  4.57142857],0
p9,1,0.295877,1.092685,[23  4] ; [26  9],[21.33870968  5.66129032] ; [27.66129032  7.33870968],0
s4,1,0.304568,1.054084,[ 6 20] ; [13 24],[ 7.84126984 18.15873016] ; [11.15873016 25.84126984],0
a4,1,0.340335,0.909169,[ 7 20] ; [ 6 31],[ 5.484375 21.515625] ; [ 7.515625 29.484375],0
s3,1,0.368963,0.807153,[19  8] ; [22 15],[17.296875  9.703125] ; [23.703125 13.296875],0
d5,1,0.369609,0.804979,[21  6] ; [25 12],[19.40625  7.59375] ; [26.59375 10.40625],0
v1,1,0.382673,0.762097,[15 12] ; [16 20],[13.28571429 13.71428571] ; [17.71428571 18.28571429],0
u3,1,0.387094,0.748052,[8 3] ; [12  9],[6.875 4.125] ; [13.125  7.875],0
u2,1,0.388476,0.743706,[7 4] ; [10 11],[5.84375 5.15625] ; [11.15625  9.84375],0
n1,1,0.405187,0.692877,[4 2] ; [6 7],[3.15789474 2.84210526] ; [6.84210526 6.15789474],0
b1,1,0.450936,0.568298,[12 15] ; [13 24],[10.546875 16.453125] ; [14.453125 22.546875],0
r3,1,0.477902,0.503647,[25  1] ; [33  3],[24.32258065  1.67741935] ; [33.67741935  2.32258065],0
s2,1,0.494742,0.466198,[19  8] ; [23 14],[17.71875  9.28125] ; [24.28125 12.71875],0
p7,1,0.514642,0.424618,[17  9] ; [20 15],[15.7704918 10.2295082] ; [21.2295082 13.7704918],0
d2,1,0.540291,0.375,[ 5 22] ; [ 9 27],[ 6. 21.] ; [ 8. 28.],0
n6,1,0.578988,0.307874,[22  5] ; [28  9],[21.09375  5.90625] ; [28.90625  8.09375],0
b5,1,0.640573,0.217993,[14 13] ; [17 20],[13.078125 13.921875] ; [17.921875 19.078125],0
v2,1,0.657589,0.196466,[12 15] ; [14 22],[11.14285714 15.85714286] ; [14.85714286 21.14285714],0
a7,1,0.710119,0.138158,[17 10] ; [21 15],[16.28571429 10.71428571] ; [21.71428571 14.28571429],0
s8,1,0.710708,0.137571,[ 9 18] ; [14 23],[ 9.703125 17.296875] ; [13.296875 23.703125],0
s1,1,0.714007,0.134307,[ 2 24] ; [ 2 35],[ 1.65079365 24.34920635] ; [ 2.34920635 34.65079365],0
p12,1,0.743848,0.106773,[ 2 25] ; [ 2 35],[ 1.6875 25.3125] ; [ 2.3125 34.6875],0
u1,1,0.743848,0.106773,[ 2 25] ; [ 2 35],[ 1.6875 25.3125] ; [ 2.3125 34.6875],0
s7,1,0.753386,0.098707,[14  9] ; [21 16],[13.41666667  9.58333333] ; [21.58333333 15.41666667],0
a1,1,0.820192,0.051665,[ 1 26] ; [ 1 36],[ 0.84375 26.15625] ; [ 1.15625 35.84375],0
n3,1,0.829454,0.046398,[4 2] ; [8 5],[3.78947368 2.21052632] ; [8.21052632 4.78947368],0
p1,1,0.953239,0.003439,[ 4 23] ; [ 5 30],[ 3.91935484 23.08064516] ; [ 5.08064516 29.91935484],0
r2,1,0.969677,0.001445,[24  3] ; [33  4],[24.046875  2.953125] ; [32.953125  4.046875],0
