Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,35.27546,[25 13] ; [ 6 57],[11.66336634 26.33663366] ; [19.33663366 43.66336634],1
s7,1,0.000324,12.929134,[17 17] ; [ 9 50],[ 9.50537634 24.49462366] ; [16.49462366 42.50537634],1
a4,1,0.002702,8.998389,[23 15] ; [19 44],[15.8019802 22.1980198] ; [26.1980198 36.8019802],0
v1,1,0.003045,8.780067,[17 19] ; [12 51],[10.54545455 25.45454545] ; [18.45454545 44.54545455],0
s8,1,0.003488,8.53261,[16 22] ; [10 53],[ 9.78217822 28.21782178] ; [16.21782178 46.78217822],0
p4,1,0.005049,7.861765,[16 21] ; [11 52],[ 9.99 27.01] ; [17.01 45.99],0
s6,1,0.018278,5.569279,[20 18] ; [18 44],[14.44 23.56] ; [23.56 38.44],0
n1,1,0.02104,5.323515,[12  5] ; [ 9 17],[8.30232558 8.69767442] ; [12.69767442 13.30232558],0
p10,1,0.023186,5.15451,[21 17] ; [20 42],[15.58 22.42] ; [25.42 36.58],0
p7,1,0.026763,4.906025,[13 22] ; [11 53],[ 8.48484848 26.51515152] ; [15.51515152 48.48484848],0
r1,1,0.037366,4.333672,[27 11] ; [32 32],[21.98039216 16.01960784] ; [37.01960784 26.98039216],0
n2,1,0.04057,4.1939,[14  3] ; [14 13],[10.81818182  6.18181818] ; [17.18181818  9.81818182],0
a3,1,0.048659,3.887093,[28 10] ; [34 29],[23.32673267 14.67326733] ; [38.67326733 24.32673267],0
p9,1,0.053077,3.741494,[22 15] ; [24 37],[17.36734694 19.63265306] ; [28.63265306 32.36734694],0
p3,1,0.067325,3.347061,[14 24] ; [13 51],[10.05882353 27.94117647] ; [16.94117647 47.05882353],0
p5,1,0.084682,2.972677,[ 5 29] ; [ 3 61],[ 2.7755102 31.2244898] ; [ 5.2244898 58.7755102],0
s5,1,0.110867,2.541823,[ 9 28] ; [ 7 52],[ 6.16666667 30.83333333] ; [ 9.83333333 49.16666667],0
a8,1,0.117247,2.453719,[ 6 32] ; [ 4 60],[ 3.7254902 34.2745098] ; [ 6.2745098 57.7254902],0
s4,1,0.173491,1.852514,[ 8 30] ; [ 7 56],[ 5.64356436 32.35643564] ; [ 9.35643564 53.64356436],0
u1,1,0.185314,1.754481,[ 7 31] ; [ 6 58],[ 4.84313725 33.15686275] ; [ 8.15686275 55.84313725],0
s1,1,0.185314,1.754481,[ 7 31] ; [ 6 58],[ 4.84313725 33.15686275] ; [ 8.15686275 55.84313725],0
v4,1,0.203023,1.620495,[30  8] ; [43 21],[27.19607843 10.80392157] ; [45.80392157 18.19607843],0
d2,1,0.2033,1.618511,[21 16] ; [27 35],[17.93939394 19.06060606] ; [30.06060606 31.93939394],0
n5,1,0.220711,1.499745,[27 10] ; [39 25],[24.17821782 12.82178218] ; [41.82178218 22.17821782],0
r3,1,0.256391,1.288141,[29  9] ; [42 22],[26.45098039 11.54901961] ; [44.54901961 19.45098039],0
d5,1,0.262503,1.255508,[25 12] ; [36 28],[22.34653465 14.65346535] ; [38.65346535 25.34653465],0
u2,1,0.270912,1.212121,[6 4] ; [12 18],[4.5 5.5] ; [13.5 16.5],0
d1,1,0.280878,1.162838,[19 19] ; [25 39],[16.39215686 21.60784314] ; [27.60784314 36.39215686],0
p8,1,0.292419,1.108451,[ 4 33] ; [12 52],[ 5.86138614 31.13861386] ; [10.13861386 53.86138614],0
b2,1,0.310212,1.029773,[ 9 19] ; [19 24],[11.04225352 16.95774648] ; [16.95774648 26.04225352],0
b3,1,0.310212,1.029773,[ 9 19] ; [19 24],[11.04225352 16.95774648] ; [16.95774648 26.04225352],0
a6,1,0.347862,0.881241,[19 18] ; [39 25],[21.24752475 15.75247525] ; [36.75247525 27.24752475],0
d4,1,0.357625,0.846217,[27 10] ; [41 23],[24.91089109 12.08910891] ; [43.08910891 20.91089109],0
a5,1,0.402268,0.701537,[24 14] ; [35 29],[21.98039216 16.01960784] ; [37.01960784 26.98039216],0
b5,1,0.424986,0.636485,[25 13] ; [37 27],[23.09803922 14.90196078] ; [38.90196078 25.09803922],0
d3,1,0.486891,0.48339,[20 17] ; [30 34],[18.31683168 18.68316832] ; [31.68316832 32.31683168],0
b1,1,0.504955,0.444508,[21 17] ; [31 33],[19.37254902 18.62745098] ; [32.62745098 31.37254902],0
n4,1,0.519235,0.415414,[25 13] ; [38 26],[23.47058824 14.52941176] ; [39.52941176 24.47058824],0
p11,1,0.54037,0.374855,[19 19] ; [28 36],[17.50980392 20.49019608] ; [29.49019608 34.50980392],0
b4,1,0.54037,0.374855,[19 19] ; [36 28],[20.49019608 17.50980392] ; [34.50980392 29.49019608],0
r4,1,0.545177,0.366029,[26 12] ; [40 24],[24.58823529 13.41176471] ; [41.41176471 22.58823529],0
u3,1,0.583411,0.300752,[6 4] ; [15 15],[5.25 4.75] ; [15.75 14.25],0
a1,1,0.617329,0.249639,[ 3 35] ; [ 7 57],[ 3.7254902 34.2745098] ; [ 6.2745098 57.7254902],0
a2,1,0.627844,0.234996,[ 8 30] ; [11 53],[ 7.07843137 30.92156863] ; [11.92156863 52.07843137],0
n6,1,0.645458,0.211674,[23 15] ; [41 22],[24.07920792 13.92079208] ; [39.92079208 23.07920792],0
n3,1,0.680264,0.169828,[10  6] ; [14 11],[9.36585366 6.63414634] ; [14.63414634 10.36585366],0
u4,1,0.706538,0.14176,[ 1 37] ; [ 1 63],[ 0.74509804 37.25490196] ; [ 1.25490196 62.74509804],0
r2,1,0.872956,0.02557,[31  6] ; [52 11],[30.71  6.29] ; [52.29 10.71],0
p6,1,0.927181,0.008353,[ 4 34] ; [ 7 56],[ 4.13861386 33.86138614] ; [ 6.86138614 56.13861386],0
p1,1,0.948389,0.00419,[ 4 34] ; [ 7 57],[ 4.09803922 33.90196078] ; [ 6.90196078 57.09803922],0
a7,1,0.961501,0.00233,[20 18] ; [34 30],[20.11764706 17.88235294] ; [33.88235294 30.11764706],0
v3,1,0.97531,0.000958,[ 8 26] ; [15 48],[ 8.06185567 25.93814433] ; [14.93814433 48.06185567],0
