Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,32.317624,[47 19] ; [ 97 195],[26.54748603 39.45251397] ; [117.45251397 174.54748603],1
p12,1,0.0,28.89306,[22 51] ; [ 22 275],[ 8.68108108 64.31891892] ; [ 35.31891892 261.68108108],1
p1,1,0.0,26.326892,[22 51] ; [ 24 274],[ 9.05121294 63.94878706] ; [ 36.94878706 261.05121294],1
a1,1,1e-05,19.503406,[13 60] ; [ 11 289],[ 4.69705094 68.30294906] ; [ 19.30294906 280.69705094],1
p6,1,0.00013,14.645993,[49 22] ; [129 166],[34.53005464 36.46994536] ; [143.46994536 151.53005464],1
s7,1,0.002893,8.873968,[49 18] ; [153 135],[38.12394366 28.87605634] ; [163.87605634 124.12394366],0
u4,1,0.00539,7.743642,[ 5 67] ; [  4 296],[ 1.74193548 70.25806452] ; [  7.25806452 292.74193548],0
p4,1,0.006781,7.33009,[68  5] ; [239  61],[60.08310992 12.91689008] ; [246.91689008  53.08310992],0
s1,1,0.007074,7.254116,[ 6 67] ; [  6 293],[ 2.35483871 70.64516129] ; [  9.64516129 289.35483871],0
p8,1,0.007615,7.1218,[60 12] ; [200  97],[50.73170732 21.26829268] ; [209.26829268  87.73170732],0
b5,1,0.009268,6.770499,[30 43] ; [174 126],[39.92493298 33.07506702] ; [164.07506702 135.92493298],0
v3,1,0.014943,5.923216,[42 28] ; [128 164],[32.87292818 37.12707182] ; [137.12707182 154.87292818],0
n6,1,0.020318,5.384406,[70  2] ; [264  36],[64.64516129  7.35483871] ; [269.35483871  30.64516129],0
s6,1,0.028719,4.784396,[55 12] ; [204  93],[47.67307692 19.32692308] ; [211.32692308  85.67307692],0
a3,1,0.042293,4.123442,[62 11] ; [220  79],[55.33870968 17.66129032] ; [226.66129032  72.33870968],0
p7,1,0.056739,3.630234,[63  9] ; [229  67],[57.13043478 14.86956522] ; [234.86956522  61.13043478],0
r2,1,0.059156,3.560901,[65  6] ; [287  10],[67.91304348  3.08695652] ; [284.08695652  12.91304348],0
n5,1,0.080315,3.058523,[65  8] ; [240  59],[59.85215054 13.14784946] ; [245.14784946  53.85215054],0
b3,1,0.119053,2.429731,[28 26] ; [ 78 117],[22.98795181 31.01204819] ; [ 83.01204819 111.98795181],0
b2,1,0.119053,2.429731,[28 26] ; [ 78 117],[22.98795181 31.01204819] ; [ 83.01204819 111.98795181],0
s8,1,0.140005,2.177909,[43 28] ; [152 147],[37.41891892 33.58108108] ; [157.58108108 141.41891892],0
r4,1,0.171375,1.870871,[65  8] ; [281  19],[67.71581769  5.28418231] ; [278.28418231  21.71581769],0
a2,1,0.178072,1.813639,[15 58] ; [ 85 215],[19.57104558 53.42895442] ; [ 80.42895442 219.57104558],0
s4,1,0.178252,1.812138,[ 8 62] ; [ 54 244],[11.79347826 58.20652174] ; [ 50.20652174 247.79347826],0
p10,1,0.196536,1.667932,[69  3] ; [272  26],[66.35675676  5.64324324] ; [274.64324324  23.35675676],0
r3,1,0.203801,1.614927,[67  4] ; [292   8],[68.70350404  2.29649596] ; [290.29649596   9.70350404],0
n2,1,0.222642,1.487263,[12  2] ; [29 13],[10.25  3.75] ; [30.75 11.25],0
n4,1,0.227469,1.45662,[65  8] ; [250  50],[61.64879357 11.35120643] ; [253.35120643  46.64879357],0
n3,1,0.285049,1.142857,[9 5] ; [33  9],[10.5  3.5] ; [31.5 10.5],0
p9,1,0.292783,1.10678,[69  3] ; [276  23],[66.9541779  5.0458221] ; [278.0458221  20.9541779],0
p2,1,0.320304,0.987705,[68  5] ; [266  32],[65.71967655  7.28032345] ; [268.28032345  29.71967655],0
v4,1,0.48625,0.484814,[68  3] ; [292   8],[68.89487871  2.10512129] ; [291.10512129   8.89487871],0
n1,1,0.519536,0.414815,[6 8] ; [14 28],[5. 9.] ; [15. 27.],0
