Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000287,13.155916,[11  1] ; [ 7 18],[5.83783784 6.16216216] ; [12.16216216 12.83783784],1
s5,1,0.000881,11.061818,[8 4] ; [ 3 21],[3.66666667 8.33333333] ; [ 7.33333333 16.66666667],1
s2,1,0.005378,7.747863,[8 4] ; [ 5 20],[4.21621622 7.78378378] ; [ 8.78378378 16.21621622],0
p8,1,0.007005,7.271618,[10  2] ; [ 9 16],[6.16216216 5.83783784] ; [12.83783784 12.16216216],0
n6,1,0.010353,6.573054,[11  1] ; [12 13],[7.45945946 4.54054054] ; [15.54054054  9.45945946],0
n4,1,0.017983,5.597831,[11  1] ; [13 12],[7.78378378 4.21621622] ; [16.21621622  8.78378378],0
r1,1,0.026294,4.936579,[9 3] ; [ 9 16],[5.83783784 6.16216216] ; [12.16216216 12.83783784],0
v2,1,0.060103,3.534545,[5 6] ; [ 4 21],[2.75 8.25] ; [ 6.25 18.75],0
b1,1,0.074919,3.171812,[5 7] ; [18  7],[7.45945946 4.54054054] ; [15.54054054  9.45945946],0
n5,1,0.076075,3.146827,[11  1] ; [16  9],[8.75675676 3.24324324] ; [18.24324324  6.75675676],0
d1,1,0.126699,2.332495,[7 5] ; [ 8 17],[4.86486486 7.13513514] ; [10.13513514 14.86486486],0
s3,1,0.149987,2.072381,[6 4] ; [ 8 16],[4.11764706 5.88235294] ; [ 9.88235294 14.11764706],0
b4,1,0.155808,2.014444,[10  2] ; [15 10],[8.10810811 3.89189189] ; [16.89189189  8.10810811],0
p10,1,0.173722,1.850532,[11  1] ; [18  7],[9.40540541 2.59459459] ; [19.59459459  5.40540541],0
s1,1,0.186379,1.746013,[ 2 10] ; [ 1 24],[ 0.97297297 11.02702703] ; [ 2.02702703 22.97297297],0
p12,1,0.186379,1.746013,[ 2 10] ; [ 1 24],[ 0.97297297 11.02702703] ; [ 2.02702703 22.97297297],0
s8,1,0.189446,1.721923,[6 6] ; [ 7 18],[4.21621622 7.78378378] ; [ 8.78378378 16.21621622],0
a3,1,0.200825,1.636364,[9 2] ; [15 10],[7.33333333 3.66666667] ; [16.66666667  8.33333333],0
p3,1,0.23568,1.40625,[7 5] ; [ 9 15],[5.33333333 6.66666667] ; [10.66666667 13.33333333],0
p6,1,0.271067,1.21134,[5 7] ; [ 6 19],[3.56756757 8.43243243] ; [ 7.43243243 17.56756757],0
a7,1,0.399233,0.710635,[8 4] ; [13 12],[6.81081081 5.18918919] ; [14.18918919 10.81081081],0
u2,1,0.416448,0.660317,[2 1] ; [4 6],[1.38461538 1.61538462] ; [4.61538462 5.38461538],0
d3,1,0.416817,0.659273,[6 6] ; [16  9],[7.13513514 4.86486486] ; [14.86486486 10.13513514],0
d2,1,0.416817,0.659273,[6 6] ; [ 9 16],[4.86486486 7.13513514] ; [10.13513514 14.86486486],0
a4,1,0.463956,0.536333,[3 8] ; [10 15],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
b2,1,0.466985,0.529101,[2 8] ; [ 5 10],[2.8 7.2] ; [ 4.2 10.8],0
b3,1,0.466985,0.529101,[2 8] ; [ 5 10],[2.8 7.2] ; [ 4.2 10.8],0
d4,1,0.503429,0.4477,[9 3] ; [16  9],[8.10810811 3.89189189] ; [16.89189189  8.10810811],0
p1,1,0.512902,0.428143,[3 9] ; [ 4 21],[2.27027027 9.72972973] ; [ 4.72972973 20.27027027],0
a2,1,0.523103,0.407771,[ 1 11] ; [ 4 21],[ 1.62162162 10.37837838] ; [ 3.37837838 21.62162162],0
a6,1,0.556067,0.346559,[7 5] ; [12 13],[6.16216216 5.83783784] ; [12.83783784 12.16216216],0
p4,1,0.556067,0.346559,[7 5] ; [12 13],[6.16216216 5.83783784] ; [12.83783784 12.16216216],0
n2,1,0.582493,0.302222,[4 1] ; [8 4],[3.52941176 1.47058824] ; [8.47058824 3.52941176],0
p2,1,0.598725,0.276923,[8 4] ; [18  6],[8.66666667 3.33333333] ; [17.33333333  6.66666667],0
u3,1,0.611541,0.257937,[1 2] ; [5 5],[1.38461538 1.61538462] ; [4.61538462 5.38461538],0
s7,1,0.65564,0.198864,[5 6] ; [ 9 15],[4.4 6.6] ; [ 9.6 14.4],0
