Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000281,13.190377,[ 52 117] ; [107 111],[69.43410853 99.56589147] ; [ 89.56589147 128.43410853],1
p5,1,0.000306,13.031287,[ 18 149] ; [ 58 172],[ 31.9697733 135.0302267] ; [ 44.0302267 185.9697733],1
p12,1,0.000463,12.258664,[  6 164] ; [ 32 198],[ 16.15 153.85] ; [ 21.85 208.15],1
s8,1,0.003313,8.626555,[73 96] ; [133  96],[87.47236181 81.52763819] ; [118.52763819 110.47236181],0
s6,1,0.003769,8.391905,[109  57] ; [175  47],[121.50515464  44.49484536] ; [162.49484536  59.50515464],0
s7,1,0.004575,8.040189,[81 81] ; [140  77],[94.46437995 67.53562005] ; [126.53562005  90.46437995],0
s2,1,0.006366,7.443609,[80 88] ; [140  88],[93.33333333 74.66666667] ; [126.66666667 101.33333333],0
s4,1,0.007266,7.205985,[ 22 148] ; [ 53 171],[ 32.36040609 137.63959391] ; [ 42.63959391 181.36040609],0
p8,1,0.008486,6.927854,[115  53] ; [184  46],[126.21105528  41.78894472] ; [172.78894472  57.21105528],0
n6,1,0.011125,6.44529,[138  30] ; [207  21],[146.36363636  21.63636364] ; [198.63636364  29.36363636],0
n4,1,0.015967,5.806513,[127  42] ; [195  35],[136.38596491  32.61403509] ; [185.61403509  44.38596491],0
p10,1,0.017859,5.609937,[142  27] ; [210  19],[149.46733668  19.53266332] ; [202.53266332  26.46733668],0
a4,1,0.019311,5.473174,[70 99] ; [122 107],[81.52763819 87.47236181] ; [110.47236181 118.52763819],0
v1,1,0.026224,4.941161,[90 75] ; [149  78],[100.5994898  64.4005102] ; [138.4005102  88.5994898],0
p3,1,0.028918,4.772485,[110  60] ; [172  58],[119.85  50.15] ; [162.15  67.85],0
p1,1,0.030665,4.671628,[ 12 157] ; [ 32 197],[ 18.68341709 150.31658291] ; [ 25.31658291 203.68341709],0
u1,1,0.03074,4.667404,[ 27 143] ; [ 57 173],[ 35.7 134.3] ; [ 48.3 181.7],0
b4,1,0.040325,4.204145,[86 84] ; [140  90],[96.05 73.95] ; [129.95 100.05],0
b3,1,0.050233,3.833669,[35 76] ; [66 86],[42.62737643 68.37262357] ; [58.37262357 93.62737643],0
b2,1,0.050233,3.833669,[35 76] ; [66 86],[42.62737643 68.37262357] ; [58.37262357 93.62737643],0
p9,1,0.061563,3.494761,[146  24] ; [211  19],[151.725  18.275] ; [205.275  24.725],0
r2,1,0.067946,3.33195,[153  15] ; [217  10],[157.36708861  10.63291139] ; [212.63291139  14.36708861],0
a1,1,0.071217,3.254743,[  7 163] ; [ 20 210],[ 11.475 158.525] ; [ 15.525 214.475],0
d3,1,0.072083,3.234949,[118  52] ; [178  52],[125.8  44.2] ; [170.2  59.8],0
d1,1,0.089716,2.87946,[99 71] ; [153  77],[107.1  62.9] ; [144.9  85.1],0
a6,1,0.11081,2.542637,[125  45] ; [152  78],[117.725  52.275] ; [159.275  70.725],0
d2,1,0.119249,2.42716,[79 91] ; [125 105],[86.7 83.3] ; [117.3 112.7],0
n5,1,0.139402,2.184546,[131  38] ; [191  38],[136.72864322  32.27135678] ; [185.27135678  43.72864322],0
b1,1,0.143222,2.142995,[ 63 107] ; [102 128],[70.125 99.875] ; [ 94.875 135.125],0
r4,1,0.143924,2.13549,[152  18] ; [215  15],[155.975  14.025] ; [211.025  18.975],0
r1,1,0.158962,1.984077,[134  34] ; [195  34],[139.22418136  28.77581864] ; [189.77581864  39.22418136],0
n3,1,0.189854,1.71875,[25  5] ; [25 11],[22.72727273  7.27272727] ; [27.27272727  8.72727273],0
p2,1,0.212926,1.551417,[154  15] ; [217  13],[157.14035088  11.85964912] ; [213.85964912  16.14035088],0
a2,1,0.226411,1.463265,[ 41 129] ; [ 68 162],[ 46.325 123.675] ; [ 62.675 167.325],0
d4,1,0.227734,1.454958,[137  33] ; [195  34],[141.45363409  28.54636591] ; [190.54636591  38.45363409],0
v4,1,0.253332,1.304835,[159   9] ; [221   7],[161.21212121   6.78787879] ; [218.78787879   9.21212121],0
d5,1,0.349594,0.874931,[138  32] ; [194  35],[141.45363409  28.54636591] ; [190.54636591  38.45363409],0
r3,1,0.388737,0.74289,[161   9] ; [219   8],[162.72040302   7.27959698] ; [217.27959698   9.72040302],0
a8,1,0.481049,0.496484,[ 20 135] ; [ 32 174],[ 22.32686981 132.67313019] ; [ 29.67313019 176.32686981],0
n2,1,0.502316,0.45004,[24  6] ; [27 10],[22.8358209  7.1641791] ; [28.1641791  8.8358209],0
b5,1,0.547268,0.362234,[99 71] ; [127 103],[96.05 73.95] ; [129.95 100.05],0
u2,1,0.57368,0.316564,[24 19] ; [35 22],[25.37 17.63] ; [33.63 23.37],0
p11,1,0.582956,0.30148,[143  27] ; [198  32],[144.925  25.075] ; [196.075  33.925],0
a7,1,0.602846,0.270724,[123  47] ; [171  58],[125.26315789  44.73684211] ; [168.73684211  60.26315789],0
n1,1,0.614593,0.25354,[10 19] ; [15 22],[10.98484848 18.01515152] ; [14.01515152 22.98484848],0
a3,1,0.646892,0.209841,[125  45] ; [173  56],[126.96741855  43.03258145] ; [171.03258145  57.96741855],0
s3,1,0.71305,0.135249,[98 67] ; [139  88],[99.75765306 65.24234694] ; [137.24234694  89.75765306],0
u3,1,0.741515,0.108799,[25 18] ; [35 22],[25.8 17.2] ; [34.2 22.8],0
v2,1,0.790078,0.070867,[94 67] ; [135  91],[95.26873385 65.73126615] ; [133.73126615  92.26873385],0
v3,1,0.790483,0.070588,[70 91] ; [100 123],[71.27604167 89.72395833] ; [ 98.72395833 124.27604167],0
s1,1,0.823065,0.049999,[  5 162] ; [  6 223],[  4.63888889 162.36111111] ; [  6.36111111 222.63888889],0
u4,1,0.865945,0.028497,[  4 166] ; [  6 223],[  4.26065163 165.73934837] ; [  5.73934837 223.26065163],0
a5,1,0.975344,0.000955,[134  36] ; [181  49],[133.875  36.125] ; [181.125  48.875],0
