Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.927082,[79  8] ; [1 6],[74.04255319 12.95744681] ; [5.95744681 1.04255319],1
s6,1,4.3e-05,16.745169,[79  6] ; [3 4],[75.76086957  9.23913043] ; [6.23913043 0.76086957],1
r1,1,0.003795,8.379443,[68 19] ; [2 5],[64.78723404 22.21276596] ; [5.21276596 1.78723404],0
d5,1,0.005259,7.788201,[74 13] ; [3 4],[71.26595745 15.73404255] ; [5.73404255 1.26595745],0
p9,1,0.008204,6.988479,[78  8] ; [4 3],[75.82795699 10.17204301] ; [6.17204301 0.82795699],0
s1,1,0.012551,6.231353,[ 4 83] ; [2 5],[ 5.55319149 81.44680851] ; [0.44680851 6.55319149],0
v4,1,0.01324,6.136785,[82  4] ; [5 2],[80.4516129  5.5483871] ; [6.5483871 0.4516129],0
p7,1,0.021824,5.25974,[64 20] ; [2 4],[61.6 22.4] ; [4.4 1.6],0
p3,1,0.023218,5.152114,[51 36] ; [1 6],[48.12765957 38.87234043] ; [3.87234043 3.12765957],0
p10,1,0.058679,3.574323,[74 13] ; [4 3],[72.19148936 14.80851064] ; [5.80851064 1.19148936],0
d1,1,0.060885,3.513121,[56 31] ; [2 5],[53.68085106 33.31914894] ; [4.31914894 2.68085106],0
v1,1,0.064454,3.418901,[44 43] ; [1 6],[41.64893617 45.35106383] ; [3.35106383 3.64893617],0
d4,1,0.097508,2.74583,[72 15] ; [4 3],[70.34042553 16.65957447] ; [5.65957447 1.34042553],0
s5,1,0.099958,2.706221,[54 27] ; [2 4],[52.13793103 28.86206897] ; [3.86206897 2.13793103],0
b4,1,0.138982,2.189189,[50 37] ; [2 5],[48.12765957 38.87234043] ; [3.87234043 3.12765957],0
b5,1,0.191727,1.704294,[53 34] ; [6 1],[54.60638298 32.39361702] ; [4.39361702 2.60638298],0
s8,1,0.204191,1.61214,[58 29] ; [3 4],[56.45744681 30.54255319] ; [4.54255319 2.45744681],0
r2,1,0.204901,1.607092,[83  4] ; [5 1],[82.32258065  4.67741935] ; [5.67741935 0.32258065],0
p11,1,0.206397,1.596524,[68 19] ; [4 3],[66.63829787 20.36170213] ; [5.36170213 1.63829787],0
a6,1,0.229991,1.440916,[57 30] ; [3 4],[55.53191489 31.46808511] ; [4.46808511 2.53191489],0
s2,1,0.290718,1.116291,[75 12] ; [5 2],[74.04255319 12.95744681] ; [5.95744681 1.04255319],0
n5,1,0.323967,0.972864,[59 28] ; [6 1],[60.15957447 26.84042553] ; [4.84042553 2.15957447],0
p8,1,0.34205,0.902733,[52 33] ; [3 4],[50.81521739 34.18478261] ; [4.18478261 2.81521739],0
a4,1,0.343123,0.898729,[41 46] ; [2 5],[39.79787234 47.20212766] ; [3.20212766 3.79787234],0
s3,1,0.397997,0.71437,[73 14] ; [5 2],[72.19148936 14.80851064] ; [5.80851064 1.19148936],0
n4,1,0.431888,0.61774,[62 25] ; [4 3],[61.08510638 25.91489362] ; [4.91489362 2.08510638],0
b2,1,0.45571,0.556411,[14 37] ; [1 6],[13.18965517 37.81034483] ; [1.81034483 5.18965517],0
b3,1,0.45571,0.556411,[14 37] ; [1 6],[13.18965517 37.81034483] ; [1.81034483 5.18965517],0
u1,1,0.514799,0.424301,[22 65] ; [1 6],[21.28723404 65.71276596] ; [1.71276596 5.28723404],0
a2,1,0.553661,0.350799,[21 66] ; [1 6],[20.36170213 66.63829787] ; [1.63829787 5.36170213],0
d2,1,0.609796,0.260472,[46 41] ; [3 4],[45.35106383 41.64893617] ; [3.64893617 3.35106383],0
n2,1,0.624206,0.24,[17  3] ; [3 1],[16.66666667  3.33333333] ; [3.33333333 0.66666667],0
a3,1,0.680777,0.169253,[68 19] ; [5 2],[67.56382979 19.43617021] ; [5.43617021 1.56382979],0
n1,1,0.698535,0.15,[ 7 13] ; [1 3],[ 6.66666667 13.33333333] ; [1.33333333 2.66666667],0
p4,1,0.70192,0.146483,[56 31] ; [4 3],[55.53191489 31.46808511] ; [4.46808511 2.53191489],0
a7,1,0.70192,0.146483,[56 31] ; [4 3],[55.53191489 31.46808511] ; [4.46808511 2.53191489],0
d3,1,0.737152,0.112645,[67 20] ; [5 2],[66.63829787 20.36170213] ; [5.36170213 1.63829787],0
p6,1,0.760784,0.092691,[44 42] ; [4 3],[44.38709677 41.61290323] ; [3.61290323 3.38709677],0
n3,1,0.82215,0.050526,[16  4] ; [3 1],[15.83333333  4.16666667] ; [3.16666667 0.83333333],0
p1,1,0.825062,0.048858,[10 77] ; [1 6],[10.18085106 76.81914894] ; [0.81914894 6.18085106],0
n6,1,0.84134,0.040072,[72 15] ; [6 1],[72.19148936 14.80851064] ; [5.80851064 1.19148936],0
b1,1,0.891611,0.018569,[35 52] ; [3 4],[35.17021277 51.82978723] ; [2.82978723 4.17021277],0
p2,1,0.900095,0.015761,[73 14] ; [6 1],[73.11702128 13.88297872] ; [5.88297872 1.11702128],0
a5,1,0.955293,0.003143,[63 24] ; [5 2],[62.93617021 24.06382979] ; [5.06382979 1.93617021],0
