Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.943741,[ 5 62] ; [20 14],[16.58415842 50.41584158] ; [ 8.41584158 25.58415842],1
u3,1,0.326541,0.962567,[10 24] ; [5 6],[11.33333333 22.66666667] ; [3.66666667 7.33333333],0
s4,1,0.352017,0.866172,[ 9 58] ; [ 7 27],[10.61386139 56.38613861] ; [ 5.38613861 28.61386139],0
a7,1,0.357917,0.845189,[30 35] ; [19 15],[32.17171717 32.82828283] ; [16.82828283 17.17171717],0
n2,1,0.365842,0.817739,[18 17] ; [11  6],[19.51923077 15.48076923] ; [9.48076923 7.51923077],0
n5,1,0.375399,0.785714,[44 22] ; [19 14],[42. 24.] ; [21. 12.],0
s1,1,0.393473,0.728183,[ 3 63] ; [ 3 31],[ 3.96 62.04] ; [ 2.04 31.96],0
v2,1,0.450553,0.56926,[21 43] ; [13 19],[22.66666667 41.33333333] ; [11.33333333 20.66666667],0
a1,1,0.531981,0.390607,[ 7 60] ; [ 5 29],[ 7.96039604 59.03960396] ; [ 4.03960396 29.96039604],0
a5,1,0.618924,0.247383,[30 37] ; [17 17],[31.17821782 35.82178218] ; [15.82178218 18.17821782],0
u2,1,0.620474,0.245201,[14 20] ; [5 5],[14.68181818 19.31818182] ; [4.31818182 5.68181818],0
p12,1,0.62944,0.23282,[ 1 65] ; [ 1 33],[ 1.32 64.68] ; [ 0.68 33.32],0
p8,1,0.645916,0.211087,[14 53] ; [ 8 24],[14.88888889 52.11111111] ; [ 7.11111111 24.88888889],0
p5,1,0.706432,0.141866,[ 3 64] ; [ 2 30],[ 3.38383838 63.61616162] ; [ 1.61616162 30.38383838],0
b4,1,0.71287,0.135427,[40 27] ; [19 15],[39.13861386 27.86138614] ; [19.86138614 14.13861386],0
n6,1,0.720513,0.128002,[34 31] ; [16 17],[33.16326531 31.83673469] ; [16.83673469 16.16326531],0
p6,1,0.737257,0.112552,[ 8 57] ; [ 5 29],[ 8.53535354 56.46464646] ; [ 4.46464646 29.53535354],0
u1,1,0.767604,0.087327,[ 5 62] ; [ 2 32],[ 4.64356436 62.35643564] ; [ 2.35643564 31.64356436],0
a2,1,0.840883,0.040306,[ 7 60] ; [ 4 30],[ 7.2970297 59.7029703] ; [ 3.7029703 30.2970297],0
v3,1,0.856792,0.032566,[13 53] ; [ 6 27],[12.66666667 53.33333333] ; [ 6.33333333 26.66666667],0
n3,1,0.924558,0.008967,[17 18] ; [8 8],[17.15686275 17.84313725] ; [7.84313725 8.15686275],0
p4,1,0.928055,0.008153,[15 51] ; [ 8 26],[15.18 50.82] ; [ 7.82 26.18],0
a8,1,0.969775,0.001436,[ 4 58] ; [ 2 30],[ 3.95744681 58.04255319] ; [ 2.04255319 29.95744681],0
n4,1,0.986428,0.000289,[37 29] ; [19 15],[36.96 29.04] ; [19.04 14.96],0
