Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.943741,[ 5 62] ; [20 14],[16.58415842 50.41584158] ; [ 8.41584158 25.58415842],1
s7,1,7.5e-05,15.676962,[10 53] ; [18 15],[18.375 44.625] ; [ 9.625 23.375],1
s6,1,0.000196,13.866621,[13 54] ; [19 15],[21.22772277 45.77227723] ; [10.77227723 23.22772277],1
s8,1,0.001206,10.48081,[ 5 62] ; [11 23],[10.61386139 56.38613861] ; [ 5.38613861 28.61386139],0
d4,1,0.002895,8.87279,[32 34] ; [27  7],[38.94 27.06] ; [20.06 13.94],0
s5,1,0.007263,7.206643,[ 5 62] ; [ 9 24],[ 9.38 57.62] ; [ 4.62 28.38],0
r2,1,0.012118,6.293576,[31 32] ; [23  7],[36.58064516 26.41935484] ; [17.41935484 12.58064516],0
p9,1,0.019755,5.433422,[27 36] ; [23 11],[32.4742268 30.5257732] ; [17.5257732 16.4742268],0
d1,1,0.020954,5.33061,[18 49] ; [17 17],[23.21782178 43.78217822] ; [11.78217822 22.21782178],0
d2,1,0.023215,5.152362,[21 44] ; [19 15],[26.26262626 38.73737374] ; [13.73737374 20.26262626],0
p7,1,0.027556,4.855606,[15 50] ; [14 17],[19.63541667 45.36458333] ; [ 9.36458333 21.63541667],0
a4,1,0.062255,3.476264,[17 49] ; [15 19],[21.12 44.88] ; [10.88 23.12],0
a3,1,0.062339,3.474045,[33 33] ; [23 10],[37.33333333 28.66666667] ; [18.66666667 14.33333333],0
v4,1,0.064517,3.417296,[36 30] ; [23  8],[40.1443299 25.8556701] ; [18.8556701 12.1443299],0
b2,1,0.069855,3.286421,[17 21] ; [ 5 18],[13.70491803 24.29508197] ; [ 8.29508197 14.70491803],0
b3,1,0.069855,3.286421,[17 21] ; [ 5 18],[13.70491803 24.29508197] ; [ 8.29508197 14.70491803],0
r1,1,0.080032,3.064256,[16 50] ; [14 20],[19.8 46.2] ; [10.2 23.8],0
p2,1,0.087936,2.911765,[30 36] ; [21 12],[34. 32.] ; [17. 16.],0
p11,1,0.105279,2.623699,[28 39] ; [20 14],[31.84158416 35.15841584] ; [16.15841584 17.84158416],0
d5,1,0.1055,2.620364,[34 33] ; [23 11],[37.81188119 29.18811881] ; [19.18811881 14.81188119],0
r3,1,0.117276,2.453332,[30 34] ; [21 12],[33.64948454 30.35051546] ; [17.35051546 15.64948454],0
d3,1,0.154691,2.025369,[27 39] ; [19 15],[30.36 35.64] ; [15.64 18.36],0
a6,1,0.179706,1.800056,[28 39] ; [19 15],[31.17821782 35.82178218] ; [15.82178218 18.17821782],0
b5,1,0.182249,1.779186,[34 33] ; [22 12],[37.14851485 29.85148515] ; [18.85148515 15.14851485],0
n1,1,0.188678,1.727907,[10 25] ; [8 9],[12.11538462 22.88461538] ; [ 5.88461538 11.11538462],0
v1,1,0.200864,1.636081,[15 50] ; [11 20],[17.60416667 47.39583333] ; [ 8.39583333 22.60416667],0
p10,1,0.255485,1.293061,[30 36] ; [19 14],[32.66666667 33.33333333] ; [16.33333333 16.66666667],0
p1,1,0.274873,1.192265,[ 6 61] ; [ 1 32],[ 4.69 62.31] ; [ 2.31 30.69],0
b1,1,0.293168,1.105018,[35 32] ; [14 20],[32.5049505 34.4950495] ; [16.4950495 17.5049505],0
