Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,21.858075,[231  20] ; [49 20],[219.625  31.375] ; [60.375  8.625],1
r3,1,6e-05,16.098522,[239  13] ; [55 14],[230.80373832  21.19626168] ; [63.19626168  5.80373832],1
n6,1,0.000339,12.838915,[219  34] ; [47 22],[209.  44.] ; [57. 12.],1
r4,1,0.000736,11.395987,[225  28] ; [51 19],[216.18575851  36.81424149] ; [59.81424149 10.18575851],1
p8,1,0.000877,11.069756,[143 109] ; [24 46],[130.69565217 121.30434783] ; [36.30434783 33.69565217],1
a5,1,0.00769,7.104242,[180  73] ; [38 32],[170.75541796  82.24458204] ; [47.24458204 22.75541796],0
b1,1,0.012645,6.21807,[ 92 161] ; [37 33],[101.04334365 151.95665635] ; [27.95665635 42.04334365],0
s1,1,0.014059,6.030659,[  8 243] ; [ 7 61],[ 11.80250784 239.19749216] ; [ 3.19749216 64.80250784],0
p7,1,0.026263,4.938604,[153  91] ; [33 36],[144.99680511  99.00319489] ; [41.00319489 27.99680511],0
p3,1,0.030802,4.663968,[125 128] ; [24 45],[117.07142857 135.92857143] ; [31.92857143 37.07142857],0
n4,1,0.036547,4.371413,[193  60] ; [44 25],[186.21428571  66.78571429] ; [50.78571429 18.21428571],0
p6,1,0.038028,4.303757,[ 98 152] ; [18 52],[ 90.625 159.375] ; [25.375 44.625],0
v4,1,0.040913,4.179603,[240  12] ; [62  8],[236.34782609  15.65217391] ; [65.65217391  4.34782609],0
a6,1,0.043308,4.083351,[169  84] ; [37 32],[161.85714286  91.14285714] ; [44.14285714 24.85714286],0
p4,1,0.051819,3.781596,[155  97] ; [34 36],[147.91304348 104.08695652] ; [41.08695652 28.91304348],0
s6,1,0.056207,3.645926,[170  77] ; [39 30],[163.36392405  83.63607595] ; [45.63607595 23.36392405],0
p2,1,0.076701,3.133451,[218  33] ; [54 15],[213.35  37.65] ; [58.65 10.35],0
b5,1,0.105048,2.627181,[154  99] ; [50 20],[159.78947368  93.21052632] ; [44.21052632 25.78947368],0
r1,1,0.107019,2.597703,[183  70] ; [43 26],[177.57142857  75.42857143] ; [48.42857143 20.57142857],0
d5,1,0.152122,2.05084,[192  60] ; [46 22],[187.425  64.575] ; [50.575 17.425],0
d4,1,0.167998,1.900719,[202  50] ; [50 19],[197.8317757  54.1682243] ; [54.1682243 14.8317757],0
b2,1,0.178971,1.806146,[62 94] ; [ 9 24],[58.6031746 97.3968254] ; [12.3968254 20.6031746],0
b3,1,0.178971,1.806146,[62 94] ; [ 9 24],[58.6031746 97.3968254] ; [12.3968254 20.6031746],0
a1,1,0.19229,1.699984,[  9 244] ; [ 5 65],[ 10.96594427 242.03405573] ; [ 3.03405573 66.96594427],0
n5,1,0.228571,1.449729,[190  61] ; [48 22],[186.09968847  64.90031153] ; [51.90031153 18.09968847],0
u2,1,0.229651,1.443022,[50 34] ; [12 14],[47.34545455 36.65454545] ; [14.65454545 11.34545455],0
r2,1,0.270283,1.215311,[232  19] ; [60  8],[229.75548589  21.24451411] ; [62.24451411  5.75548589],0
u3,1,0.296247,1.09101,[48 35] ; [12 14],[45.68807339 37.31192661] ; [14.31192661 11.68807339],0
s8,1,0.313242,1.016958,[111 142] ; [26 44],[107.30959752 145.69040248] ; [29.69040248 40.30959752],0
n1,1,0.314332,1.012385,[21 34] ; [13 13],[23.08641975 31.91358025] ; [10.91358025 15.08641975],0
n2,1,0.351666,0.867438,[42 13] ; [18  9],[40.24390244 14.75609756] ; [19.75609756  7.24390244],0
n3,1,0.395092,0.723214,[39 15] ; [17 10],[37.33333333 16.66666667] ; [18.66666667  8.33333333],0
d1,1,0.456124,0.55539,[132 121] ; [33 37],[129.24148607 123.75851393] ; [35.75851393 34.24148607],0
v3,1,0.484667,0.488345,[ 42 206] ; [14 54],[ 43.94936709 204.05063291] ; [12.05063291 55.94936709],0
a8,1,0.559757,0.340126,[ 30 204] ; [10 54],[ 31.40939597 202.59060403] ; [ 8.59060403 55.40939597],0
p1,1,0.563579,0.333545,[ 23 229] ; [ 8 62],[ 24.26086957 227.73913043] ; [ 6.73913043 63.26086957],0
p12,1,0.586729,0.295482,[ 15 236] ; [ 3 67],[ 14.07476636 236.92523364] ; [ 3.92523364 66.07476636],0
d2,1,0.610765,0.259063,[101 151] ; [30 39],[102.8411215 149.1588785] ; [28.1588785 40.8411215],0
a7,1,0.66387,0.188856,[169  84] ; [48 21],[170.5  82.5] ; [46.5 22.5],0
s4,1,0.671343,0.180035,[ 52 197] ; [13 57],[ 50.73667712 198.26332288] ; [14.26332288 55.73667712],0
a3,1,0.686828,0.16254,[169  84] ; [43 24],[167.6125  85.3875] ; [44.3875 22.6125],0
s2,1,0.694073,0.154711,[125 126] ; [33 37],[123.54517134 127.45482866] ; [34.45482866 35.54517134],0
s7,1,0.732751,0.116601,[113 132] ; [32 34],[114.22829582 130.77170418] ; [30.77170418 35.22829582],0
a2,1,0.768182,0.086879,[ 51 202] ; [13 57],[ 50.13003096 202.86996904] ; [13.86996904 56.13003096],0
u1,1,0.832991,0.044465,[ 35 218] ; [ 9 61],[ 34.46439628 218.53560372] ; [ 9.53560372 60.46439628],0
u4,1,0.870859,0.026428,[  3 250] ; [ 1 69],[  3.13312693 249.86687307] ; [ 0.86687307 69.13312693],0
v1,1,0.895171,0.017362,[102 144] ; [28 41],[101.52380952 144.47619048] ; [28.47619048 40.52380952],0
p5,1,0.895305,0.017317,[ 31 218] ; [ 9 60],[ 31.32075472 217.67924528] ; [ 8.67924528 60.32075472],0
b4,1,0.904044,0.014533,[143 110] ; [39 31],[142.55727554 110.44272446] ; [39.44272446 30.55727554],0
a4,1,0.921848,0.009625,[108 145] ; [29 40],[107.64285714 145.35714286] ; [29.35714286 39.64285714],0
d3,1,0.921994,0.009589,[164  89] ; [43 24],[163.659375  89.340625] ; [43.340625 23.659375],0
s3,1,0.937783,0.006093,[139 111] ; [38 31],[138.71473354 111.28526646] ; [38.28526646 30.71473354],0
s5,1,0.987138,0.00026,[ 83 163] ; [22 43],[ 83.05466238 162.94533762] ; [21.94533762 43.05466238],0
