Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.007266,7.205991,[13 47] ; [14 14],[18.40909091 41.59090909] ; [ 8.59090909 19.40909091],0
s4,1,0.021662,5.272729,[14 46] ; [ 1 27],[10.22727273 49.77272727] ; [ 4.77272727 23.22727273],0
p3,1,0.022315,5.221038,[ 5 55] ; [ 7 19],[ 8.37209302 51.62790698] ; [ 3.62790698 22.37209302],0
a3,1,0.022713,5.190309,[29 30] ; [21  7],[33.90804598 25.09195402] ; [16.09195402 11.90804598],0
d3,1,0.039525,4.238153,[24 35] ; [18 10],[28.48275862 30.51724138] ; [13.51724138 14.48275862],0
s1,1,0.043511,4.075448,[ 3 57] ; [ 5 22],[ 5.51724138 54.48275862] ; [ 2.48275862 24.51724138],0
p9,1,0.07709,3.125218,[23 34] ; [17 11],[26.82352941 30.17647059] ; [13.17647059 14.82352941],0
p2,1,0.079615,3.072736,[23 36] ; [16 11],[26.75581395 32.24418605] ; [12.24418605 14.75581395],0
a2,1,0.083615,2.993197,[ 5 55] ; [ 6 22],[ 7.5 52.5] ; [ 3.5 24.5],0
a5,1,0.098044,2.737076,[23 37] ; [16 12],[26.59090909 33.40909091] ; [12.40909091 15.59090909],0
n3,1,0.115808,2.473118,[13 18] ; [10  5],[15.5 15.5] ; [7.5 7.5],0
b1,1,0.1287,2.308119,[26 34] ; [17 11],[29.31818182 30.68181818] ; [13.68181818 14.31818182],0
v3,1,0.134529,2.239445,[11 48] ; [ 9 18],[13.72093023 45.27906977] ; [ 6.27906977 20.72093023],0
a4,1,0.142107,2.154993,[16 43] ; [12 16],[18.98850575 40.01149425] ; [ 9.01149425 18.98850575],0
r2,1,0.150675,2.065408,[32 26] ; [18  7],[34.93975904 23.06024096] ; [15.06024096  9.93975904],0
u1,1,0.163588,1.940746,[ 2 58] ; [ 3 25],[ 3.40909091 56.59090909] ; [ 1.59090909 26.40909091],0
p5,1,0.180267,1.79542,[ 1 58] ; [ 2 25],[ 2.05813953 56.94186047] ; [ 0.94186047 26.05813953],0
n2,1,0.204953,1.606723,[15 17] ; [10  5],[17.0212766 14.9787234] ; [7.9787234 7.0212766],0
v2,1,0.242721,1.364721,[17 41] ; [11 15],[19.33333333 38.66666667] ; [ 8.66666667 17.33333333],0
s7,1,0.248619,1.331049,[11 46] ; [ 8 18],[13.04819277 43.95180723] ; [ 5.95180723 20.04819277],0
r1,1,0.251786,1.313368,[17 43] ; [11 16],[19.31034483 40.68965517] ; [ 8.68965517 18.31034483],0
s3,1,0.272523,1.204003,[19 40] ; [12 15],[21.26744186 37.73255814] ; [ 9.73255814 17.26744186],0
d4,1,0.273943,1.196896,[35 24] ; [20  8],[37.29885057 21.70114943] ; [17.70114943 10.29885057],0
p10,1,0.284255,1.146632,[25 33] ; [15 12],[27.29411765 30.70588235] ; [12.70588235 14.29411765],0
n1,1,0.294551,1.098701,[ 8 24] ; [6 9],[ 9.53191489 22.46808511] ; [ 4.46808511 10.53191489],0
n4,1,0.378861,0.774396,[34 26] ; [18  9],[35.86206897 24.13793103] ; [16.13793103 10.86206897],0
s8,1,0.390713,0.736722,[ 5 55] ; [ 4 24],[ 6.13636364 53.86363636] ; [ 2.86363636 25.13636364],0
v4,1,0.489894,0.476758,[31 27] ; [16 10],[32.45238095 25.54761905] ; [14.54761905 11.45238095],0
n5,1,0.528728,0.396835,[37 22] ; [15 12],[35.6744186 23.3255814] ; [16.3255814 10.6744186],0
r3,1,0.536372,0.382306,[27 31] ; [14 12],[28.30952381 29.69047619] ; [12.69047619 13.30952381],0
b2,1,0.575403,0.313725,[14 20] ; [7 7],[14.875 19.125] ; [6.125 7.875],0
b3,1,0.575403,0.313725,[14 20] ; [7 7],[14.875 19.125] ; [6.125 7.875],0
p7,1,0.585099,0.298064,[13 45] ; [ 7 18],[13.97590361 44.02409639] ; [ 6.02409639 18.97590361],0
d1,1,0.586123,0.29644,[20 40] ; [11 17],[21.13636364 38.86363636] ; [ 9.86363636 18.13636364],0
s5,1,0.606825,0.264824,[ 9 50] ; [ 3 24],[ 8.23255814 50.76744186] ; [ 3.76744186 23.23255814],0
p6,1,0.718545,0.129891,[ 6 53] ; [ 2 24],[ 5.55294118 53.44705882] ; [ 2.44705882 23.55294118],0
d5,1,0.720142,0.128357,[34 26] ; [17 11],[34.77272727 25.22727273] ; [16.22727273 11.77272727],0
a1,1,0.72933,0.119728,[ 8 52] ; [ 3 25],[ 7.5 52.5] ; [ 3.5 24.5],0
p8,1,0.752116,0.099762,[10 49] ; [ 4 24],[ 9.49425287 49.50574713] ; [ 4.50574713 23.49425287],0
a6,1,0.754908,0.097453,[30 30] ; [13 15],[29.31818182 30.68181818] ; [13.68181818 14.31818182],0
u2,1,0.764177,0.09,[13 17] ; [3 3],[13.33333333 16.66666667] ; [2.66666667 3.33333333],0
n6,1,0.79877,0.064994,[29 30] ; [12 14],[28.45882353 30.54117647] ; [12.54117647 13.45882353],0
a7,1,0.836921,0.042367,[32 27] ; [14 13],[31.55813953 27.44186047] ; [14.44186047 12.55813953],0
s2,1,0.84258,0.03944,[14 46] ; [ 6 22],[13.63636364 46.36363636] ; [ 6.36363636 21.63636364],0
d2,1,0.853081,0.034295,[24 34] ; [11 17],[23.60465116 34.39534884] ; [11.39534884 16.60465116],0
p1,1,0.875141,0.02469,[ 7 52] ; [ 3 25],[ 6.7816092 52.2183908] ; [ 3.2183908 24.7816092],0
u3,1,0.880726,0.022515,[ 8 23] ; [2 5],[ 8.15789474 22.84210526] ; [1.84210526 5.15789474],0
b4,1,0.949156,0.004066,[36 24] ; [17 11],[36.13636364 23.86363636] ; [16.86363636 11.13636364],0
p11,1,0.949156,0.004066,[24 36] ; [11 17],[23.86363636 36.13636364] ; [11.13636364 16.86363636],0
b5,1,1.0,0.0,[30 30] ; [14 14],[30. 30.] ; [14. 14.],0
